D,120,2022-08-16,16:07:00,台北標準時間,-56.9,-41.1,-49.0,89.0,84.2,,0.7,14.8
D,120,2022-08-16,16:08:00,台北標準時間,-56.9,-41.0,-48.9,89.0,84.5,,0.7,14.7
D,120,2022-08-16,16:09:00,台北標準時間,-56.8,-40.9,-48.9,89.0,85.0,,0.7,14.7
D,120,2022-08-16,16:10:00,台北標準時間,-56.8,-41.0,-48.9,89.0,84.6,,0.7,14.6
D,120,2022-08-16,16:11:00,台北標準時間,-56.7,-41.0,-48.9,89.0,85.1,,0.7,14.7
D,120,2022-08-16,16:12:00,台北標準時間,-56.8,-41.0,-48.9,89.0,84.6,,0.7,14.6
D,120,2022-08-16,16:13:00,台北標準時間,-56.7,-41.0,-48.9,89.0,84.5,,0.7,14.7
D,120,2022-08-16,16:14:00,台北標準時間,-56.7,-40.9,-48.8,89.0,84.8,,0.7,14.7
D,120,2022-08-16,16:15:00,台北標準時間,-56.8,-41.0,-48.9,89.0,84.3,,0.7,14.7
D,120,2022-08-16,16:16:00,台北標準時間,-56.9,-41.0,-48.9,89.0,84.3,,0.7,14.7
D,120,2022-08-16,16:17:00,台北標準時間,-56.8,-41.0,-48.9,89.0,84.5,,0.7,14.8
D,120,2022-08-16,16:18:00,台北標準時間,-56.8,-41.0,-48.9,89.0,85.1,,0.7,14.8
D,120,2022-08-16,16:19:00,台北標準時間,-56.8,-41.0,-48.9,89.0,84.7,,0.7,14.7
D,120,2022-08-16,16:20:00,台北標準時間,-56.8,-41.0,-48.9,89.0,84.6,,0.7,14.7
D,120,2022-08-16,16:21:00,台北標準時間,-56.8,-41.1,-48.9,89.0,84.6,,0.7,14.7
D,120,2022-08-16,16:22:00,台北標準時間,-56.8,-41.1,-48.9,89.0,84.9,,0.7,14.7
D,120,2022-08-16,16:23:00,台北標準時間,-56.8,-41.0,-48.9,89.0,84.4,,0.7,14.7
D,120,2022-08-16,16:24:00,台北標準時間,-56.8,-41.0,-48.9,89.0,84.2,,0.7,14.7
D,120,2022-08-16,16:25:00,台北標準時間,-56.9,-41.0,-48.9,89.0,84.2,,0.7,14.7
D,120,2022-08-16,16:26:00,台北標準時間,-56.9,-41.0,-48.9,89.0,84.2,,0.7,14.8
D,120,2022-08-16,16:27:00,台北標準時間,-56.8,-41.0,-48.9,89.0,84.4,,0.7,14.8
D,120,2022-08-16,16:28:00,台北標準時間,-56.8,-41.0,-48.9,89.0,84.5,,0.7,14.8
D,120,2022-08-16,16:29:00,台北標準時間,-56.8,-41.0,-48.9,89.0,84.2,,0.7,14.6
D,120,2022-08-16,16:30:00,台北標準時間,-56.8,-41.1,-48.9,89.0,84.5,,0.7,14.7
D,120,2022-08-16,16:31:00,台北標準時間,-56.9,-41.1,-49.0,89.0,84.4,,0.7,14.8
D,120,2022-08-16,16:32:00,台北標準時間,-56.9,-41.0,-48.9,89.0,84.5,,0.7,14.7
D,120,2022-08-16,16:33:00,台北標準時間,-56.9,-41.1,-49.0,89.0,84.1,,0.7,14.7
D,120,2022-08-16,16:34:00,台北標準時間,-56.9,-41.1,-49.0,89.0,83.8,,0.7,14.7
D,120,2022-08-16,16:35:00,台北標準時間,-56.8,-41.0,-48.9,89.0,84.6,,0.7,14.6
D,120,2022-08-16,16:36:00,台北標準時間,-56.8,-41.0,-48.9,89.0,84.5,,0.7,14.7
D,120,2022-08-16,16:37:00,台北標準時間,-56.7,-41.0,-48.8,89.0,84.2,,0.7,14.7
D,120,2022-08-16,16:38:00,台北標準時間,-56.6,-40.9,-48.8,89.0,85.0,,0.7,14.8
D,120,2022-08-16,16:39:00,台北標準時間,-56.7,-40.9,-48.8,89.0,85.2,,0.7,14.7
D,120,2022-08-16,16:40:00,台北標準時間,-56.8,-41.0,-48.9,89.0,84.8,,0.7,14.7
D,120,2022-08-16,16:41:00,台北標準時間,-56.7,-41.0,-48.9,89.0,84.6,,0.7,14.7
D,120,2022-08-16,16:42:00,台北標準時間,-56.7,-40.9,-48.8,89.0,84.4,,0.7,14.7
D,120,2022-08-16,16:43:00,台北標準時間,-56.9,-41.1,-49.0,89.0,84.0,,0.7,14.7
D,120,2022-08-16,16:44:00,台北標準時間,-56.8,-41.1,-48.9,89.0,84.9,,0.7,14.8
D,120,2022-08-16,16:45:00,台北標準時間,-56.9,-41.1,-49.0,89.0,84.7,,0.7,14.6
D,120,2022-08-16,16:46:00,台北標準時間,-56.9,-41.1,-49.0,89.0,84.9,,0.7,14.7
D,120,2022-08-16,16:47:00,台北標準時間,-56.8,-41.0,-48.9,89.0,85.1,,0.7,14.8
D,120,2022-08-16,16:48:00,台北標準時間,-56.7,-40.9,-48.8,89.0,85.4,,0.7,14.7
D,120,2022-08-16,16:49:00,台北標準時間,-56.7,-40.9,-48.8,89.0,85.2,,0.7,14.8
D,120,2022-08-16,16:50:00,台北標準時間,-56.6,-40.9,-48.7,89.0,85.3,,0.7,14.7
D,120,2022-08-16,16:51:00,台北標準時間,-56.8,-40.9,-48.9,89.0,85.2,,0.7,14.8
D,120,2022-08-16,16:52:00,台北標準時間,-56.8,-41.0,-48.9,89.0,85.3,,0.7,14.7
D,120,2022-08-16,16:53:00,台北標準時間,-56.9,-41.1,-49.0,89.0,84.7,,0.7,14.7
D,120,2022-08-16,16:54:00,台北標準時間,-56.8,-41.1,-49.0,89.0,84.8,,0.7,14.7
D,120,2022-08-16,16:55:00,台北標準時間,-57.0,-41.1,-49.1,89.0,84.9,,0.7,14.7
D,120,2022-08-16,16:56:00,台北標準時間,-56.8,-41.1,-48.9,89.0,85.1,,0.7,14.8
D,120,2022-08-16,16:57:00,台北標準時間,-56.9,-41.1,-49.0,89.0,84.7,,0.7,14.7
D,120,2022-08-16,16:58:00,台北標準時間,-56.9,-41.1,-49.0,89.0,84.6,,0.7,14.7
D,120,2022-08-16,16:59:00,台北標準時間,-56.8,-41.0,-48.9,89.0,84.8,,0.7,14.7
D,120,2022-08-16,17:00:00,台北標準時間,-56.8,-41.0,-48.9,89.0,85.0,,0.7,14.7
D,120,2022-08-16,17:01:00,台北標準時間,-57.0,-41.2,-49.1,89.0,84.5,,0.7,14.7
D,120,2022-08-16,17:02:00,台北標準時間,-57.0,-41.1,-49.0,89.0,84.5,,0.7,14.8
D,120,2022-08-16,17:03:00,台北標準時間,-57.0,-41.1,-49.1,89.0,84.2,,0.7,14.7
D,120,2022-08-16,17:04:00,台北標準時間,-57.1,-41.2,-49.2,89.0,83.8,,0.7,15.1
D,120,2022-08-16,17:05:00,台北標準時間,-57.1,-41.2,-49.2,89.0,83.2,,0.7,14.6
D,120,2022-08-16,17:06:00,台北標準時間,-57.0,-41.1,-49.0,89.0,83.7,,0.7,14.8
D,120,2022-08-16,17:07:00,台北標準時間,-57.0,-41.1,-49.0,89.0,83.8,,0.7,14.7
D,120,2022-08-16,17:08:00,台北標準時間,-56.9,-41.1,-49.0,89.0,84.1,,0.7,14.7
D,120,2022-08-16,17:09:00,台北標準時間,-56.9,-41.1,-49.0,89.0,83.9,,0.7,14.6
D,120,2022-08-16,17:10:00,台北標準時間,-56.9,-41.1,-49.0,89.0,84.0,,0.7,14.7
D,120,2022-08-16,17:11:00,台北標準時間,-56.9,-41.0,-49.0,89.0,84.4,,0.7,14.7
D,120,2022-08-16,17:12:00,台北標準時間,-57.0,-41.2,-49.1,89.0,83.9,,0.7,14.8
D,120,2022-08-16,17:13:00,台北標準時間,-57.0,-41.1,-49.1,89.0,84.0,,0.7,14.6
D,120,2022-08-16,17:14:00,台北標準時間,-57.0,-41.1,-49.0,89.0,84.0,,0.7,14.7
D,120,2022-08-16,17:15:00,台北標準時間,-56.9,-41.0,-48.9,89.0,84.7,,0.7,14.7
D,120,2022-08-16,17:16:00,台北標準時間,-56.8,-41.1,-48.9,89.0,84.6,,0.7,14.6
D,120,2022-08-16,17:17:00,台北標準時間,-56.8,-41.0,-48.9,89.0,84.7,,0.7,14.7
D,120,2022-08-16,17:18:00,台北標準時間,-56.8,-41.0,-48.9,89.0,84.9,,0.7,14.8
D,120,2022-08-16,17:19:00,台北標準時間,-56.8,-41.0,-48.9,89.0,85.2,,0.7,14.7
D,120,2022-08-16,17:20:00,台北標準時間,-56.8,-41.0,-48.9,89.0,85.3,,0.7,14.5
D,120,2022-08-16,17:21:00,台北標準時間,-56.7,-40.9,-48.8,89.0,85.3,,0.7,14.7
D,120,2022-08-16,17:22:00,台北標準時間,-56.7,-41.0,-48.9,89.0,85.3,,0.7,14.7
D,120,2022-08-16,17:23:00,台北標準時間,-56.7,-41.0,-48.9,89.0,85.0,,0.7,14.7
D,120,2022-08-16,17:24:00,台北標準時間,-56.7,-41.0,-48.9,89.0,85.2,,0.7,14.8
D,120,2022-08-16,17:25:00,台北標準時間,-56.7,-40.9,-48.8,89.0,84.7,,0.7,14.6
D,120,2022-08-16,17:26:00,台北標準時間,-56.6,-40.9,-48.8,89.0,85.6,,0.7,14.7
D,120,2022-08-16,17:27:00,台北標準時間,-56.7,-40.9,-48.8,89.0,85.3,,0.7,14.7
D,120,2022-08-16,17:28:00,台北標準時間,-56.6,-40.9,-48.7,89.0,85.9,,0.7,14.8
D,120,2022-08-16,17:29:00,台北標準時間,-56.7,-41.0,-48.8,89.0,85.1,,0.7,14.7
D,120,2022-08-16,17:30:00,台北標準時間,-56.7,-41.0,-48.8,89.0,85.5,,0.7,14.8
D,120,2022-08-16,17:31:00,台北標準時間,-56.7,-41.0,-48.9,89.0,85.3,,0.7,14.8
D,120,2022-08-16,17:32:00,台北標準時間,-56.8,-41.0,-48.9,89.0,85.0,,0.7,14.7
D,120,2022-08-16,17:33:00,台北標準時間,-56.8,-41.1,-48.9,89.0,85.0,,0.7,14.7
D,120,2022-08-16,17:34:00,台北標準時間,-56.8,-41.0,-48.9,89.0,85.1,,0.7,14.7
D,120,2022-08-16,17:35:00,台北標準時間,-56.7,-41.0,-48.9,89.0,85.6,,0.7,14.7
D,120,2022-08-16,17:36:00,台北標準時間,-56.7,-41.0,-48.8,89.0,85.9,,0.7,14.7
D,120,2022-08-16,17:37:00,台北標準時間,-56.7,-41.0,-48.8,89.0,85.4,,0.7,14.9
D,120,2022-08-16,17:38:00,台北標準時間,-56.8,-41.0,-48.9,89.0,85.2,,0.7,14.6
D,120,2022-08-16,17:39:00,台北標準時間,-56.9,-41.1,-49.0,89.0,85.2,,0.7,14.6
D,120,2022-08-16,17:40:00,台北標準時間,-56.9,-41.1,-49.0,89.0,84.6,,0.7,14.7
D,120,2022-08-16,17:41:00,台北標準時間,-56.9,-41.1,-49.0,89.0,84.9,,0.7,14.7
D,120,2022-08-16,17:42:00,台北標準時間,-56.9,-41.1,-49.0,89.0,84.7,,0.7,14.8
D,120,2022-08-16,17:43:00,台北標準時間,-56.9,-41.1,-49.0,89.0,85.0,,0.7,14.7
D,120,2022-08-16,17:44:00,台北標準時間,-56.8,-41.0,-48.9,89.0,85.3,,0.7,14.7
D,120,2022-08-16,17:45:00,台北標準時間,-56.8,-41.0,-48.9,89.0,84.9,,0.7,14.7
D,120,2022-08-16,17:46:00,台北標準時間,-56.8,-41.0,-48.9,89.0,84.9,,0.7,14.7
D,120,2022-08-16,17:47:00,台北標準時間,-56.8,-41.1,-48.9,89.0,85.1,,0.7,14.8
D,120,2022-08-16,17:48:00,台北標準時間,-56.8,-41.0,-48.9,89.0,84.9,,0.7,14.8
D,120,2022-08-16,17:49:00,台北標準時間,-56.8,-41.1,-48.9,89.0,84.7,,0.7,14.7
D,120,2022-08-16,17:50:00,台北標準時間,-56.8,-41.1,-49.0,89.0,84.9,,0.7,14.8
D,120,2022-08-16,17:51:00,台北標準時間,-56.8,-41.1,-48.9,89.0,84.9,,0.7,14.7
D,120,2022-08-16,17:52:00,台北標準時間,-57.0,-41.1,-49.1,89.0,84.6,,0.7,14.6
D,120,2022-08-16,17:53:00,台北標準時間,-56.8,-41.1,-48.9,89.0,85.0,,0.7,14.8
D,120,2022-08-16,17:54:00,台北標準時間,-56.8,-41.1,-48.9,89.0,85.1,,0.7,14.8
D,120,2022-08-16,17:55:00,台北標準時間,-56.6,-41.0,-48.8,89.0,85.4,,0.7,14.8
D,120,2022-08-16,17:56:00,台北標準時間,-56.7,-41.0,-48.8,89.0,85.8,,0.7,14.8
D,120,2022-08-16,17:57:00,台北標準時間,-56.7,-41.1,-48.9,89.0,85.5,,0.7,14.7
D,120,2022-08-16,17:58:00,台北標準時間,-56.8,-41.1,-49.0,89.0,85.5,,0.7,14.7
D,120,2022-08-16,17:59:00,台北標準時間,-56.7,-41.0,-48.9,89.0,85.4,,0.7,14.7
D,120,2022-08-16,18:00:00,台北標準時間,-56.8,-41.1,-49.0,89.0,85.2,,0.7,14.8
D,120,2022-08-16,18:01:00,台北標準時間,-56.7,-41.0,-48.9,89.0,85.2,,0.7,14.7
D,120,2022-08-16,18:02:00,台北標準時間,-56.8,-41.1,-48.9,89.0,85.3,,0.7,14.7
D,120,2022-08-16,18:03:00,台北標準時間,-56.6,-40.9,-48.8,89.0,85.5,,0.7,14.7
D,120,2022-08-16,18:04:00,台北標準時間,-56.8,-41.1,-48.9,89.0,85.2,,0.7,14.8
D,120,2022-08-16,18:05:00,台北標準時間,-56.7,-41.0,-48.9,89.0,85.4,,0.7,14.7
D,120,2022-08-16,18:06:00,台北標準時間,-56.8,-41.1,-49.0,89.0,85.3,,0.7,14.7
D,120,2022-08-16,18:07:00,台北標準時間,-56.9,-41.1,-49.0,89.0,85.0,,0.7,14.7
D,120,2022-08-16,18:08:00,台北標準時間,-57.0,-41.1,-49.1,89.0,84.9,,0.7,14.7
D,120,2022-08-16,18:09:00,台北標準時間,-56.9,-41.2,-49.1,89.0,84.7,,0.7,14.8
D,120,2022-08-16,18:10:00,台北標準時間,-57.0,-41.2,-49.1,89.0,84.7,,0.7,14.9
D,120,2022-08-16,18:11:00,台北標準時間,-57.0,-41.2,-49.1,89.0,84.5,,0.7,14.7
D,120,2022-08-16,18:12:00,台北標準時間,-56.9,-41.2,-49.0,89.0,84.8,,0.7,14.9
D,120,2022-08-16,18:13:00,台北標準時間,-56.9,-41.2,-49.1,89.0,85.1,,0.7,14.7
D,120,2022-08-16,18:14:00,台北標準時間,-56.9,-41.2,-49.1,89.0,85.0,,0.7,14.7
D,120,2022-08-16,18:15:00,台北標準時間,-57.0,-41.2,-49.1,89.0,84.3,,0.7,14.7
D,120,2022-08-16,18:16:00,台北標準時間,-57.2,-41.3,-49.2,89.0,83.8,,0.7,14.7
D,120,2022-08-16,18:17:00,台北標準時間,-57.1,-41.2,-49.2,89.0,84.1,,0.7,14.7
D,120,2022-08-16,18:18:00,台北標準時間,-57.3,-41.3,-49.3,89.0,83.6,,0.7,14.7
D,120,2022-08-16,18:19:00,台北標準時間,-57.3,-41.4,-49.4,89.0,83.1,,0.7,14.7
D,120,2022-08-16,18:20:00,台北標準時間,-57.3,-41.4,-49.4,89.0,83.3,,0.7,14.7
D,120,2022-08-16,18:21:00,台北標準時間,-57.2,-41.3,-49.2,89.0,83.6,,0.7,14.8
D,120,2022-08-16,18:22:00,台北標準時間,-57.3,-41.4,-49.4,89.0,83.6,,0.7,14.7
D,120,2022-08-16,18:23:00,台北標準時間,-57.3,-41.4,-49.3,89.0,83.1,,0.7,14.7
D,120,2022-08-16,18:24:00,台北標準時間,-57.3,-41.4,-49.3,89.0,83.1,,0.7,14.7
D,120,2022-08-16,18:25:00,台北標準時間,-57.3,-41.4,-49.4,89.0,83.5,,0.7,14.7
D,120,2022-08-16,18:26:00,台北標準時間,-57.4,-41.4,-49.4,89.0,83.3,,0.7,14.7
D,120,2022-08-16,18:27:00,台北標準時間,-57.4,-41.4,-49.4,89.0,83.1,,0.7,14.6
D,120,2022-08-16,18:28:00,台北標準時間,-57.5,-41.5,-49.5,89.0,82.8,,0.7,14.6
D,120,2022-08-16,18:29:00,台北標準時間,-57.5,-41.5,-49.5,89.0,82.7,,0.7,14.8
D,120,2022-08-16,18:30:00,台北標準時間,-57.6,-41.5,-49.5,89.0,81.9,,0.7,14.8
D,120,2022-08-16,18:31:00,台北標準時間,-57.5,-41.4,-49.4,89.0,82.0,,0.7,14.7
D,120,2022-08-16,18:32:00,台北標準時間,-57.6,-41.5,-49.5,89.0,81.9,,0.7,14.7
D,120,2022-08-16,18:33:00,台北標準時間,-57.5,-41.5,-49.5,89.0,82.0,,0.7,14.7
D,120,2022-08-16,18:34:00,台北標準時間,-57.4,-41.5,-49.5,89.0,82.3,,0.7,14.8
D,120,2022-08-16,18:35:00,台北標準時間,-57.4,-41.4,-49.4,89.0,82.5,,0.7,14.9
D,120,2022-08-16,18:36:00,台北標準時間,-57.4,-41.4,-49.4,89.0,82.3,,0.7,14.7
D,120,2022-08-16,18:37:00,台北標準時間,-57.5,-41.5,-49.5,89.0,81.8,,0.7,14.7
D,120,2022-08-16,18:38:00,台北標準時間,-57.5,-41.4,-49.5,89.0,82.1,,0.7,14.8
D,120,2022-08-16,18:39:00,台北標準時間,-57.5,-41.5,-49.5,89.0,81.5,,0.7,14.7
D,120,2022-08-16,18:40:00,台北標準時間,-57.5,-41.5,-49.5,89.0,81.5,,0.7,14.7
D,120,2022-08-16,18:41:00,台北標準時間,-57.5,-41.5,-49.5,89.0,81.2,,0.7,14.7
D,120,2022-08-16,18:42:00,台北標準時間,-57.5,-41.4,-49.4,89.0,81.4,,0.7,14.8
D,120,2022-08-16,18:43:00,台北標準時間,-57.4,-41.4,-49.4,89.0,81.5,,0.7,14.7
D,120,2022-08-16,18:44:00,台北標準時間,-57.4,-41.4,-49.4,89.0,81.9,,0.7,14.7
D,120,2022-08-16,18:45:00,台北標準時間,-57.4,-41.4,-49.4,89.0,82.2,,0.7,14.7
D,120,2022-08-16,18:46:00,台北標準時間,-57.4,-41.3,-49.4,89.0,82.3,,0.7,14.9
D,120,2022-08-16,18:47:00,台北標準時間,-57.3,-41.3,-49.3,89.0,82.2,,0.7,14.7
D,120,2022-08-16,18:48:00,台北標準時間,-57.4,-41.4,-49.4,89.0,82.2,,0.7,14.7
D,120,2022-08-16,18:49:00,台北標準時間,-57.5,-41.4,-49.4,89.0,81.8,,0.7,14.7
D,120,2022-08-16,18:50:00,台北標準時間,-57.4,-41.3,-49.4,89.0,82.0,,0.7,14.7
D,120,2022-08-16,18:51:00,台北標準時間,-57.4,-41.4,-49.4,89.0,81.5,,0.7,14.8
D,120,2022-08-16,18:52:00,台北標準時間,-57.3,-41.3,-49.3,89.0,82.1,,0.7,14.8
D,120,2022-08-16,18:53:00,台北標準時間,-57.4,-41.3,-49.4,89.0,82.4,,0.7,14.8
D,120,2022-08-16,18:54:00,台北標準時間,-57.3,-41.3,-49.3,89.0,82.8,,0.7,14.8
D,120,2022-08-16,18:55:00,台北標準時間,-57.4,-41.4,-49.4,89.0,82.7,,0.7,14.7
D,120,2022-08-16,18:56:00,台北標準時間,-57.4,-41.4,-49.4,89.0,82.8,,0.7,14.7
D,120,2022-08-16,18:57:00,台北標準時間,-57.5,-41.5,-49.5,89.0,82.3,,0.7,14.7
D,120,2022-08-16,18:58:00,台北標準時間,-57.5,-41.4,-49.4,89.0,82.1,,0.7,14.7
D,120,2022-08-16,18:59:00,台北標準時間,-57.4,-41.4,-49.4,89.0,81.9,,0.7,14.7
D,120,2022-08-16,19:00:00,台北標準時間,-57.5,-41.4,-49.5,89.0,81.7,,0.7,14.7
D,120,2022-08-16,19:01:00,台北標準時間,-57.5,-41.4,-49.5,89.0,81.9,,0.7,14.6
D,120,2022-08-16,19:02:00,台北標準時間,-57.5,-41.5,-49.5,89.0,81.7,,0.7,14.8
D,120,2022-08-16,19:03:00,台北標準時間,-57.5,-41.4,-49.4,89.0,82.2,,0.7,14.7
D,120,2022-08-16,19:04:00,台北標準時間,-57.5,-41.4,-49.4,89.0,82.0,,0.7,14.7
D,120,2022-08-16,19:05:00,台北標準時間,-57.4,-41.3,-49.4,89.0,82.1,,0.7,14.7
D,120,2022-08-16,19:06:00,台北標準時間,-57.5,-41.4,-49.5,89.0,81.9,,0.7,14.8
D,120,2022-08-16,19:07:00,台北標準時間,-57.5,-41.4,-49.4,89.0,81.7,,0.7,14.7
D,120,2022-08-16,19:08:00,台北標準時間,-57.6,-41.5,-49.5,89.0,81.3,,0.7,14.7
D,120,2022-08-16,19:09:00,台北標準時間,-57.5,-41.4,-49.5,89.0,81.5,,0.7,14.7
D,120,2022-08-16,19:10:00,台北標準時間,-57.5,-41.5,-49.5,89.0,81.5,,0.7,14.7
D,120,2022-08-16,19:11:00,台北標準時間,-57.6,-41.5,-49.6,89.0,81.1,,0.7,14.7
D,120,2022-08-16,19:12:00,台北標準時間,-57.6,-41.4,-49.5,89.0,81.5,,0.7,14.7
D,120,2022-08-16,19:13:00,台北標準時間,-57.6,-41.5,-49.5,89.0,81.2,,0.7,14.7
D,120,2022-08-16,19:14:00,台北標準時間,-57.6,-41.5,-49.5,89.0,81.5,,0.7,14.7
D,120,2022-08-16,19:15:00,台北標準時間,-57.5,-41.4,-49.4,89.0,81.8,,0.7,14.8
D,120,2022-08-16,19:16:00,台北標準時間,-57.5,-41.4,-49.4,89.0,81.6,,0.7,14.6
D,120,2022-08-16,19:17:00,台北標準時間,-57.4,-41.4,-49.4,89.0,82.3,,0.7,14.7
D,120,2022-08-16,19:18:00,台北標準時間,-57.5,-41.4,-49.5,89.0,82.2,,0.7,14.7
D,120,2022-08-16,19:19:00,台北標準時間,-57.5,-41.5,-49.5,89.0,82.2,,0.7,14.7
D,120,2022-08-16,19:20:00,台北標準時間,-57.5,-41.4,-49.4,89.0,82.2,,0.7,14.7
D,120,2022-08-16,19:21:00,台北標準時間,-57.4,-41.3,-49.3,89.0,82.2,,0.7,14.8
D,120,2022-08-16,19:22:00,台北標準時間,-57.4,-41.4,-49.4,89.0,82.1,,0.7,14.7
D,120,2022-08-16,19:23:00,台北標準時間,-57.4,-41.4,-49.4,89.0,82.2,,0.7,14.8
D,120,2022-08-16,19:24:00,台北標準時間,-57.3,-41.3,-49.3,89.0,82.4,,0.7,14.8
D,120,2022-08-16,19:25:00,台北標準時間,-57.4,-41.4,-49.4,89.0,82.5,,0.7,14.8
D,120,2022-08-16,19:26:00,台北標準時間,-57.3,-41.3,-49.3,89.0,82.8,,0.7,14.7
D,120,2022-08-16,19:27:00,台北標準時間,-57.2,-41.3,-49.2,89.0,83.7,,0.7,14.7
D,120,2022-08-16,19:28:00,台北標準時間,-57.1,-41.2,-49.1,89.0,84.0,,0.7,14.8
D,120,2022-08-16,19:29:00,台北標準時間,-57.2,-41.3,-49.2,89.0,84.1,,0.7,14.8
D,120,2022-08-16,19:30:00,台北標準時間,-57.2,-41.3,-49.3,89.0,83.8,,0.7,14.7
D,120,2022-08-16,19:31:00,台北標準時間,-57.2,-41.2,-49.2,89.0,83.8,,0.7,14.7
D,120,2022-08-16,19:32:00,台北標準時間,-57.3,-41.3,-49.3,89.0,83.7,,0.7,14.6
D,120,2022-08-16,19:33:00,台北標準時間,-57.3,-41.3,-49.3,89.0,83.7,,0.7,14.8
D,120,2022-08-16,19:34:00,台北標準時間,-57.3,-41.3,-49.3,89.0,83.7,,0.7,14.5
D,120,2022-08-16,19:35:00,台北標準時間,-57.3,-41.3,-49.3,89.0,84.0,,0.7,14.8
D,120,2022-08-16,19:36:00,台北標準時間,-57.2,-41.2,-49.2,89.0,84.2,,0.7,15.0
D,120,2022-08-16,19:37:00,台北標準時間,-57.2,-41.3,-49.2,89.0,84.4,,0.7,14.9
D,120,2022-08-16,19:38:00,台北標準時間,-57.2,-41.3,-49.2,89.0,84.2,,0.7,14.7
D,120,2022-08-16,19:39:00,台北標準時間,-57.3,-41.3,-49.3,89.0,83.7,,0.7,14.7
D,120,2022-08-16,19:40:00,台北標準時間,-57.3,-41.3,-49.3,89.0,83.5,,0.7,14.7
D,120,2022-08-16,19:41:00,台北標準時間,-57.3,-41.3,-49.3,89.0,83.8,,0.7,14.7
D,120,2022-08-16,19:42:00,台北標準時間,-57.4,-41.3,-49.3,89.0,83.7,,0.7,14.9
D,120,2022-08-16,19:43:00,台北標準時間,-57.3,-41.3,-49.3,89.0,83.4,,0.7,14.7
D,120,2022-08-16,19:44:00,台北標準時間,-57.4,-41.3,-49.3,89.0,83.6,,0.7,14.7
D,120,2022-08-16,19:45:00,台北標準時間,-57.3,-41.3,-49.3,89.0,83.9,,0.7,14.7
D,120,2022-08-16,19:46:00,台北標準時間,-57.3,-41.2,-49.2,89.0,84.0,,0.7,14.8
D,120,2022-08-16,19:47:00,台北標準時間,-57.3,-41.2,-49.3,89.0,83.7,,0.7,14.8
D,120,2022-08-16,19:48:00,台北標準時間,-57.4,-41.3,-49.4,89.0,83.3,,0.7,14.7
D,120,2022-08-16,19:49:00,台北標準時間,-57.4,-41.3,-49.4,89.0,83.3,,0.7,14.7
D,120,2022-08-16,19:50:00,台北標準時間,-57.5,-41.4,-49.5,89.0,83.0,,0.7,14.7
D,120,2022-08-16,19:51:00,台北標準時間,-57.6,-41.5,-49.5,89.0,82.3,,0.7,14.7
D,120,2022-08-16,19:52:00,台北標準時間,-57.6,-41.4,-49.5,89.0,82.5,,0.7,14.7
D,120,2022-08-16,19:53:00,台北標準時間,-57.6,-41.4,-49.5,89.0,82.2,,0.7,14.8
D,120,2022-08-16,19:54:00,台北標準時間,-57.6,-41.4,-49.5,89.0,82.5,,0.7,14.7
D,120,2022-08-16,19:55:00,台北標準時間,-57.5,-41.3,-49.4,89.0,82.8,,0.7,14.7
D,120,2022-08-16,19:56:00,台北標準時間,-57.5,-41.3,-49.4,89.0,82.9,,0.7,14.7
D,120,2022-08-16,19:57:00,台北標準時間,-57.5,-41.3,-49.4,89.0,83.0,,0.7,14.6
D,120,2022-08-16,19:58:00,台北標準時間,-57.5,-41.4,-49.4,89.0,83.1,,0.7,14.7
D,120,2022-08-16,19:59:00,台北標準時間,-57.5,-41.4,-49.4,89.0,82.8,,0.7,14.9
D,120,2022-08-16,20:00:00,台北標準時間,-57.5,-41.4,-49.5,89.0,82.6,,0.7,14.8
D,120,2022-08-16,20:01:00,台北標準時間,-57.5,-41.3,-49.4,89.0,82.7,,0.7,14.7
D,120,2022-08-16,20:02:00,台北標準時間,-57.5,-41.4,-49.4,89.0,82.6,,0.7,14.7
D,120,2022-08-16,20:03:00,台北標準時間,-57.5,-41.3,-49.4,89.0,82.8,,0.7,14.7
D,120,2022-08-16,20:04:00,台北標準時間,-57.5,-41.4,-49.4,89.0,83.3,,0.7,14.7
D,120,2022-08-16,20:05:00,台北標準時間,-57.4,-41.3,-49.4,89.0,83.7,,0.7,14.7
D,120,2022-08-16,20:06:00,台北標準時間,-57.4,-41.3,-49.3,89.0,83.7,,0.7,14.9
D,120,2022-08-16,20:07:00,台北標準時間,-57.4,-41.2,-49.3,89.0,83.7,,0.7,14.7
D,120,2022-08-16,20:08:00,台北標準時間,-57.4,-41.3,-49.4,89.0,83.7,,0.7,14.8
D,120,2022-08-16,20:09:00,台北標準時間,-57.4,-41.3,-49.3,89.0,83.6,,0.7,14.9
D,120,2022-08-16,20:10:00,台北標準時間,-57.4,-41.3,-49.3,89.0,83.7,,0.7,14.7
D,120,2022-08-16,20:11:00,台北標準時間,-57.4,-41.3,-49.3,89.0,83.7,,0.7,14.7
D,120,2022-08-16,20:12:00,台北標準時間,-57.4,-41.3,-49.3,89.0,83.7,,0.7,14.7
D,120,2022-08-16,20:13:00,台北標準時間,-57.4,-41.3,-49.3,89.0,83.8,,0.7,14.7
D,120,2022-08-16,20:14:00,台北標準時間,-57.3,-41.2,-49.2,89.0,83.9,,0.7,14.7
D,120,2022-08-16,20:15:00,台北標準時間,-57.1,-41.1,-49.1,89.0,84.4,,0.7,14.8
D,120,2022-08-16,20:16:00,台北標準時間,-57.1,-41.1,-49.1,89.0,84.6,,0.7,14.8
