D,121,2022-06-02,00:31:00,台北標準時間,-48.3,,-48.3,100.0,82.3,,13.3,2.5
D,121,2022-06-02,00:32:00,台北標準時間,-48.3,,-48.3,100.0,82.1,,13.3,2.5
D,121,2022-06-02,00:33:00,台北標準時間,-48.3,,-48.3,100.0,82.2,,13.2,2.5
D,121,2022-06-02,00:34:00,台北標準時間,-48.3,,-48.3,100.0,82.3,,13.3,2.5
D,121,2022-06-02,00:35:00,台北標準時間,-48.3,,-48.3,100.0,82.2,,13.3,2.4
D,121,2022-06-02,00:36:00,台北標準時間,-48.3,,-48.3,100.0,82.2,,13.3,2.5
D,121,2022-06-02,00:37:00,台北標準時間,-48.4,,-48.4,100.0,82.0,,13.2,2.4
D,121,2022-06-02,00:38:00,台北標準時間,-48.3,,-48.3,100.0,82.2,,13.3,2.5
D,121,2022-06-02,00:39:00,台北標準時間,-48.3,,-48.3,100.0,82.2,,13.3,2.5
D,121,2022-06-02,00:40:00,台北標準時間,-48.3,,-48.3,100.0,82.3,,13.2,2.7
D,121,2022-06-02,00:41:00,台北標準時間,-48.3,,-48.3,100.0,82.5,,13.2,2.5
D,121,2022-06-02,00:42:00,台北標準時間,-48.3,,-48.3,100.0,82.5,,13.3,2.5
D,121,2022-06-02,00:43:00,台北標準時間,-48.3,,-48.3,100.0,82.7,,13.3,2.5
D,121,2022-06-02,00:44:00,台北標準時間,-48.3,,-48.3,100.0,82.3,,13.3,2.5
D,121,2022-06-02,00:45:00,台北標準時間,-48.3,,-48.3,100.0,82.7,,13.3,2.4
D,121,2022-06-02,00:46:00,台北標準時間,-48.3,,-48.3,100.0,83.0,,13.3,2.4
D,121,2022-06-02,00:47:00,台北標準時間,-48.3,,-48.3,100.0,82.9,,13.3,2.5
D,121,2022-06-02,00:48:00,台北標準時間,-48.3,,-48.3,100.0,82.9,,13.3,2.4
D,121,2022-06-02,00:49:00,台北標準時間,-48.3,,-48.3,100.0,82.6,,13.3,2.5
D,121,2022-06-02,00:50:00,台北標準時間,-48.4,,-48.4,100.0,82.5,,13.3,2.4
D,121,2022-06-02,00:51:00,台北標準時間,-48.4,,-48.4,100.0,82.7,,13.2,2.4
D,121,2022-06-02,00:52:00,台北標準時間,-48.4,,-48.4,100.0,82.8,,13.2,2.4
D,121,2022-06-02,00:53:00,台北標準時間,-48.4,,-48.4,100.0,82.9,,13.3,2.4
D,121,2022-06-02,00:54:00,台北標準時間,-48.3,,-48.3,100.0,82.8,,13.2,2.5
D,121,2022-06-02,00:55:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.4
D,121,2022-06-02,00:56:00,台北標準時間,-48.3,,-48.3,100.0,82.8,,13.3,2.4
D,121,2022-06-02,00:57:00,台北標準時間,-48.3,,-48.3,100.0,82.8,,13.3,2.4
D,121,2022-06-02,00:58:00,台北標準時間,-48.3,,-48.3,100.0,82.7,,13.3,2.4
D,121,2022-06-02,00:59:00,台北標準時間,-48.3,,-48.3,100.0,82.7,,13.3,2.4
D,121,2022-06-02,01:00:00,台北標準時間,-48.3,,-48.3,100.0,82.8,,13.3,2.4
D,121,2022-06-02,01:01:00,台北標準時間,-48.3,,-48.3,100.0,82.8,,13.3,2.5
D,121,2022-06-02,01:02:00,台北標準時間,-48.4,,-48.4,100.0,82.7,,13.3,2.5
D,121,2022-06-02,01:03:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.3,2.4
D,121,2022-06-02,01:04:00,台北標準時間,-48.4,,-48.4,100.0,82.3,,13.3,2.4
D,121,2022-06-02,01:05:00,台北標準時間,-48.3,,-48.3,100.0,82.7,,13.3,2.5
D,121,2022-06-02,01:06:00,台北標準時間,-48.3,,-48.3,100.0,83.0,,13.3,2.4
D,121,2022-06-02,01:07:00,台北標準時間,-48.3,,-48.3,100.0,82.8,,13.3,2.5
D,121,2022-06-02,01:08:00,台北標準時間,-48.3,,-48.3,100.0,83.0,,13.3,2.5
D,121,2022-06-02,01:09:00,台北標準時間,-48.3,,-48.3,100.0,82.8,,13.3,2.5
D,121,2022-06-02,01:10:00,台北標準時間,-48.4,,-48.4,100.0,82.9,,13.2,2.4
D,121,2022-06-02,01:11:00,台北標準時間,-48.4,,-48.4,100.0,82.8,,13.3,2.4
D,121,2022-06-02,01:12:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.4
D,121,2022-06-02,01:13:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.3,2.4
D,121,2022-06-02,01:14:00,台北標準時間,-48.4,,-48.4,100.0,82.7,,13.3,2.5
D,121,2022-06-02,01:15:00,台北標準時間,-48.4,,-48.4,100.0,82.5,,13.3,2.5
D,121,2022-06-02,01:16:00,台北標準時間,-48.3,,-48.3,100.0,82.7,,13.3,2.5
D,121,2022-06-02,01:17:00,台北標準時間,-48.4,,-48.4,100.0,82.8,,13.2,2.4
D,121,2022-06-02,01:18:00,台北標準時間,-48.4,,-48.4,100.0,82.7,,13.2,2.4
D,121,2022-06-02,01:19:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.2,2.5
D,121,2022-06-02,01:20:00,台北標準時間,-48.4,,-48.4,100.0,82.9,,13.3,2.4
D,121,2022-06-02,01:21:00,台北標準時間,-48.4,,-48.4,100.0,82.9,,13.3,2.5
D,121,2022-06-02,01:22:00,台北標準時間,-48.4,,-48.4,100.0,82.8,,13.3,2.4
D,121,2022-06-02,01:23:00,台北標準時間,-48.4,,-48.4,100.0,82.7,,13.3,2.5
D,121,2022-06-02,01:24:00,台北標準時間,-48.4,,-48.4,100.0,83.0,,13.3,2.5
D,121,2022-06-02,01:25:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.4
D,121,2022-06-02,01:26:00,台北標準時間,-48.4,,-48.4,100.0,82.7,,13.3,2.5
D,121,2022-06-02,01:27:00,台北標準時間,-48.4,,-48.4,100.0,82.7,,13.3,2.4
D,121,2022-06-02,01:28:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.5
D,121,2022-06-02,01:29:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.4
D,121,2022-06-02,01:30:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.5
D,121,2022-06-02,01:31:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.5
D,121,2022-06-02,01:32:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.3,2.5
D,121,2022-06-02,01:33:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.3,2.4
D,121,2022-06-02,01:34:00,台北標準時間,-48.4,,-48.4,100.0,82.8,,13.3,2.5
D,121,2022-06-02,01:35:00,台北標準時間,-48.4,,-48.4,100.0,82.5,,13.3,2.4
D,121,2022-06-02,01:36:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.3,2.4
D,121,2022-06-02,01:37:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.4
D,121,2022-06-02,01:38:00,台北標準時間,-48.4,,-48.4,100.0,82.5,,13.3,2.5
D,121,2022-06-02,01:39:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.3,2.5
D,121,2022-06-02,01:40:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.3,2.4
D,121,2022-06-02,01:41:00,台北標準時間,-48.4,,-48.4,100.0,82.3,,13.3,2.5
D,121,2022-06-02,01:42:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.3,2.5
D,121,2022-06-02,01:43:00,台北標準時間,-48.4,,-48.4,100.0,82.3,,13.3,2.5
D,121,2022-06-02,01:44:00,台北標準時間,-48.4,,-48.4,100.0,82.3,,13.3,2.4
D,121,2022-06-02,01:45:00,台北標準時間,-48.4,,-48.4,100.0,82.5,,13.3,2.5
D,121,2022-06-02,01:46:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.4
D,121,2022-06-02,01:47:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.3,2.5
D,121,2022-06-02,01:48:00,台北標準時間,-48.5,,-48.5,100.0,82.3,,13.3,2.4
D,121,2022-06-02,01:49:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.3,2.5
D,121,2022-06-02,01:50:00,台北標準時間,-48.4,,-48.4,100.0,82.5,,13.3,2.4
D,121,2022-06-02,01:51:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.4
D,121,2022-06-02,01:52:00,台北標準時間,-48.4,,-48.4,100.0,82.7,,13.3,2.4
D,121,2022-06-02,01:53:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.4
D,121,2022-06-02,01:54:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.4
D,121,2022-06-02,01:55:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.4
D,121,2022-06-02,01:56:00,台北標準時間,-48.4,,-48.4,100.0,82.2,,13.3,2.4
D,121,2022-06-02,01:57:00,台北標準時間,-48.4,,-48.4,100.0,82.2,,13.3,2.5
D,121,2022-06-02,01:58:00,台北標準時間,-48.4,,-48.4,100.0,82.2,,13.3,2.4
D,121,2022-06-02,01:59:00,台北標準時間,-48.4,,-48.4,100.0,82.5,,13.3,2.4
D,121,2022-06-02,02:00:00,台北標準時間,-48.4,,-48.4,100.0,82.3,,13.3,2.4
D,121,2022-06-02,02:01:00,台北標準時間,-48.4,,-48.4,100.0,82.5,,13.3,2.5
D,121,2022-06-02,02:02:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.3,2.4
D,121,2022-06-02,02:03:00,台北標準時間,-48.4,,-48.4,100.0,82.8,,13.3,2.4
D,121,2022-06-02,02:04:00,台北標準時間,-48.4,,-48.4,100.0,82.7,,13.3,2.5
D,121,2022-06-02,02:05:00,台北標準時間,-48.4,,-48.4,100.0,82.5,,13.3,2.4
D,121,2022-06-02,02:06:00,台北標準時間,-48.4,,-48.4,100.0,82.5,,13.3,2.5
D,121,2022-06-02,02:07:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.5
D,121,2022-06-02,02:08:00,台北標準時間,-48.4,,-48.4,100.0,82.2,,13.3,2.4
D,121,2022-06-02,02:09:00,台北標準時間,-48.4,,-48.4,100.0,82.3,,13.3,2.7
D,121,2022-06-02,02:10:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.3,2.5
D,121,2022-06-02,02:11:00,台北標準時間,-48.4,,-48.4,100.0,82.3,,13.3,2.4
D,121,2022-06-02,02:12:00,台北標準時間,-48.4,,-48.4,100.0,82.2,,13.3,2.4
D,121,2022-06-02,02:13:00,台北標準時間,-48.4,,-48.4,100.0,82.2,,13.3,2.4
D,121,2022-06-02,02:14:00,台北標準時間,-48.5,,-48.5,100.0,82.6,,13.3,2.4
D,121,2022-06-02,02:15:00,台北標準時間,-48.4,,-48.4,100.0,82.7,,13.3,2.5
D,121,2022-06-02,02:16:00,台北標準時間,-48.4,,-48.4,100.0,82.5,,13.3,2.5
D,121,2022-06-02,02:17:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.4
D,121,2022-06-02,02:18:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.4
D,121,2022-06-02,02:19:00,台北標準時間,-48.4,,-48.4,100.0,82.5,,13.3,2.4
D,121,2022-06-02,02:20:00,台北標準時間,-48.4,,-48.4,100.0,82.5,,13.3,2.5
D,121,2022-06-02,02:21:00,台北標準時間,-48.5,,-48.5,100.0,82.2,,13.3,2.5
D,121,2022-06-02,02:22:00,台北標準時間,-48.5,,-48.5,100.0,82.7,,13.3,2.5
D,121,2022-06-02,02:23:00,台北標準時間,-48.4,,-48.4,100.0,82.5,,13.3,2.4
D,121,2022-06-02,02:24:00,台北標準時間,-48.4,,-48.4,100.0,82.2,,13.3,2.4
D,121,2022-06-02,02:25:00,台北標準時間,-48.4,,-48.4,100.0,82.3,,13.3,2.5
D,121,2022-06-02,02:26:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.3,2.4
D,121,2022-06-02,02:27:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.3,2.5
D,121,2022-06-02,02:28:00,台北標準時間,-48.4,,-48.4,100.0,82.9,,13.3,2.5
D,121,2022-06-02,02:29:00,台北標準時間,-48.4,,-48.4,100.0,82.3,,13.3,2.5
D,121,2022-06-02,02:30:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.3,2.5
D,121,2022-06-02,02:31:00,台北標準時間,-48.4,,-48.4,100.0,82.7,,13.3,2.4
D,121,2022-06-02,02:32:00,台北標準時間,-48.4,,-48.4,100.0,82.3,,13.3,2.5
D,121,2022-06-02,02:33:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.4
D,121,2022-06-02,02:34:00,台北標準時間,-48.4,,-48.4,100.0,82.3,,13.3,2.4
D,121,2022-06-02,02:35:00,台北標準時間,-48.4,,-48.4,100.0,82.7,,13.3,2.4
D,121,2022-06-02,02:36:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.5
D,121,2022-06-02,02:37:00,台北標準時間,-48.4,,-48.4,100.0,82.5,,13.2,2.5
D,121,2022-06-02,02:38:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.4
D,121,2022-06-02,02:39:00,台北標準時間,-48.4,,-48.4,100.0,82.3,,13.3,2.4
D,121,2022-06-02,02:40:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.3,2.5
D,121,2022-06-02,02:41:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.3,2.4
D,121,2022-06-02,02:42:00,台北標準時間,-48.3,,-48.3,100.0,82.6,,13.3,2.4
D,121,2022-06-02,02:43:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.4
D,121,2022-06-02,02:44:00,台北標準時間,-48.4,,-48.4,100.0,82.5,,13.3,2.4
D,121,2022-06-02,02:45:00,台北標準時間,-48.4,,-48.4,100.0,82.7,,13.3,2.5
D,121,2022-06-02,02:46:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.5
D,121,2022-06-02,02:47:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.3,2.4
D,121,2022-06-02,02:48:00,台北標準時間,-48.3,,-48.3,100.0,82.5,,13.3,2.4
D,121,2022-06-02,02:49:00,台北標準時間,-48.4,,-48.4,100.0,82.7,,13.3,2.6
D,121,2022-06-02,02:50:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.2,2.4
D,121,2022-06-02,02:51:00,台北標準時間,-48.4,,-48.4,100.0,82.3,,13.3,2.5
D,121,2022-06-02,02:52:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.4
D,121,2022-06-02,02:53:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.3,2.4
D,121,2022-06-02,02:54:00,台北標準時間,-48.4,,-48.4,100.0,82.3,,13.3,2.4
D,121,2022-06-02,02:55:00,台北標準時間,-48.4,,-48.4,100.0,82.3,,13.3,2.4
D,121,2022-06-02,02:56:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.3,2.5
D,121,2022-06-02,02:57:00,台北標準時間,-48.5,,-48.5,100.0,82.0,,13.3,2.4
D,121,2022-06-02,02:58:00,台北標準時間,-48.4,,-48.4,100.0,82.3,,13.2,2.4
D,121,2022-06-02,02:59:00,台北標準時間,-48.4,,-48.4,100.0,82.3,,13.3,2.4
D,121,2022-06-02,03:00:00,台北標準時間,-48.4,,-48.4,100.0,82.3,,13.3,2.8
D,121,2022-06-02,03:01:00,台北標準時間,-48.4,,-48.4,100.0,82.0,,13.3,2.4
D,121,2022-06-02,03:02:00,台北標準時間,-48.5,,-48.5,100.0,81.8,,13.3,2.4
D,121,2022-06-02,03:03:00,台北標準時間,-48.5,,-48.5,100.0,82.1,,13.2,2.4
D,121,2022-06-02,03:04:00,台北標準時間,-48.5,,-48.5,100.0,81.9,,13.2,2.4
D,121,2022-06-02,03:05:00,台北標準時間,-48.5,,-48.5,100.0,81.8,,13.2,2.4
D,121,2022-06-02,03:06:00,台北標準時間,-48.5,,-48.5,100.0,82.1,,13.3,2.4
D,121,2022-06-02,03:07:00,台北標準時間,-48.5,,-48.5,100.0,82.3,,13.3,2.4
D,121,2022-06-02,03:08:00,台北標準時間,-48.5,,-48.5,100.0,82.0,,13.3,2.4
D,121,2022-06-02,03:09:00,台北標準時間,-48.4,,-48.4,100.0,82.1,,13.3,2.4
D,121,2022-06-02,03:10:00,台北標準時間,-48.4,,-48.4,100.0,82.3,,13.3,2.4
D,121,2022-06-02,03:11:00,台北標準時間,-48.5,,-48.5,100.0,82.1,,13.2,2.4
D,121,2022-06-02,03:12:00,台北標準時間,-48.5,,-48.5,100.0,81.9,,13.2,2.4
D,121,2022-06-02,03:13:00,台北標準時間,-48.5,,-48.5,100.0,81.9,,13.3,2.4
D,121,2022-06-02,03:14:00,台北標準時間,-48.4,,-48.4,100.0,82.0,,13.2,2.4
D,121,2022-06-02,03:15:00,台北標準時間,-48.3,,-48.3,100.0,82.2,,13.2,2.4
D,121,2022-06-02,03:16:00,台北標準時間,-48.3,,-48.3,100.0,82.5,,13.2,2.5
D,121,2022-06-02,03:17:00,台北標準時間,-48.3,,-48.3,100.0,82.7,,13.3,2.4
D,121,2022-06-02,03:18:00,台北標準時間,-48.3,,-48.3,100.0,82.4,,13.3,2.4
D,121,2022-06-02,03:19:00,台北標準時間,-48.4,,-48.4,100.0,82.6,,13.3,2.4
D,121,2022-06-02,03:20:00,台北標準時間,-48.5,,-48.5,100.0,82.1,,13.2,2.4
D,121,2022-06-02,03:21:00,台北標準時間,-48.5,,-48.5,100.0,82.1,,13.2,2.4
D,121,2022-06-02,03:22:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.2,2.4
D,121,2022-06-02,03:23:00,台北標準時間,-48.4,,-48.4,100.0,82.2,,13.3,2.4
D,121,2022-06-02,03:24:00,台北標準時間,-48.4,,-48.4,100.0,82.0,,13.2,2.4
D,121,2022-06-02,03:25:00,台北標準時間,-48.4,,-48.4,100.0,82.4,,13.2,2.5
D,121,2022-06-02,03:26:00,台北標準時間,-48.3,,-48.3,100.0,82.6,,13.2,2.4
D,121,2022-06-02,03:27:00,台北標準時間,-48.3,,-48.3,100.0,82.4,,13.2,2.5
D,121,2022-06-02,03:28:00,台北標準時間,-48.4,,-48.4,100.0,82.5,,13.2,2.4
D,121,2022-06-02,03:29:00,台北標準時間,-48.3,,-48.3,100.0,82.7,,13.2,2.4
D,121,2022-06-02,03:30:00,台北標準時間,-48.4,,-48.4,100.0,82.2,,13.2,2.4
D,121,2022-06-02,03:31:00,台北標準時間,-48.3,,-48.3,100.0,82.8,,13.2,2.4
D,121,2022-06-02,03:32:00,台北標準時間,-48.3,,-48.3,100.0,82.6,,13.2,2.4
D,121,2022-06-02,03:33:00,台北標準時間,-29.1,,-29.1,55.0,86.7,,13.2,4.2
D,121,2022-06-02,03:34:00,台北標準時間,-22.8,,-22.8,55.0,61.2,,13.5,5.6
D,121,2022-06-02,03:35:00,台北標準時間,-16.7,,-16.7,55.0,44.3,,13.3,6.0
D,121,2022-06-02,03:36:00,台北標準時間,-16.7,,-16.7,55.0,44.0,,13.6,5.4
D,121,2022-06-02,03:37:00,台北標準時間,-16.7,,-16.7,55.0,43.8,,14.1,5.5
D,121,2022-06-02,03:38:00,台北標準時間,-16.7,,-16.7,55.0,44.2,,13.8,5.4
D,121,2022-06-02,03:39:00,台北標準時間,-16.7,,-16.7,55.0,44.1,,13.8,5.4
D,121,2022-06-02,03:40:00,台北標準時間,-33.3,,-33.3,100.0,54.9,,14.3,6.0
D,121,2022-06-02,03:41:00,台北標準時間,-49.8,,-49.8,100.0,83.6,,13.2,2.9
D,121,2022-06-02,03:42:00,台北標準時間,-50.0,,-50.0,100.0,84.6,,13.2,3.1
D,121,2022-06-02,03:43:00,台北標準時間,-50.0,,-50.0,100.0,84.5,,13.2,3.0
D,121,2022-06-02,03:44:00,台北標準時間,-50.0,,-50.0,100.0,85.0,,13.0,2.9
D,121,2022-06-02,03:45:00,台北標準時間,-50.0,,-50.0,100.0,84.9,,13.0,3.1
D,121,2022-06-02,03:46:00,台北標準時間,-30.9,,-30.9,55.0,95.4,,13.7,4.4
D,121,2022-06-02,03:47:00,台北標準時間,-26.0,,-26.0,55.0,72.8,,13.7,5.5
D,121,2022-06-02,03:48:00,台北標準時間,-31.8,,-31.8,100.0,52.7,,14.0,6.5
D,121,2022-06-02,03:49:00,台北標準時間,-49.6,,-49.6,100.0,84.0,,13.0,3.2
D,121,2022-06-02,03:50:00,台北標準時間,-50.1,,-50.1,100.0,84.6,,13.2,3.0
D,121,2022-06-02,03:51:00,台北標準時間,-50.2,,-50.2,100.0,85.0,,13.2,2.7
D,121,2022-06-02,03:52:00,台北標準時間,-50.2,,-50.2,100.0,84.6,,13.1,2.7
D,121,2022-06-02,03:53:00,台北標準時間,-50.1,,-50.1,100.0,84.7,,13.1,3.0
D,121,2022-06-02,03:54:00,台北標準時間,-50.2,,-50.2,100.0,84.8,,13.0,2.9
D,121,2022-06-02,03:55:00,台北標準時間,-50.2,,-50.2,100.0,84.8,,13.1,3.2
D,121,2022-06-02,03:56:00,台北標準時間,-50.3,,-50.3,100.0,84.9,,13.1,3.1
D,121,2022-06-02,03:57:00,台北標準時間,-50.3,,-50.3,100.0,84.9,,13.2,3.0
D,121,2022-06-02,03:58:00,台北標準時間,-50.4,,-50.4,100.0,84.5,,13.1,2.8
D,121,2022-06-02,03:59:00,台北標準時間,-50.4,,-50.4,100.0,84.3,,13.1,2.7
D,121,2022-06-02,04:00:00,台北標準時間,-50.5,,-50.5,100.0,83.9,,13.1,2.7
D,121,2022-06-02,04:01:00,台北標準時間,-50.5,,-50.5,100.0,83.6,,13.2,2.7
D,121,2022-06-02,04:02:00,台北標準時間,-50.5,,-50.5,100.0,84.1,,13.1,2.9
D,121,2022-06-02,04:03:00,台北標準時間,-50.5,,-50.5,100.0,84.1,,13.1,2.6
D,121,2022-06-02,04:04:00,台北標準時間,-50.6,,-50.6,100.0,84.0,,13.1,3.1
D,121,2022-06-02,04:05:00,台北標準時間,-50.5,,-50.5,100.0,84.4,,13.1,2.9
D,121,2022-06-02,04:06:00,台北標準時間,-50.5,,-50.5,100.0,84.3,,13.1,2.6
D,121,2022-06-02,04:07:00,台北標準時間,-50.5,,-50.5,100.0,84.2,,13.2,3.2
D,121,2022-06-02,04:08:00,台北標準時間,-50.5,,-50.5,100.0,83.8,,13.2,3.1
D,121,2022-06-02,04:09:00,台北標準時間,-50.5,,-50.5,100.0,84.0,,13.1,2.7
D,121,2022-06-02,04:10:00,台北標準時間,-50.5,,-50.5,100.0,83.8,,13.2,2.9
D,121,2022-06-02,04:11:00,台北標準時間,-50.5,,-50.5,100.0,84.0,,13.2,3.0
D,121,2022-06-02,04:12:00,台北標準時間,-50.5,,-50.5,100.0,84.0,,13.2,2.8
D,121,2022-06-02,04:13:00,台北標準時間,-50.5,,-50.5,100.0,84.1,,13.2,2.9
D,121,2022-06-02,04:14:00,台北標準時間,-50.5,,-50.5,100.0,83.9,,13.1,3.1
D,121,2022-06-02,04:15:00,台北標準時間,-50.5,,-50.5,100.0,83.9,,13.1,3.1
D,121,2022-06-02,04:16:00,台北標準時間,-50.5,,-50.5,100.0,84.1,,13.2,3.1
D,121,2022-06-02,04:17:00,台北標準時間,-50.5,,-50.5,100.0,84.1,,13.1,2.5
D,121,2022-06-02,04:18:00,台北標準時間,-50.5,,-50.5,100.0,83.9,,13.0,2.7
