D,118,2022-08-09,00:44:00,台北標準時間,-42.7,-37.5,-40.1,93.5,68.6,16.6,5.4,
D,118,2022-08-09,00:45:00,台北標準時間,-42.7,-37.5,-40.1,93.5,68.3,16.6,5.5,
D,118,2022-08-09,00:46:00,台北標準時間,-42.7,-37.5,-40.1,93.5,68.6,16.6,5.5,
D,118,2022-08-09,00:47:00,台北標準時間,-42.6,-37.4,-40.0,93.5,68.7,16.6,5.6,
D,118,2022-08-09,00:48:00,台北標準時間,-42.6,-37.4,-40.0,93.5,68.2,16.6,5.9,
D,118,2022-08-09,00:49:00,台北標準時間,-42.7,-37.4,-40.0,93.5,68.0,16.6,5.5,
D,118,2022-08-09,00:50:00,台北標準時間,-42.7,-37.5,-40.1,93.5,67.3,16.6,5.9,
D,118,2022-08-09,00:51:00,台北標準時間,-42.7,-37.5,-40.1,93.5,66.7,16.6,6.0,
D,118,2022-08-09,00:52:00,台北標準時間,-42.7,-37.6,-40.1,93.5,65.9,16.6,6.1,
D,118,2022-08-09,00:53:00,台北標準時間,-42.6,-37.6,-40.1,93.5,66.0,16.6,5.9,
D,118,2022-08-09,00:54:00,台北標準時間,-42.6,-37.6,-40.1,93.5,65.3,16.6,5.9,
D,118,2022-08-09,00:55:00,台北標準時間,-42.6,-37.5,-40.1,93.5,66.2,16.5,6.3,
D,118,2022-08-09,00:56:00,台北標準時間,-42.6,-37.4,-40.0,93.5,67.9,16.6,5.6,
D,118,2022-08-09,00:57:00,台北標準時間,-42.6,-37.5,-40.1,93.5,67.2,16.6,5.6,
D,118,2022-08-09,00:58:00,台北標準時間,-42.5,-37.5,-40.0,93.5,67.3,16.6,5.8,
D,118,2022-08-09,00:59:00,台北標準時間,-42.5,-37.6,-40.0,93.5,66.6,16.6,5.4,
D,118,2022-08-09,01:00:00,台北標準時間,-42.5,-37.6,-40.1,93.5,66.6,16.6,5.5,
D,118,2022-08-09,01:01:00,台北標準時間,-42.4,-37.6,-40.0,93.5,66.5,16.6,5.5,
D,118,2022-08-09,01:02:00,台北標準時間,-42.5,-37.6,-40.1,93.5,65.6,16.6,6.1,
D,118,2022-08-09,01:03:00,台北標準時間,-42.2,-37.5,-39.9,93.5,65.7,16.6,5.7,
D,118,2022-08-09,01:04:00,台北標準時間,-42.6,-37.7,-40.1,93.5,64.4,16.6,6.2,
D,118,2022-08-09,01:05:00,台北標準時間,-42.7,-37.7,-40.2,93.5,65.1,16.6,6.2,
D,118,2022-08-09,01:06:00,台北標準時間,-42.7,-37.5,-40.1,93.5,65.8,16.6,6.3,
D,118,2022-08-09,01:07:00,台北標準時間,-42.8,-37.5,-40.1,93.5,66.6,16.5,6.3,
D,118,2022-08-09,01:08:00,台北標準時間,-42.8,-37.5,-40.1,93.5,67.8,16.6,5.4,
D,118,2022-08-09,01:09:00,台北標準時間,-42.8,-37.5,-40.2,93.5,67.7,16.6,5.6,
D,118,2022-08-09,01:10:00,台北標準時間,-42.8,-37.5,-40.1,93.5,67.8,16.6,5.8,
D,118,2022-08-09,01:11:00,台北標準時間,-42.8,-37.6,-40.2,93.5,66.8,16.5,6.0,
D,118,2022-08-09,01:12:00,台北標準時間,-42.8,-37.6,-40.2,93.5,66.9,16.6,5.5,
D,118,2022-08-09,01:13:00,台北標準時間,-42.7,-37.6,-40.1,93.5,67.1,16.6,6.0,
D,118,2022-08-09,01:14:00,台北標準時間,-42.7,-37.7,-40.2,93.5,66.1,16.6,6.2,
D,118,2022-08-09,01:15:00,台北標準時間,-42.8,-37.7,-40.2,93.5,65.2,16.6,6.0,
D,118,2022-08-09,01:16:00,台北標準時間,-42.7,-37.7,-40.2,93.5,65.3,16.6,6.3,
D,118,2022-08-09,01:17:00,台北標準時間,-42.6,-37.6,-40.1,93.5,65.7,16.6,6.3,
D,118,2022-08-09,01:18:00,台北標準時間,-42.7,-37.6,-40.1,93.5,65.7,16.5,6.0,
D,118,2022-08-09,01:19:00,台北標準時間,-42.6,-37.5,-40.1,93.5,67.0,16.6,5.8,
D,118,2022-08-09,01:20:00,台北標準時間,-42.6,-37.4,-40.0,93.5,67.8,16.6,5.8,
D,118,2022-08-09,01:21:00,台北標準時間,-42.5,-37.4,-40.0,93.5,68.6,16.6,5.5,
D,118,2022-08-09,01:22:00,台北標準時間,-42.5,-37.5,-40.0,93.5,68.2,16.6,5.7,
D,118,2022-08-09,01:23:00,台北標準時間,-42.5,-37.4,-40.0,93.5,68.3,16.6,5.5,
D,118,2022-08-09,01:24:00,台北標準時間,-42.6,-37.5,-40.0,93.5,67.3,16.6,5.5,
D,118,2022-08-09,01:25:00,台北標準時間,-42.5,-37.5,-40.0,93.5,67.0,16.6,5.9,
D,118,2022-08-09,01:26:00,台北標準時間,-42.4,-37.6,-40.0,93.5,65.7,16.5,5.5,
D,118,2022-08-09,01:27:00,台北標準時間,-42.4,-37.6,-40.0,93.5,66.0,16.6,6.1,
D,118,2022-08-09,01:28:00,台北標準時間,-42.4,-37.6,-40.0,93.5,65.4,16.6,6.2,
D,118,2022-08-09,01:29:00,台北標準時間,-42.4,-37.5,-39.9,93.5,65.8,16.5,5.6,
D,118,2022-08-09,01:30:00,台北標準時間,-42.3,-37.5,-39.9,93.5,66.2,16.5,5.8,
D,118,2022-08-09,01:31:00,台北標準時間,-42.4,-37.4,-39.9,93.5,67.5,16.6,5.5,
D,118,2022-08-09,01:32:00,台北標準時間,-42.2,-37.3,-39.8,93.5,69.3,16.6,5.5,
D,118,2022-08-09,01:33:00,台北標準時間,-42.4,-37.4,-39.9,93.5,69.5,16.5,5.6,
D,118,2022-08-09,01:34:00,台北標準時間,-42.4,-37.4,-39.9,93.5,69.2,16.6,5.5,
D,118,2022-08-09,01:35:00,台北標準時間,-42.4,-37.5,-40.0,93.5,68.0,16.6,5.4,
D,118,2022-08-09,01:36:00,台北標準時間,-42.4,-37.5,-39.9,93.5,67.3,16.6,5.5,
D,118,2022-08-09,01:37:00,台北標準時間,-42.3,-37.5,-39.9,93.5,67.1,16.6,5.6,
D,118,2022-08-09,01:38:00,台北標準時間,-42.3,-37.6,-39.9,93.5,65.7,16.5,6.0,
D,118,2022-08-09,01:39:00,台北標準時間,-42.3,-37.5,-39.9,93.5,66.6,16.5,5.5,
D,118,2022-08-09,01:40:00,台北標準時間,-42.2,-37.5,-39.9,93.5,65.7,16.5,5.4,
D,118,2022-08-09,01:41:00,台北標準時間,-42.2,-37.5,-39.9,93.5,66.6,16.6,5.9,
D,118,2022-08-09,01:42:00,台北標準時間,-42.2,-37.4,-39.8,93.5,66.7,16.5,5.5,
D,118,2022-08-09,01:43:00,台北標準時間,-42.2,-37.4,-39.8,93.5,67.8,16.6,5.5,
D,118,2022-08-09,01:44:00,台北標準時間,-42.1,-37.2,-39.6,93.5,70.3,16.5,5.4,
D,118,2022-08-09,01:45:00,台北標準時間,-42.2,-37.3,-39.8,93.5,70.6,16.6,5.4,
D,118,2022-08-09,01:46:00,台北標準時間,-42.3,-37.4,-39.9,93.5,69.5,16.5,5.5,
D,118,2022-08-09,01:47:00,台北標準時間,-42.3,-37.3,-39.8,93.5,69.5,16.5,5.4,
D,118,2022-08-09,01:48:00,台北標準時間,-42.3,-37.4,-39.9,93.5,68.5,16.5,5.5,
D,118,2022-08-09,01:49:00,台北標準時間,-42.2,-37.5,-39.9,93.5,67.4,16.5,5.6,
D,118,2022-08-09,01:50:00,台北標準時間,-42.2,-37.4,-39.8,93.5,67.9,16.5,5.5,
D,118,2022-08-09,01:51:00,台北標準時間,-42.3,-37.4,-39.9,93.5,67.1,16.5,5.6,
D,118,2022-08-09,01:52:00,台北標準時間,-42.2,-37.5,-39.8,93.5,66.6,16.5,5.9,
D,118,2022-08-09,01:53:00,台北標準時間,-42.2,-37.4,-39.8,93.5,66.2,16.5,5.4,
D,118,2022-08-09,01:54:00,台北標準時間,-42.2,-37.5,-39.8,93.5,66.5,16.5,5.6,
D,118,2022-08-09,01:55:00,台北標準時間,-42.2,-37.3,-39.7,93.5,68.7,16.5,5.6,
D,118,2022-08-09,01:56:00,台北標準時間,-42.3,-37.3,-39.8,93.5,70.0,16.5,5.4,
D,118,2022-08-09,01:57:00,台北標準時間,-42.3,-37.3,-39.8,93.5,70.1,16.5,5.4,
D,118,2022-08-09,01:58:00,台北標準時間,-42.2,-37.3,-39.8,93.5,69.7,16.5,5.7,
D,118,2022-08-09,01:59:00,台北標準時間,-42.2,-37.3,-39.8,93.5,69.8,16.5,5.5,
D,118,2022-08-09,02:00:00,台北標準時間,-42.2,-37.4,-39.8,93.5,69.4,16.5,5.4,
D,118,2022-08-09,02:01:00,台北標準時間,-42.2,-37.4,-39.8,93.5,68.8,16.5,5.7,
D,118,2022-08-09,02:02:00,台北標準時間,-42.3,-37.5,-39.9,93.5,67.3,16.5,5.6,
D,118,2022-08-09,02:03:00,台北標準時間,-42.1,-37.5,-39.8,93.5,67.4,16.5,5.4,
D,118,2022-08-09,02:04:00,台北標準時間,-42.2,-37.5,-39.8,93.5,66.4,16.5,5.4,
D,118,2022-08-09,02:05:00,台北標準時間,-42.2,-37.4,-39.8,93.5,67.2,16.5,5.8,
D,118,2022-08-09,02:06:00,台北標準時間,-42.1,-37.3,-39.7,93.5,67.7,16.5,5.6,
D,118,2022-08-09,02:07:00,台北標準時間,-42.0,-37.1,-39.6,93.5,69.6,16.5,5.6,
D,118,2022-08-09,02:08:00,台北標準時間,-42.1,-37.2,-39.6,93.5,70.4,16.5,5.5,
D,118,2022-08-09,02:09:00,台北標準時間,-42.0,-37.1,-39.6,93.5,71.0,16.5,5.4,
D,118,2022-08-09,02:10:00,台北標準時間,-42.1,-37.3,-39.7,93.5,70.3,16.6,5.5,
D,118,2022-08-09,02:11:00,台北標準時間,-42.1,-37.3,-39.7,93.5,70.0,16.5,5.6,
D,118,2022-08-09,02:12:00,台北標準時間,-42.1,-37.3,-39.7,93.5,69.9,16.6,5.4,
D,118,2022-08-09,02:13:00,台北標準時間,-42.1,-37.4,-39.7,93.5,69.4,16.5,5.4,
D,118,2022-08-09,02:14:00,台北標準時間,-42.1,-37.4,-39.8,93.5,68.4,16.6,5.4,
D,118,2022-08-09,02:15:00,台北標準時間,-42.1,-37.4,-39.8,93.5,68.1,16.5,5.6,
D,118,2022-08-09,02:16:00,台北標準時間,-42.1,-37.5,-39.8,93.5,67.1,16.5,5.6,
D,118,2022-08-09,02:17:00,台北標準時間,-42.1,-37.4,-39.7,93.5,68.0,16.5,5.4,
D,118,2022-08-09,02:18:00,台北標準時間,-42.1,-37.3,-39.7,93.5,68.6,16.2,5.4,
D,118,2022-08-09,02:19:00,台北標準時間,-42.1,-37.3,-39.7,93.5,69.0,16.5,5.4,
D,118,2022-08-09,02:20:00,台北標準時間,-41.8,-37.1,-39.5,93.5,71.1,16.4,5.5,
D,118,2022-08-09,02:21:00,台北標準時間,-42.0,-37.3,-39.6,93.5,70.6,16.5,5.4,
D,118,2022-08-09,02:22:00,台北標準時間,-41.9,-37.2,-39.5,93.5,71.1,16.4,5.4,
D,118,2022-08-09,02:23:00,台北標準時間,-41.9,-37.2,-39.6,93.5,70.9,16.0,5.4,
D,118,2022-08-09,02:24:00,台北標準時間,-42.1,-37.4,-39.7,93.5,69.8,16.5,5.4,
D,118,2022-08-09,02:25:00,台北標準時間,-42.1,-37.4,-39.7,93.5,69.1,15.9,5.4,
D,118,2022-08-09,02:26:00,台北標準時間,-42.1,-37.4,-39.7,93.5,68.8,16.3,5.4,
D,118,2022-08-09,02:27:00,台北標準時間,-42.1,-37.4,-39.8,93.5,68.0,16.1,5.6,
D,118,2022-08-09,02:28:00,台北標準時間,-42.1,-37.4,-39.8,93.5,67.2,16.1,5.4,
D,118,2022-08-09,02:29:00,台北標準時間,-42.0,-37.4,-39.7,93.5,67.9,16.4,5.6,
D,118,2022-08-09,02:30:00,台北標準時間,-42.1,-37.5,-39.8,93.5,67.1,16.4,5.6,
D,118,2022-08-09,02:31:00,台北標準時間,-42.1,-37.3,-39.7,93.5,68.8,16.4,5.5,
D,118,2022-08-09,02:32:00,台北標準時間,-41.8,-37.0,-39.4,93.5,70.5,16.5,5.4,
D,118,2022-08-09,02:33:00,台北標準時間,-20.4,-14.5,-17.4,50.0,97.5,23.8,15.1,
D,118,2022-08-09,02:34:00,台北標準時間,-10.2,-8.1,-9.2,50.0,65.4,30.3,16.9,
D,118,2022-08-09,02:35:00,台北標準時間,-6.3,-5.4,-5.8,50.0,46.5,20.9,14.6,
D,118,2022-08-09,02:36:00,台北標準時間,-6.2,-5.3,-5.7,50.0,46.5,20.6,15.4,
D,118,2022-08-09,02:37:00,台北標準時間,-6.1,-5.5,-5.8,50.0,47.1,20.5,15.2,
D,118,2022-08-09,02:38:00,台北標準時間,-6.0,-5.3,-5.7,50.0,47.1,20.5,15.2,
D,118,2022-08-09,02:39:00,台北標準時間,-0.3,0.3,0.0,50.0,0.3,14.7,8.4,
D,118,2022-08-09,02:40:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,12.4,7.4,
D,118,2022-08-09,02:41:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,02:42:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,02:43:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,02:44:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,02:45:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,02:46:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,02:47:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,02:48:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,02:49:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,02:50:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,02:51:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,02:52:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,02:53:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,02:54:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,02:55:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,02:56:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,02:57:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,02:58:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,02:59:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,03:00:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,03:01:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,03:02:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,03:03:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,03:04:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,03:05:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,03:06:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,03:07:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,03:08:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:09:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:10:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,03:11:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,03:12:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,03:13:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:14:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.5,
D,118,2022-08-09,03:15:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:16:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:17:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:18:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:19:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:20:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:21:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:22:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:23:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:24:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:25:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:26:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:27:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:28:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:29:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:30:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:31:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:32:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:33:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:34:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:35:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:36:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:37:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:38:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:39:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:40:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:41:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:42:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:43:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:44:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:45:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:46:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:47:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:48:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:49:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:50:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:51:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:52:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:53:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:54:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:55:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:56:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:57:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:58:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,03:59:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,04:00:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,04:01:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
D,118,2022-08-09,04:02:00,台北標準時間,-0.2,0.4,0.1,50.0,0.3,0.6,0.4,
