D,119,2022-08-20,14:20:00,台北標準時間,-31.5,-48.0,-39.7,72.0,38.0,,1.6,19.0
D,119,2022-08-20,14:21:00,台北標準時間,-31.7,-48.1,-39.9,72.0,38.6,,1.6,18.3
D,119,2022-08-20,14:22:00,台北標準時間,-32.1,-48.3,-40.2,72.0,38.7,,1.6,18.3
D,119,2022-08-20,14:23:00,台北標準時間,-32.2,-48.4,-40.3,72.0,38.6,,1.6,18.1
D,119,2022-08-20,14:24:00,台北標準時間,-32.3,-48.7,-40.5,72.0,37.1,,1.6,17.3
D,119,2022-08-20,14:25:00,台北標準時間,-32.3,-48.7,-40.5,72.0,37.5,,1.6,17.0
D,119,2022-08-20,14:26:00,台北標準時間,-32.3,-48.7,-40.5,72.0,36.7,,1.6,17.7
D,119,2022-08-20,14:27:00,台北標準時間,-32.1,-48.6,-40.4,72.0,36.3,,1.6,17.2
D,119,2022-08-20,14:28:00,台北標準時間,-32.1,-48.7,-40.4,72.0,36.2,,1.6,17.6
D,119,2022-08-20,14:29:00,台北標準時間,-32.0,-48.6,-40.3,72.0,35.6,,1.6,18.7
D,119,2022-08-20,14:30:00,台北標準時間,-31.6,-48.2,-39.9,72.0,34.5,,1.6,19.8
D,119,2022-08-20,14:31:00,台北標準時間,-31.7,-48.2,-40.0,72.0,34.7,,1.6,19.8
D,119,2022-08-20,14:32:00,台北標準時間,-31.5,-48.2,-39.8,72.0,34.7,,1.6,20.2
D,119,2022-08-20,14:33:00,台北標準時間,-31.5,-48.1,-39.8,72.0,35.6,,1.6,20.3
D,119,2022-08-20,14:34:00,台北標準時間,-31.5,-48.1,-39.8,72.0,35.0,,1.6,20.8
D,119,2022-08-20,14:35:00,台北標準時間,-31.4,-47.9,-39.7,72.0,37.2,,1.6,19.8
D,119,2022-08-20,14:36:00,台北標準時間,-31.8,-48.4,-40.1,72.0,34.8,,1.6,19.2
D,119,2022-08-20,14:37:00,台北標準時間,-31.5,-48.1,-39.8,72.0,34.6,,1.6,20.5
D,119,2022-08-20,14:38:00,台北標準時間,-31.5,-48.1,-39.8,72.0,35.1,,1.6,20.4
D,119,2022-08-20,14:39:00,台北標準時間,-31.5,-48.2,-39.9,72.0,34.8,,1.6,20.2
D,119,2022-08-20,14:40:00,台北標準時間,-31.5,-48.1,-39.8,72.0,34.8,,1.6,20.2
D,119,2022-08-20,14:41:00,台北標準時間,-31.6,-48.2,-39.9,72.0,35.5,,1.6,20.2
D,119,2022-08-20,14:42:00,台北標準時間,-31.4,-48.0,-39.7,72.0,36.5,,1.6,20.1
D,119,2022-08-20,14:43:00,台北標準時間,-31.5,-48.0,-39.7,72.0,36.6,,1.6,19.8
D,119,2022-08-20,14:44:00,台北標準時間,-31.6,-48.2,-39.9,72.0,36.1,,1.6,20.4
D,119,2022-08-20,14:45:00,台北標準時間,-31.5,-48.0,-39.7,72.0,37.2,,1.6,19.3
D,119,2022-08-20,14:46:00,台北標準時間,-31.5,-47.9,-39.7,72.0,37.0,,1.6,19.8
D,119,2022-08-20,14:47:00,台北標準時間,-31.5,-48.0,-39.7,72.0,36.6,,1.6,19.7
D,119,2022-08-20,14:48:00,台北標準時間,-31.5,-48.0,-39.7,72.0,36.4,,1.6,20.1
D,119,2022-08-20,14:49:00,台北標準時間,-31.5,-48.0,-39.7,72.0,36.6,,1.6,20.1
D,119,2022-08-20,14:50:00,台北標準時間,-31.5,-48.0,-39.7,72.0,37.2,,1.6,19.6
D,119,2022-08-20,14:51:00,台北標準時間,-31.5,-47.9,-39.7,72.0,38.2,,1.6,18.9
D,119,2022-08-20,14:52:00,台北標準時間,-31.5,-48.0,-39.8,72.0,37.8,,1.6,19.2
D,119,2022-08-20,14:53:00,台北標準時間,-31.5,-47.9,-39.7,72.0,38.3,,1.6,18.5
D,119,2022-08-20,14:54:00,台北標準時間,-31.5,-48.0,-39.8,72.0,38.6,,1.6,18.7
D,119,2022-08-20,14:55:00,台北標準時間,-31.7,-48.0,-39.8,72.0,38.4,,1.6,18.2
D,119,2022-08-20,14:56:00,台北標準時間,-31.9,-48.1,-40.0,72.0,38.2,,1.6,17.9
D,119,2022-08-20,14:57:00,台北標準時間,-31.9,-48.2,-40.0,72.0,38.4,,1.6,18.3
D,119,2022-08-20,14:58:00,台北標準時間,-32.1,-48.3,-40.2,72.0,38.7,,1.6,18.1
D,119,2022-08-20,14:59:00,台北標準時間,-32.1,-48.4,-40.3,72.0,38.5,,1.6,18.2
D,119,2022-08-20,15:00:00,台北標準時間,-32.2,-48.6,-40.4,72.0,37.8,,1.6,17.6
D,119,2022-08-20,15:01:00,台北標準時間,-32.3,-48.7,-40.5,72.0,37.0,,1.5,17.5
D,119,2022-08-20,15:02:00,台北標準時間,-32.3,-48.7,-40.5,72.0,37.3,,1.6,17.2
D,119,2022-08-20,15:03:00,台北標準時間,-32.3,-48.7,-40.5,72.0,36.9,,1.5,17.3
D,119,2022-08-20,15:04:00,台北標準時間,-32.1,-48.7,-40.4,72.0,36.5,,1.6,17.7
D,119,2022-08-20,15:05:00,台北標準時間,-32.1,-48.6,-40.4,72.0,36.1,,1.6,17.6
D,119,2022-08-20,15:06:00,台北標準時間,-32.0,-48.5,-40.2,72.0,35.4,,1.5,18.7
D,119,2022-08-20,15:07:00,台北標準時間,-32.0,-48.6,-40.3,72.0,35.4,,1.6,18.6
D,119,2022-08-20,15:08:00,台北標準時間,-31.6,-48.2,-39.9,72.0,34.2,,1.6,20.4
D,119,2022-08-20,15:09:00,台北標準時間,-31.4,-48.0,-39.7,72.0,35.3,,1.6,20.4
D,119,2022-08-20,15:10:00,台北標準時間,-31.4,-48.0,-39.7,72.0,36.7,,1.6,20.2
D,119,2022-08-20,15:11:00,台北標準時間,-31.7,-48.0,-39.8,72.0,38.3,,1.5,18.5
D,119,2022-08-20,15:12:00,台北標準時間,-31.6,-48.0,-39.8,72.0,38.6,,1.6,18.7
D,119,2022-08-20,15:13:00,台北標準時間,-31.6,-48.0,-39.8,72.0,38.4,,1.6,18.5
D,119,2022-08-20,15:14:00,台北標準時間,-31.7,-48.0,-39.9,72.0,38.7,,1.6,18.0
D,119,2022-08-20,15:15:00,台北標準時間,-31.9,-48.2,-40.0,72.0,38.2,,1.6,18.1
D,119,2022-08-20,15:16:00,台北標準時間,-32.0,-48.2,-40.1,72.0,38.5,,1.6,18.2
D,119,2022-08-20,15:17:00,台北標準時間,-31.8,-48.1,-39.9,72.0,38.5,,1.6,18.5
D,119,2022-08-20,15:18:00,台北標準時間,-32.0,-48.2,-40.1,72.0,38.5,,1.6,18.1
D,119,2022-08-20,15:19:00,台北標準時間,-32.1,-48.3,-40.2,72.0,38.6,,1.6,18.3
D,119,2022-08-20,15:20:00,台北標準時間,-32.1,-48.3,-40.2,72.0,38.7,,1.6,18.1
D,119,2022-08-20,15:21:00,台北標準時間,-32.2,-48.4,-40.3,72.0,38.5,,1.6,18.1
D,119,2022-08-20,15:22:00,台北標準時間,-32.3,-48.5,-40.4,72.0,38.3,,1.6,17.7
D,119,2022-08-20,15:23:00,台北標準時間,-32.3,-48.7,-40.5,72.0,37.1,,1.6,17.4
D,119,2022-08-20,15:24:00,台北標準時間,-32.2,-48.7,-40.5,72.0,36.5,,1.6,17.2
D,119,2022-08-20,15:25:00,台北標準時間,-32.3,-48.8,-40.5,72.0,36.2,,1.5,17.3
D,119,2022-08-20,15:26:00,台北標準時間,-32.0,-48.6,-40.3,72.0,35.6,,1.5,18.2
D,119,2022-08-20,15:27:00,台北標準時間,-32.0,-48.5,-40.3,72.0,35.5,,1.6,18.9
D,119,2022-08-20,15:28:00,台北標準時間,-32.2,-48.8,-40.5,72.0,35.7,,1.6,18.2
D,119,2022-08-20,15:29:00,台北標準時間,-32.0,-48.6,-40.3,72.0,35.5,,1.6,18.8
D,119,2022-08-20,15:30:00,台北標準時間,-32.2,-48.8,-40.5,72.0,36.2,,1.3,17.5
D,119,2022-08-20,15:31:00,台北標準時間,-32.4,-48.8,-40.6,72.0,36.8,,1.6,17.3
D,119,2022-08-20,15:32:00,台北標準時間,-32.3,-48.8,-40.5,72.0,37.0,,1.6,17.4
D,119,2022-08-20,15:33:00,台北標準時間,-32.4,-48.5,-40.5,72.0,38.6,,1.6,17.7
D,119,2022-08-20,15:34:00,台北標準時間,-32.3,-48.4,-40.4,72.0,38.9,,1.6,18.0
D,119,2022-08-20,15:35:00,台北標準時間,-32.1,-48.3,-40.2,72.0,38.6,,1.6,18.2
D,119,2022-08-20,15:36:00,台北標準時間,-31.9,-48.2,-40.1,72.0,38.6,,1.6,18.4
D,119,2022-08-20,15:37:00,台北標準時間,-31.9,-48.1,-40.0,72.0,38.6,,1.6,18.2
D,119,2022-08-20,15:38:00,台北標準時間,-31.9,-48.2,-40.0,72.0,38.8,,1.6,18.4
D,119,2022-08-20,15:39:00,台北標準時間,-31.8,-48.1,-40.0,72.0,38.7,,1.6,18.3
D,119,2022-08-20,15:40:00,台北標準時間,-31.9,-48.2,-40.0,72.0,38.5,,1.6,18.5
D,119,2022-08-20,15:41:00,台北標準時間,-32.2,-48.4,-40.3,72.0,38.8,,1.6,18.2
D,119,2022-08-20,15:42:00,台北標準時間,-32.2,-48.4,-40.3,72.0,38.8,,1.6,18.1
D,119,2022-08-20,15:43:00,台北標準時間,-32.1,-48.3,-40.2,72.0,38.7,,1.6,18.2
D,119,2022-08-20,15:44:00,台北標準時間,-31.9,-48.1,-40.0,72.0,38.6,,1.6,18.4
D,119,2022-08-20,15:45:00,台北標準時間,-31.9,-48.1,-40.0,72.0,38.7,,1.6,18.7
D,119,2022-08-20,15:46:00,台北標準時間,-31.9,-48.1,-40.0,72.0,38.8,,1.6,18.3
D,119,2022-08-20,15:47:00,台北標準時間,-31.8,-48.1,-40.0,72.0,38.6,,1.6,18.2
D,119,2022-08-20,15:48:00,台北標準時間,-31.7,-48.0,-39.9,72.0,38.4,,1.6,18.8
D,119,2022-08-20,15:49:00,台北標準時間,-31.6,-48.0,-39.8,72.0,38.3,,1.6,18.8
D,119,2022-08-20,15:50:00,台北標準時間,-31.5,-48.0,-39.8,72.0,38.0,,1.6,18.9
D,119,2022-08-20,15:51:00,台北標準時間,-31.6,-48.1,-39.8,72.0,38.0,,1.6,18.8
D,119,2022-08-20,15:52:00,台北標準時間,-31.6,-48.0,-39.8,72.0,38.4,,1.6,18.5
D,119,2022-08-20,15:53:00,台北標準時間,-31.4,-48.0,-39.7,72.0,37.8,,1.6,19.3
D,119,2022-08-20,15:54:00,台北標準時間,-31.4,-48.0,-39.7,72.0,37.7,,1.6,19.5
D,119,2022-08-20,15:55:00,台北標準時間,-31.5,-48.0,-39.8,72.0,37.5,,1.6,19.7
D,119,2022-08-20,15:56:00,台北標準時間,-31.5,-48.0,-39.7,72.0,37.6,,1.6,19.4
D,119,2022-08-20,15:57:00,台北標準時間,-31.5,-48.0,-39.8,72.0,37.8,,1.6,19.4
D,119,2022-08-20,15:58:00,台北標準時間,-31.5,-48.1,-39.8,72.0,36.7,,1.6,19.8
D,119,2022-08-20,15:59:00,台北標準時間,-31.5,-48.1,-39.8,72.0,36.2,,1.6,20.4
D,119,2022-08-20,16:00:00,台北標準時間,-31.4,-48.0,-39.7,72.0,36.2,,1.6,20.1
D,119,2022-08-20,16:01:00,台北標準時間,-31.4,-48.0,-39.7,72.0,37.1,,1.6,19.3
D,119,2022-08-20,16:02:00,台北標準時間,-31.4,-48.0,-39.7,72.0,36.4,,1.6,20.1
D,119,2022-08-20,16:03:00,台北標準時間,-31.7,-48.3,-40.0,72.0,34.7,,1.6,20.1
D,119,2022-08-20,16:04:00,台北標準時間,-31.9,-48.5,-40.2,72.0,35.4,,1.6,19.1
D,119,2022-08-20,16:05:00,台北標準時間,-32.1,-48.6,-40.3,72.0,35.7,,1.5,18.2
D,119,2022-08-20,16:06:00,台北標準時間,-32.2,-48.7,-40.5,72.0,36.1,,1.6,17.9
D,119,2022-08-20,16:07:00,台北標準時間,-32.3,-48.7,-40.5,72.0,36.9,,1.6,17.3
D,119,2022-08-20,16:08:00,台北標準時間,-32.1,-48.4,-40.3,72.0,38.1,,1.6,17.9
D,119,2022-08-20,16:09:00,台北標準時間,-31.5,-48.0,-39.8,72.0,36.8,,1.6,19.5
D,119,2022-08-20,16:10:00,台北標準時間,-31.6,-48.2,-39.9,72.0,34.7,,1.6,20.0
D,119,2022-08-20,16:11:00,台北標準時間,-31.6,-48.3,-39.9,72.0,34.2,,1.6,19.5
D,119,2022-08-20,16:12:00,台北標準時間,-32.2,-48.7,-40.4,72.0,35.9,,1.5,17.9
D,119,2022-08-20,16:13:00,台北標準時間,-32.4,-48.6,-40.5,72.0,37.9,,1.6,17.7
D,119,2022-08-20,16:14:00,台北標準時間,-31.9,-48.1,-40.0,72.0,38.6,,1.6,18.0
D,119,2022-08-20,16:15:00,台北標準時間,-31.5,-48.1,-39.8,72.0,35.8,,1.6,20.1
D,119,2022-08-20,16:16:00,台北標準時間,-32.1,-48.7,-40.4,72.0,36.1,,1.6,17.6
D,119,2022-08-20,16:17:00,台北標準時間,-32.1,-48.3,-40.2,72.0,38.6,,1.6,18.2
D,119,2022-08-20,16:18:00,台北標準時間,-31.5,-47.9,-39.7,72.0,38.0,,1.6,19.2
D,119,2022-08-20,16:19:00,台北標準時間,-31.8,-48.3,-40.0,72.0,34.9,,1.6,19.5
D,119,2022-08-20,16:20:00,台北標準時間,-32.3,-48.8,-40.5,72.0,36.8,,1.6,17.2
D,119,2022-08-20,16:21:00,台北標準時間,-32.2,-48.7,-40.5,72.0,37.7,,1.6,17.6
D,119,2022-08-20,16:22:00,台北標準時間,-32.0,-48.3,-40.1,72.0,38.4,,1.6,18.2
D,119,2022-08-20,16:23:00,台北標準時間,-31.4,-48.0,-39.7,72.0,37.9,,1.6,19.1
D,119,2022-08-20,16:24:00,台北標準時間,-31.5,-48.2,-39.8,72.0,34.4,,1.6,19.7
D,119,2022-08-20,16:25:00,台北標準時間,-31.9,-48.6,-40.3,72.0,35.6,,1.6,18.4
D,119,2022-08-20,16:26:00,台北標準時間,-32.3,-48.7,-40.5,72.0,37.1,,1.6,17.3
D,119,2022-08-20,16:27:00,台北標準時間,-32.3,-48.6,-40.4,72.0,38.2,,1.6,17.7
D,119,2022-08-20,16:28:00,台北標準時間,-32.0,-48.3,-40.1,72.0,38.5,,1.6,18.2
D,119,2022-08-20,16:29:00,台北標準時間,-31.6,-48.0,-39.8,72.0,38.5,,1.6,18.1
D,119,2022-08-20,16:30:00,台北標準時間,-31.3,-47.9,-39.6,72.0,36.7,,1.6,19.7
D,119,2022-08-20,16:31:00,台北標準時間,-31.4,-48.0,-39.7,72.0,35.8,,1.6,20.2
D,119,2022-08-20,16:32:00,台北標準時間,-31.4,-48.1,-39.8,72.0,34.8,,1.6,20.5
D,119,2022-08-20,16:33:00,台北標準時間,-31.8,-48.3,-40.1,72.0,34.9,,1.6,19.1
D,119,2022-08-20,16:34:00,台北標準時間,-32.0,-48.6,-40.3,72.0,35.7,,1.6,17.7
D,119,2022-08-20,16:35:00,台北標準時間,-32.3,-48.7,-40.5,72.0,37.0,,1.6,16.9
D,119,2022-08-20,16:36:00,台北標準時間,-32.1,-48.6,-40.3,72.0,37.5,,1.6,17.6
D,119,2022-08-20,16:37:00,台北標準時間,-32.2,-48.5,-40.3,72.0,38.3,,1.6,18.0
D,119,2022-08-20,16:38:00,台北標準時間,-32.1,-48.4,-40.3,72.0,38.5,,1.6,17.9
D,119,2022-08-20,16:39:00,台北標準時間,-31.8,-48.2,-40.0,72.0,38.3,,1.6,18.6
D,119,2022-08-20,16:40:00,台北標準時間,-31.7,-48.1,-39.9,72.0,38.5,,1.6,18.4
D,119,2022-08-20,16:41:00,台北標準時間,-31.5,-47.9,-39.7,72.0,38.2,,1.6,18.9
D,119,2022-08-20,16:42:00,台北標準時間,-31.3,-48.0,-39.6,72.0,36.2,,1.6,19.9
D,119,2022-08-20,16:43:00,台北標準時間,-31.5,-48.1,-39.8,72.0,34.3,,1.6,20.1
D,119,2022-08-20,16:44:00,台北標準時間,-31.8,-48.4,-40.1,72.0,34.9,,1.6,19.1
D,119,2022-08-20,16:45:00,台北標準時間,-32.2,-48.7,-40.4,72.0,36.3,,1.6,17.3
D,119,2022-08-20,16:46:00,台北標準時間,-32.2,-48.7,-40.4,72.0,36.8,,1.7,17.2
D,119,2022-08-20,16:47:00,台北標準時間,-32.2,-48.6,-40.4,72.0,37.4,,1.6,17.7
D,119,2022-08-20,16:48:00,台北標準時間,-31.8,-48.2,-40.0,72.0,38.5,,1.6,18.2
D,119,2022-08-20,16:49:00,台北標準時間,-31.9,-48.1,-40.0,72.0,38.4,,1.6,18.1
D,119,2022-08-20,16:50:00,台北標準時間,-31.6,-48.0,-39.8,72.0,38.6,,1.6,18.6
D,119,2022-08-20,16:51:00,台北標準時間,-31.5,-47.9,-39.7,72.0,38.2,,1.5,18.7
D,119,2022-08-20,16:52:00,台北標準時間,-31.5,-48.0,-39.7,72.0,37.5,,1.6,19.4
D,119,2022-08-20,16:53:00,台北標準時間,-31.4,-48.0,-39.7,72.0,36.2,,1.6,20.2
D,119,2022-08-20,16:54:00,台北標準時間,-31.3,-47.9,-39.6,72.0,36.3,,1.6,20.2
D,119,2022-08-20,16:55:00,台北標準時間,-31.4,-48.0,-39.7,72.0,36.1,,1.6,20.2
D,119,2022-08-20,16:56:00,台北標準時間,-31.4,-48.1,-39.7,72.0,34.5,,1.6,20.3
D,119,2022-08-20,16:57:00,台北標準時間,-31.5,-48.2,-39.8,72.0,34.4,,1.6,20.1
D,119,2022-08-20,16:58:00,台北標準時間,-31.6,-48.2,-39.9,72.0,34.6,,1.6,19.4
D,119,2022-08-20,16:59:00,台北標準時間,-31.8,-48.4,-40.1,72.0,35.0,,1.6,19.1
D,119,2022-08-20,17:00:00,台北標準時間,-32.0,-48.6,-40.3,72.0,35.3,,1.6,18.3
D,119,2022-08-20,17:01:00,台北標準時間,-32.1,-48.7,-40.4,72.0,36.0,,1.6,17.5
D,119,2022-08-20,17:02:00,台北標準時間,-32.3,-48.7,-40.5,72.0,37.0,,1.6,17.4
D,119,2022-08-20,17:03:00,台北標準時間,-32.2,-48.7,-40.5,72.0,37.0,,1.6,17.3
D,119,2022-08-20,17:04:00,台北標準時間,-32.3,-48.7,-40.5,72.0,37.0,,1.6,17.5
D,119,2022-08-20,17:05:00,台北標準時間,-32.3,-48.6,-40.5,72.0,37.9,,1.6,17.7
D,119,2022-08-20,17:06:00,台北標準時間,-32.2,-48.7,-40.4,72.0,37.5,,1.6,17.5
D,119,2022-08-20,17:07:00,台北標準時間,-32.2,-48.7,-40.4,72.0,37.6,,1.6,17.1
D,119,2022-08-20,17:08:00,台北標準時間,-32.3,-48.7,-40.5,72.0,37.6,,1.6,17.4
D,119,2022-08-20,17:09:00,台北標準時間,-32.3,-48.7,-40.5,72.0,38.0,,1.6,17.7
D,119,2022-08-20,17:10:00,台北標準時間,-32.2,-48.4,-40.3,72.0,38.8,,1.6,18.1
D,119,2022-08-20,17:11:00,台北標準時間,-31.9,-48.2,-40.0,72.0,38.4,,1.6,18.2
D,119,2022-08-20,17:12:00,台北標準時間,-31.7,-48.0,-39.9,72.0,38.5,,1.6,18.3
D,119,2022-08-20,17:13:00,台北標準時間,-31.6,-48.0,-39.8,72.0,38.1,,1.6,18.7
D,119,2022-08-20,17:14:00,台北標準時間,-31.5,-48.1,-39.8,72.0,36.0,,1.6,20.2
D,119,2022-08-20,17:15:00,台北標準時間,-31.6,-48.2,-39.9,72.0,34.6,,1.6,19.8
D,119,2022-08-20,17:16:00,台北標準時間,-31.8,-48.5,-40.1,72.0,34.5,,1.6,19.5
D,119,2022-08-20,17:17:00,台北標準時間,-32.0,-48.6,-40.3,72.0,35.3,,1.6,19.4
D,119,2022-08-20,17:18:00,台北標準時間,-32.1,-48.7,-40.4,72.0,35.7,,1.6,18.0
D,119,2022-08-20,17:19:00,台北標準時間,-32.2,-48.7,-40.5,72.0,35.8,,1.6,18.0
D,119,2022-08-20,17:20:00,台北標準時間,-32.2,-48.7,-40.4,72.0,35.7,,1.6,17.8
D,119,2022-08-20,17:21:00,台北標準時間,-32.4,-48.8,-40.6,72.0,37.2,,1.6,17.4
