D,121,2022-08-20,13:53:00,台北標準時間,-47.3,,-47.3,100.0,85.9,,12.3,2.6
D,121,2022-08-20,13:54:00,台北標準時間,-47.3,,-47.3,100.0,86.0,,12.3,2.5
D,121,2022-08-20,13:55:00,台北標準時間,-47.3,,-47.3,100.0,85.5,,12.3,2.7
D,121,2022-08-20,13:56:00,台北標準時間,-47.3,,-47.3,100.0,85.4,,12.3,2.6
D,121,2022-08-20,13:57:00,台北標準時間,-47.3,,-47.3,100.0,85.7,,12.3,2.6
D,121,2022-08-20,13:58:00,台北標準時間,-47.3,,-47.3,100.0,85.8,,12.3,2.6
D,121,2022-08-20,13:59:00,台北標準時間,-47.3,,-47.3,100.0,85.8,,12.3,2.5
D,121,2022-08-20,14:00:00,台北標準時間,-47.3,,-47.3,100.0,85.7,,12.3,2.6
D,121,2022-08-20,14:01:00,台北標準時間,-47.3,,-47.3,100.0,85.6,,12.3,2.5
D,121,2022-08-20,14:02:00,台北標準時間,-47.3,,-47.3,100.0,85.7,,12.3,2.7
D,121,2022-08-20,14:03:00,台北標準時間,-47.2,,-47.2,100.0,85.8,,12.3,2.5
D,121,2022-08-20,14:04:00,台北標準時間,-47.3,,-47.3,100.0,85.8,,12.3,2.6
D,121,2022-08-20,14:05:00,台北標準時間,-47.3,,-47.3,100.0,86.0,,12.3,2.6
D,121,2022-08-20,14:06:00,台北標準時間,-47.3,,-47.3,100.0,86.4,,12.3,2.7
D,121,2022-08-20,14:07:00,台北標準時間,-47.2,,-47.2,100.0,86.0,,12.3,2.5
D,121,2022-08-20,14:08:00,台北標準時間,-47.3,,-47.3,100.0,86.1,,12.3,2.6
D,121,2022-08-20,14:09:00,台北標準時間,-47.3,,-47.3,100.0,86.0,,12.3,2.6
D,121,2022-08-20,14:10:00,台北標準時間,-47.3,,-47.3,100.0,85.8,,12.3,2.5
D,121,2022-08-20,14:11:00,台北標準時間,-47.3,,-47.3,100.0,85.5,,12.3,2.6
D,121,2022-08-20,14:12:00,台北標準時間,-47.3,,-47.3,100.0,85.9,,12.3,2.6
D,121,2022-08-20,14:13:00,台北標準時間,-47.3,,-47.3,100.0,85.9,,12.3,2.5
D,121,2022-08-20,14:14:00,台北標準時間,-47.3,,-47.3,100.0,85.7,,12.3,2.6
D,121,2022-08-20,14:15:00,台北標準時間,-47.3,,-47.3,100.0,85.1,,12.3,2.5
D,121,2022-08-20,14:16:00,台北標準時間,-47.3,,-47.3,100.0,85.6,,12.3,2.5
D,121,2022-08-20,14:17:00,台北標準時間,-47.2,,-47.2,100.0,85.7,,12.3,2.6
D,121,2022-08-20,14:18:00,台北標準時間,-47.3,,-47.3,100.0,86.1,,12.3,2.5
D,121,2022-08-20,14:19:00,台北標準時間,-47.3,,-47.3,100.0,85.9,,12.3,2.6
D,121,2022-08-20,14:20:00,台北標準時間,-47.3,,-47.3,100.0,86.5,,12.3,3.0
D,121,2022-08-20,14:21:00,台北標準時間,-47.3,,-47.3,100.0,86.0,,12.3,2.5
D,121,2022-08-20,14:22:00,台北標準時間,-47.3,,-47.3,100.0,85.8,,12.3,2.6
D,121,2022-08-20,14:23:00,台北標準時間,-47.3,,-47.3,100.0,85.6,,12.3,2.6
D,121,2022-08-20,14:24:00,台北標準時間,-47.3,,-47.3,100.0,85.9,,12.3,2.8
D,121,2022-08-20,14:25:00,台北標準時間,-47.2,,-47.2,100.0,85.8,,12.3,2.6
D,121,2022-08-20,14:26:00,台北標準時間,-47.2,,-47.2,100.0,85.9,,12.3,2.6
D,121,2022-08-20,14:27:00,台北標準時間,-47.2,,-47.2,100.0,85.7,,12.3,2.7
D,121,2022-08-20,14:28:00,台北標準時間,-47.2,,-47.2,100.0,85.7,,12.3,2.5
D,121,2022-08-20,14:29:00,台北標準時間,-47.2,,-47.2,100.0,86.0,,12.3,2.6
D,121,2022-08-20,14:30:00,台北標準時間,-47.3,,-47.3,100.0,86.0,,12.3,2.5
D,121,2022-08-20,14:31:00,台北標準時間,-47.3,,-47.3,100.0,85.8,,12.3,2.6
D,121,2022-08-20,14:32:00,台北標準時間,-47.3,,-47.3,100.0,85.8,,12.3,2.5
D,121,2022-08-20,14:33:00,台北標準時間,-47.3,,-47.3,100.0,85.4,,12.4,2.9
D,121,2022-08-20,14:34:00,台北標準時間,-47.3,,-47.3,100.0,85.5,,12.3,2.6
D,121,2022-08-20,14:35:00,台北標準時間,-47.3,,-47.3,100.0,85.5,,12.3,2.5
D,121,2022-08-20,14:36:00,台北標準時間,-47.3,,-47.3,100.0,85.4,,12.3,2.6
D,121,2022-08-20,14:37:00,台北標準時間,-47.2,,-47.2,100.0,85.2,,12.3,2.5
D,121,2022-08-20,14:38:00,台北標準時間,-47.3,,-47.3,100.0,85.7,,12.3,2.6
D,121,2022-08-20,14:39:00,台北標準時間,-47.3,,-47.3,100.0,85.9,,12.3,2.6
D,121,2022-08-20,14:40:00,台北標準時間,-47.2,,-47.2,100.0,85.3,,12.3,3.0
D,121,2022-08-20,14:41:00,台北標準時間,-47.3,,-47.3,100.0,85.4,,12.3,2.6
D,121,2022-08-20,14:42:00,台北標準時間,-47.2,,-47.2,100.0,85.6,,12.3,2.6
D,121,2022-08-20,14:43:00,台北標準時間,-47.3,,-47.3,100.0,85.6,,12.3,2.6
D,121,2022-08-20,14:44:00,台北標準時間,-47.2,,-47.2,100.0,85.9,,12.3,2.7
D,121,2022-08-20,14:45:00,台北標準時間,-47.2,,-47.2,100.0,85.4,,12.3,2.7
D,121,2022-08-20,14:46:00,台北標準時間,-47.3,,-47.3,100.0,85.1,,12.3,2.6
D,121,2022-08-20,14:47:00,台北標準時間,-47.3,,-47.3,100.0,85.7,,12.3,2.7
D,121,2022-08-20,14:48:00,台北標準時間,-47.3,,-47.3,100.0,85.4,,12.3,2.6
D,121,2022-08-20,14:49:00,台北標準時間,-47.3,,-47.3,100.0,85.3,,12.3,2.6
D,121,2022-08-20,14:50:00,台北標準時間,-47.3,,-47.3,100.0,85.8,,12.3,2.6
D,121,2022-08-20,14:51:00,台北標準時間,-47.2,,-47.2,100.0,85.9,,12.3,2.7
D,121,2022-08-20,14:52:00,台北標準時間,-47.2,,-47.2,100.0,85.4,,12.3,2.6
D,121,2022-08-20,14:53:00,台北標準時間,-47.2,,-47.2,100.0,85.5,,12.3,2.6
D,121,2022-08-20,14:54:00,台北標準時間,-47.2,,-47.2,100.0,85.8,,12.3,2.5
D,121,2022-08-20,14:55:00,台北標準時間,-47.2,,-47.2,100.0,85.5,,12.3,2.6
D,121,2022-08-20,14:56:00,台北標準時間,-47.2,,-47.2,100.0,85.9,,12.3,2.5
D,121,2022-08-20,14:57:00,台北標準時間,-47.2,,-47.2,100.0,85.8,,12.3,2.5
D,121,2022-08-20,14:58:00,台北標準時間,-47.3,,-47.3,100.0,85.8,,12.3,2.5
D,121,2022-08-20,14:59:00,台北標準時間,-47.3,,-47.3,100.0,85.7,,12.3,2.6
D,121,2022-08-20,15:00:00,台北標準時間,-47.2,,-47.2,100.0,85.9,,12.2,2.5
D,121,2022-08-20,15:01:00,台北標準時間,-47.2,,-47.2,100.0,85.5,,12.3,2.6
D,121,2022-08-20,15:02:00,台北標準時間,-47.2,,-47.2,100.0,85.6,,12.3,2.6
D,121,2022-08-20,15:03:00,台北標準時間,-47.2,,-47.2,100.0,85.4,,12.3,2.5
D,121,2022-08-20,15:04:00,台北標準時間,-47.3,,-47.3,100.0,85.7,,12.3,2.6
D,121,2022-08-20,15:05:00,台北標準時間,-47.3,,-47.3,100.0,85.6,,12.3,2.9
D,121,2022-08-20,15:06:00,台北標準時間,-47.3,,-47.3,100.0,85.5,,12.3,2.6
D,121,2022-08-20,15:07:00,台北標準時間,-47.3,,-47.3,100.0,86.0,,12.3,3.0
D,121,2022-08-20,15:08:00,台北標準時間,-47.3,,-47.3,100.0,86.2,,12.3,2.5
D,121,2022-08-20,15:09:00,台北標準時間,-47.3,,-47.3,100.0,86.3,,12.3,2.6
D,121,2022-08-20,15:10:00,台北標準時間,-47.3,,-47.3,100.0,86.0,,12.3,2.6
D,121,2022-08-20,15:11:00,台北標準時間,-47.3,,-47.3,100.0,85.8,,12.3,2.6
D,121,2022-08-20,15:12:00,台北標準時間,-47.3,,-47.3,100.0,86.0,,12.3,2.6
D,121,2022-08-20,15:13:00,台北標準時間,-47.3,,-47.3,100.0,86.1,,12.3,2.6
D,121,2022-08-20,15:14:00,台北標準時間,-47.3,,-47.3,100.0,86.4,,12.3,2.6
D,121,2022-08-20,15:15:00,台北標準時間,-47.3,,-47.3,100.0,86.5,,12.3,3.0
D,121,2022-08-20,15:16:00,台北標準時間,-47.3,,-47.3,100.0,86.5,,12.3,2.5
D,121,2022-08-20,15:17:00,台北標準時間,-47.3,,-47.3,100.0,86.4,,12.3,2.6
D,121,2022-08-20,15:18:00,台北標準時間,-47.3,,-47.3,100.0,86.4,,12.3,2.5
D,121,2022-08-20,15:19:00,台北標準時間,-47.3,,-47.3,100.0,86.4,,12.3,2.8
D,121,2022-08-20,15:20:00,台北標準時間,-47.2,,-47.2,100.0,86.0,,12.3,2.5
D,121,2022-08-20,15:21:00,台北標準時間,-47.3,,-47.3,100.0,86.5,,12.3,2.5
D,121,2022-08-20,15:22:00,台北標準時間,-47.3,,-47.3,100.0,86.3,,12.3,2.6
D,121,2022-08-20,15:23:00,台北標準時間,-47.3,,-47.3,100.0,85.8,,12.2,2.7
D,121,2022-08-20,15:24:00,台北標準時間,-47.2,,-47.2,100.0,86.3,,12.3,2.7
D,121,2022-08-20,15:25:00,台北標準時間,-47.3,,-47.3,100.0,86.1,,12.3,2.5
D,121,2022-08-20,15:26:00,台北標準時間,-47.3,,-47.3,100.0,86.5,,12.3,2.5
D,121,2022-08-20,15:27:00,台北標準時間,-47.3,,-47.3,100.0,86.0,,12.3,2.5
D,121,2022-08-20,15:28:00,台北標準時間,-47.3,,-47.3,100.0,85.7,,12.3,2.5
D,121,2022-08-20,15:29:00,台北標準時間,-47.3,,-47.3,100.0,86.0,,12.3,2.5
D,121,2022-08-20,15:30:00,台北標準時間,-47.3,,-47.3,100.0,86.1,,12.2,2.7
D,121,2022-08-20,15:31:00,台北標準時間,-47.2,,-47.2,100.0,86.4,,12.3,2.6
D,121,2022-08-20,15:32:00,台北標準時間,-47.2,,-47.2,100.0,86.5,,12.3,2.5
D,121,2022-08-20,15:33:00,台北標準時間,-47.2,,-47.2,100.0,86.0,,12.3,2.8
D,121,2022-08-20,15:34:00,台北標準時間,-47.3,,-47.3,100.0,85.8,,12.3,2.5
D,121,2022-08-20,15:35:00,台北標準時間,-47.2,,-47.2,100.0,86.0,,12.3,2.5
D,121,2022-08-20,15:36:00,台北標準時間,-47.3,,-47.3,100.0,85.8,,12.3,2.6
D,121,2022-08-20,15:37:00,台北標準時間,-47.2,,-47.2,100.0,85.8,,12.3,2.6
D,121,2022-08-20,15:38:00,台北標準時間,-47.2,,-47.2,100.0,85.8,,12.3,2.6
D,121,2022-08-20,15:39:00,台北標準時間,-47.2,,-47.2,100.0,85.6,,12.3,2.5
D,121,2022-08-20,15:40:00,台北標準時間,-47.2,,-47.2,100.0,85.4,,12.3,2.6
D,121,2022-08-20,15:41:00,台北標準時間,-47.2,,-47.2,100.0,85.6,,12.3,2.6
D,121,2022-08-20,15:42:00,台北標準時間,-47.3,,-47.3,100.0,85.6,,12.3,2.6
D,121,2022-08-20,15:43:00,台北標準時間,-47.2,,-47.2,100.0,85.8,,12.3,2.5
D,121,2022-08-20,15:44:00,台北標準時間,-47.2,,-47.2,100.0,85.4,,12.3,2.6
D,121,2022-08-20,15:45:00,台北標準時間,-47.2,,-47.2,100.0,85.7,,12.3,2.6
D,121,2022-08-20,15:46:00,台北標準時間,-47.2,,-47.2,100.0,85.5,,12.3,2.6
D,121,2022-08-20,15:47:00,台北標準時間,-47.2,,-47.2,100.0,85.3,,12.3,2.6
D,121,2022-08-20,15:48:00,台北標準時間,-47.2,,-47.2,100.0,85.8,,12.3,2.5
D,121,2022-08-20,15:49:00,台北標準時間,-47.2,,-47.2,100.0,85.2,,12.3,2.5
D,121,2022-08-20,15:50:00,台北標準時間,-47.2,,-47.2,100.0,85.1,,12.3,2.6
D,121,2022-08-20,15:51:00,台北標準時間,-47.2,,-47.2,100.0,85.5,,12.3,2.6
D,121,2022-08-20,15:52:00,台北標準時間,-47.2,,-47.2,100.0,85.4,,12.3,2.5
D,121,2022-08-20,15:53:00,台北標準時間,-47.2,,-47.2,100.0,85.4,,12.3,2.6
D,121,2022-08-20,15:54:00,台北標準時間,-47.2,,-47.2,100.0,85.7,,12.3,2.6
D,121,2022-08-20,15:55:00,台北標準時間,-47.1,,-47.1,100.0,85.8,,12.3,2.5
D,121,2022-08-20,15:56:00,台北標準時間,-47.2,,-47.2,100.0,85.6,,12.3,2.5
D,121,2022-08-20,15:57:00,台北標準時間,-47.3,,-47.3,100.0,85.6,,12.3,2.6
D,121,2022-08-20,15:58:00,台北標準時間,-47.3,,-47.3,100.0,85.4,,12.3,2.6
D,121,2022-08-20,15:59:00,台北標準時間,-47.3,,-47.3,100.0,85.0,,12.3,2.6
D,121,2022-08-20,16:00:00,台北標準時間,-47.3,,-47.3,100.0,85.3,,12.3,2.6
D,121,2022-08-20,16:01:00,台北標準時間,-47.3,,-47.3,100.0,85.5,,12.3,2.5
D,121,2022-08-20,16:02:00,台北標準時間,-47.2,,-47.2,100.0,86.0,,12.3,2.5
D,121,2022-08-20,16:03:00,台北標準時間,-47.1,,-47.1,100.0,85.7,,12.3,2.5
D,121,2022-08-20,16:04:00,台北標準時間,-47.1,,-47.1,100.0,86.1,,12.3,2.5
D,121,2022-08-20,16:05:00,台北標準時間,-47.2,,-47.2,100.0,85.6,,12.3,2.5
D,121,2022-08-20,16:06:00,台北標準時間,-47.2,,-47.2,100.0,86.1,,12.3,2.5
D,121,2022-08-20,16:07:00,台北標準時間,-47.2,,-47.2,100.0,85.9,,12.3,2.6
D,121,2022-08-20,16:08:00,台北標準時間,-30.1,,-30.1,60.0,101.4,,13.3,3.5
D,121,2022-08-20,16:09:00,台北標準時間,-47.6,,-47.6,100.0,85.7,,12.3,2.7
D,121,2022-08-20,16:10:00,台北標準時間,-48.7,,-48.7,100.0,86.3,,12.3,2.8
D,121,2022-08-20,16:11:00,台北標準時間,-48.7,,-48.7,100.0,86.0,,12.3,2.6
D,121,2022-08-20,16:12:00,台北標準時間,-48.6,,-48.6,100.0,85.8,,12.3,2.6
D,121,2022-08-20,16:13:00,台北標準時間,-48.6,,-48.6,100.0,85.9,,12.3,2.6
D,121,2022-08-20,16:14:00,台北標準時間,-48.6,,-48.6,100.0,85.8,,12.3,2.5
D,121,2022-08-20,16:15:00,台北標準時間,-48.6,,-48.6,100.0,86.1,,12.3,2.6
D,121,2022-08-20,16:16:00,台北標準時間,-48.7,,-48.7,100.0,85.4,,12.3,2.7
D,121,2022-08-20,16:17:00,台北標準時間,-48.6,,-48.6,100.0,85.1,,12.3,2.7
D,121,2022-08-20,16:18:00,台北標準時間,-48.6,,-48.6,100.0,85.6,,12.3,2.5
D,121,2022-08-20,16:19:00,台北標準時間,-48.7,,-48.7,100.0,85.8,,12.3,3.0
D,121,2022-08-20,16:20:00,台北標準時間,-48.7,,-48.7,100.0,85.8,,12.3,2.6
D,121,2022-08-20,16:21:00,台北標準時間,-48.7,,-48.7,100.0,85.5,,12.3,2.7
D,121,2022-08-20,16:22:00,台北標準時間,-48.7,,-48.7,100.0,85.9,,12.3,2.6
D,121,2022-08-20,16:23:00,台北標準時間,-48.7,,-48.7,100.0,86.1,,12.3,2.7
D,121,2022-08-20,16:24:00,台北標準時間,-48.7,,-48.7,100.0,86.1,,12.3,2.5
D,121,2022-08-20,16:25:00,台北標準時間,-48.7,,-48.7,100.0,86.2,,12.3,2.6
D,121,2022-08-20,16:26:00,台北標準時間,-48.7,,-48.7,100.0,86.3,,12.3,2.7
D,121,2022-08-20,16:27:00,台北標準時間,-48.7,,-48.7,100.0,86.6,,12.3,3.0
D,121,2022-08-20,16:28:00,台北標準時間,-48.7,,-48.7,100.0,86.2,,12.3,2.8
D,121,2022-08-20,16:29:00,台北標準時間,-48.7,,-48.7,100.0,86.5,,12.3,2.5
D,121,2022-08-20,16:30:00,台北標準時間,-48.7,,-48.7,100.0,86.5,,12.3,2.6
D,121,2022-08-20,16:31:00,台北標準時間,-48.7,,-48.7,100.0,86.6,,12.3,2.5
D,121,2022-08-20,16:32:00,台北標準時間,-48.7,,-48.7,100.0,85.9,,12.3,2.6
D,121,2022-08-20,16:33:00,台北標準時間,-48.7,,-48.7,100.0,86.1,,12.3,2.8
D,121,2022-08-20,16:34:00,台北標準時間,-48.7,,-48.7,100.0,85.7,,12.3,2.6
D,121,2022-08-20,16:35:00,台北標準時間,-48.7,,-48.7,100.0,85.7,,12.3,2.5
D,121,2022-08-20,16:36:00,台北標準時間,-48.7,,-48.7,100.0,85.6,,12.3,2.6
D,121,2022-08-20,16:37:00,台北標準時間,-48.7,,-48.7,100.0,85.4,,12.2,2.5
D,121,2022-08-20,16:38:00,台北標準時間,-48.7,,-48.7,100.0,85.7,,12.3,2.6
D,121,2022-08-20,16:39:00,台北標準時間,-48.7,,-48.7,100.0,85.4,,12.3,2.7
D,121,2022-08-20,16:40:00,台北標準時間,-48.7,,-48.7,100.0,85.6,,12.3,2.5
D,121,2022-08-20,16:41:00,台北標準時間,-48.7,,-48.7,100.0,85.8,,12.3,2.6
D,121,2022-08-20,16:42:00,台北標準時間,-48.7,,-48.7,100.0,85.6,,12.3,2.8
D,121,2022-08-20,16:43:00,台北標準時間,-48.7,,-48.7,100.0,85.6,,12.3,2.6
D,121,2022-08-20,16:44:00,台北標準時間,-48.7,,-48.7,100.0,85.6,,12.3,2.7
D,121,2022-08-20,16:45:00,台北標準時間,-48.7,,-48.7,100.0,85.5,,12.3,2.5
D,121,2022-08-20,16:46:00,台北標準時間,-48.7,,-48.7,100.0,85.4,,12.3,2.6
D,121,2022-08-20,16:47:00,台北標準時間,-48.7,,-48.7,100.0,85.5,,12.3,2.6
D,121,2022-08-20,16:48:00,台北標準時間,-48.6,,-48.6,100.0,85.5,,12.3,2.7
D,121,2022-08-20,16:49:00,台北標準時間,-48.6,,-48.6,100.0,85.7,,12.3,2.6
D,121,2022-08-20,16:50:00,台北標準時間,-48.7,,-48.7,100.0,85.7,,12.3,2.6
D,121,2022-08-20,16:51:00,台北標準時間,-48.6,,-48.6,100.0,85.9,,12.3,2.7
D,121,2022-08-20,16:52:00,台北標準時間,-48.6,,-48.6,100.0,85.1,,12.3,2.6
D,121,2022-08-20,16:53:00,台北標準時間,-48.6,,-48.6,100.0,85.1,,12.3,2.5
D,121,2022-08-20,16:54:00,台北標準時間,-48.6,,-48.6,100.0,85.6,,12.3,2.6
D,121,2022-08-20,16:55:00,台北標準時間,-48.6,,-48.6,100.0,85.2,,12.3,2.6
D,121,2022-08-20,16:56:00,台北標準時間,-48.6,,-48.6,100.0,85.4,,12.3,2.6
D,121,2022-08-20,16:57:00,台北標準時間,-48.6,,-48.6,100.0,85.7,,12.3,2.6
D,121,2022-08-20,16:58:00,台北標準時間,-48.6,,-48.6,100.0,85.6,,12.3,2.8
D,121,2022-08-20,16:59:00,台北標準時間,-48.7,,-48.7,100.0,85.1,,12.3,2.6
D,121,2022-08-20,17:00:00,台北標準時間,-48.6,,-48.6,100.0,85.3,,12.3,2.7
D,121,2022-08-20,17:01:00,台北標準時間,-48.6,,-48.6,100.0,85.2,,12.3,2.6
D,121,2022-08-20,17:02:00,台北標準時間,-48.6,,-48.6,100.0,85.3,,12.3,2.5
D,121,2022-08-20,17:03:00,台北標準時間,-48.6,,-48.6,100.0,85.3,,12.3,2.6
D,121,2022-08-20,17:04:00,台北標準時間,-48.6,,-48.6,100.0,85.4,,12.3,2.6
D,121,2022-08-20,17:05:00,台北標準時間,-48.6,,-48.6,100.0,85.5,,12.3,2.8
D,121,2022-08-20,17:06:00,台北標準時間,-48.6,,-48.6,100.0,85.4,,12.3,2.6
D,121,2022-08-20,17:07:00,台北標準時間,-48.6,,-48.6,100.0,85.1,,12.3,2.7
D,121,2022-08-20,17:08:00,台北標準時間,-48.6,,-48.6,100.0,85.0,,12.3,2.6
D,121,2022-08-20,17:09:00,台北標準時間,-48.5,,-48.5,100.0,85.2,,12.3,2.5
D,121,2022-08-20,17:10:00,台北標準時間,-48.5,,-48.5,100.0,85.4,,12.3,2.5
D,121,2022-08-20,17:11:00,台北標準時間,-48.6,,-48.6,100.0,85.5,,12.3,2.6
D,121,2022-08-20,17:12:00,台北標準時間,-48.5,,-48.5,100.0,85.7,,12.3,2.6
D,121,2022-08-20,17:13:00,台北標準時間,-48.5,,-48.5,100.0,85.3,,12.3,2.6
D,121,2022-08-20,17:14:00,台北標準時間,-48.5,,-48.5,100.0,85.7,,12.3,2.6
D,121,2022-08-20,17:15:00,台北標準時間,-48.5,,-48.5,100.0,85.6,,12.3,2.6
D,121,2022-08-20,17:16:00,台北標準時間,-48.5,,-48.5,100.0,85.9,,12.3,2.5
D,121,2022-08-20,17:17:00,台北標準時間,-48.5,,-48.5,100.0,85.5,,12.3,2.6
D,121,2022-08-20,17:18:00,台北標準時間,-48.5,,-48.5,100.0,85.8,,12.3,2.5
D,121,2022-08-20,17:19:00,台北標準時間,-48.5,,-48.5,100.0,85.5,,12.3,2.6
D,121,2022-08-20,17:20:00,台北標準時間,-48.5,,-48.5,100.0,85.5,,12.3,2.6
D,121,2022-08-20,17:21:00,台北標準時間,-48.5,,-48.5,100.0,85.4,,12.3,2.7
D,121,2022-08-20,17:22:00,台北標準時間,-48.5,,-48.5,100.0,85.8,,12.3,2.6
D,121,2022-08-20,17:23:00,台北標準時間,-48.5,,-48.5,100.0,85.8,,12.2,2.5
D,121,2022-08-20,17:24:00,台北標準時間,-48.4,,-48.4,100.0,85.8,,12.3,2.6
D,121,2022-08-20,17:25:00,台北標準時間,-48.5,,-48.5,100.0,85.8,,12.3,2.7
D,121,2022-08-20,17:26:00,台北標準時間,-48.4,,-48.4,100.0,85.6,,12.3,2.6
D,121,2022-08-20,17:27:00,台北標準時間,-48.4,,-48.4,100.0,85.7,,12.3,2.8
D,121,2022-08-20,17:28:00,台北標準時間,-48.4,,-48.4,100.0,86.0,,12.3,2.5
D,121,2022-08-20,17:29:00,台北標準時間,-48.4,,-48.4,100.0,86.0,,12.3,2.7
D,121,2022-08-20,17:30:00,台北標準時間,-48.4,,-48.4,100.0,85.6,,12.3,2.5
D,121,2022-08-20,17:31:00,台北標準時間,-48.4,,-48.4,100.0,85.6,,12.3,2.6
D,121,2022-08-20,17:32:00,台北標準時間,-48.4,,-48.4,100.0,85.5,,12.3,2.5
D,121,2022-08-20,17:33:00,台北標準時間,-48.4,,-48.4,100.0,85.8,,12.3,2.6
D,121,2022-08-20,17:34:00,台北標準時間,-48.4,,-48.4,100.0,86.0,,12.3,2.5
D,121,2022-08-20,17:35:00,台北標準時間,-48.4,,-48.4,100.0,85.5,,12.3,2.5
D,121,2022-08-20,17:36:00,台北標準時間,-48.5,,-48.5,100.0,85.7,,12.3,2.6
D,121,2022-08-20,17:37:00,台北標準時間,-48.4,,-48.4,100.0,85.8,,12.3,2.6
D,121,2022-08-20,17:38:00,台北標準時間,-48.4,,-48.4,100.0,85.7,,12.3,2.8
D,121,2022-08-20,17:39:00,台北標準時間,-48.4,,-48.4,100.0,85.6,,12.3,2.6
D,121,2022-08-20,17:40:00,台北標準時間,-48.4,,-48.4,100.0,86.0,,12.3,2.5
