time,Gas_for_paper,Hourly_Production,Total_water,Quantitative_measurement_of_coiling_scan_frame,#1_Turbine_Motor_Side_Pressure,#1_Turbine_Free_Side_Pressure,#1_Turbine_Negative_Pressure,#1_Turbine_Negative_Pressure.1,#1_Turbine_Main_Motor_Current,#1_Vacuum_Pump_Motor_Side_Vibration,#1_Vacuum_Pump_Free_Side_Vibration,#2_Turbine_Motor_Side_Pressure,#2_Turbine_Free_Side_Pressure,#2_Turbine_Negative_Pressure,#2_Turbine_Negative_Pressure.1,#2_Turbine_Main_Motor_Current,#2_Vacuum_Pump_Motor_Side_Vibration,#2_Vacuum_Pump_Free_Side_Vibration,#3_Turbine_Motor_Side_Pressure,#3_Turbine_Free_Side_Pressure,#3_Turbine_Negative_Pressure,#3_Turbine_Negative_Pressure.1,#3_Turbine_Main_Motor_Current,#3_Vacuum_Pump_Motor_Side_Vibration,#3_Vacuum_Pump_Free_Side_Vibration,#4_Turbine_Free_Side_Pressure,#4_Turbine_Negative_Pressure,#4_Turbine_Negative_Pressure.1,#4_Turbine_Main_Motor_Current,#4_Vacuum_Pump_Motor_Side_Vibration,#4_Vacuum_Pump_Free_Side_Vibration
2022-09-24 11:42:00,1.174,40.2,140.0,123.6,-35.9,-32.9,-34.4,85.0,63.3,17.8,7.4,-38.5,-52.9,-45.7,73.0,46.4,1.4,16.1,-51.1,-37.8,-44.5,85.0,86.1,0.6,17.6,-44.1,-44.1,95.0,83.2,13.2,3.4
2022-09-24 11:43:00,1.166,40.2,139.0,123.1,-35.9,-32.9,-34.4,85.0,63.1,18.0,7.4,-38.5,-52.9,-45.7,73.0,46.4,1.3,15.4,-51.2,-37.9,-44.5,85.0,86.6,0.6,17.6,-44.1,-44.1,95.0,83.3,13.1,3.4
2022-09-24 11:44:00,1.169,40.4,149.0,122.9,-35.8,-32.9,-34.3,85.0,63.6,17.8,7.5,-38.4,-52.8,-45.6,73.0,46.5,1.4,15.2,-51.1,-37.8,-44.4,85.0,86.8,0.6,17.6,-44.1,-44.1,95.0,84.2,13.0,3.4
2022-09-24 11:45:00,1.171,40.4,150.0,122.8,-35.9,-32.9,-34.4,85.0,64.0,18.0,7.5,-38.4,-52.7,-45.5,73.0,47.1,1.5,15.5,-51.0,-37.8,-44.4,85.0,86.9,0.6,17.6,-44.1,-44.1,95.0,83.4,13.1,3.4
2022-09-24 11:46:00,1.169,40.5,150.0,122.7,-35.9,-32.8,-34.4,85.0,63.7,17.9,7.4,-38.4,-52.7,-45.5,73.0,47.0,1.4,15.6,-51.1,-37.8,-44.5,85.0,86.7,0.6,17.7,-44.1,-44.1,95.0,83.3,12.7,3.4
2022-09-24 11:47:00,1.188,40.5,150.0,122.6,-35.9,-32.9,-34.4,85.0,63.9,17.9,7.5,-38.4,-52.7,-45.5,73.0,47.0,1.4,16.0,-51.1,-37.8,-44.5,85.0,86.9,0.6,17.7,-44.0,-44.0,95.0,83.8,13.0,3.4
2022-09-24 11:48:00,1.192,40.5,150.0,122.8,-35.8,-32.8,-34.3,85.0,64.1,18.0,7.4,-38.4,-52.7,-45.5,73.0,47.1,1.5,15.4,-51.1,-37.8,-44.4,85.0,86.7,0.7,17.7,-44.1,-44.1,95.0,83.4,12.9,3.4
2022-09-24 11:49:00,1.189,40.5,150.0,121.9,-35.7,-32.7,-34.2,85.0,65.6,18.4,7.5,-38.3,-52.6,-45.5,73.0,47.1,1.4,15.4,-51.1,-37.8,-44.4,85.0,87.1,0.6,17.9,-44.0,-44.0,95.0,83.4,12.9,3.4
2022-09-24 11:50:00,1.199,40.5,180.0,123.2,-35.8,-32.9,-34.4,85.0,65.5,18.4,7.4,-38.4,-52.7,-45.5,73.0,47.1,1.2,15.2,-51.0,-37.8,-44.4,85.0,87.1,0.6,17.7,-44.1,-44.1,95.0,83.8,12.9,3.4
2022-09-24 11:51:00,1.2,40.5,178.0,122.5,-35.7,-32.4,-34.1,85.0,65.7,18.0,7.4,-38.2,-52.4,-45.3,73.0,47.4,1.4,15.2,-50.6,-37.5,-44.1,85.0,88.0,0.6,17.7,-44.1,-44.1,95.0,83.2,13.0,3.4
