time,Gas_for_paper,Hourly_Production,Total_water,Quantitative_measurement_of_coiling_scan_frame,#1_Turbine_Motor_Side_Pressure,#1_Turbine_Free_Side_Pressure,#1_Turbine_Negative_Pressure,#1_Turbine_Negative_Pressure.1,#1_Turbine_Main_Motor_Current,#1_Vacuum_Pump_Motor_Side_Vibration,#1_Vacuum_Pump_Free_Side_Vibration,#2_Turbine_Motor_Side_Pressure,#2_Turbine_Free_Side_Pressure,#2_Turbine_Negative_Pressure,#2_Turbine_Negative_Pressure.1,#2_Turbine_Main_Motor_Current,#2_Vacuum_Pump_Motor_Side_Vibration,#2_Vacuum_Pump_Free_Side_Vibration,#3_Turbine_Motor_Side_Pressure,#3_Turbine_Free_Side_Pressure,#3_Turbine_Negative_Pressure,#3_Turbine_Negative_Pressure.1,#3_Turbine_Main_Motor_Current,#3_Vacuum_Pump_Motor_Side_Vibration,#3_Vacuum_Pump_Free_Side_Vibration,#4_Turbine_Free_Side_Pressure,#4_Turbine_Negative_Pressure,#4_Turbine_Negative_Pressure.1,#4_Turbine_Main_Motor_Current,#4_Vacuum_Pump_Motor_Side_Vibration,#4_Vacuum_Pump_Free_Side_Vibration
2022-09-29 00:01:00,1.048,42.7,85.0,198.9,-35.0,-36.3,-35.6,90.0,74.2,18.6,5.5,-38.3,-54.9,-46.6,73.0,40.3,1.6,16.1,-56.5,-43.0,-49.8,92.0,88.5,0.7,13.7,-46.2,-46.2,100.0,89.0,12.3,2.7
2022-09-29 00:02:00,1.052,42.6,85.0,199.3,-34.9,-36.3,-35.6,90.0,74.5,18.6,5.6,-38.3,-54.9,-46.6,73.0,40.4,1.6,16.6,-56.5,-43.0,-49.8,92.0,88.4,0.7,13.7,-46.3,-46.3,100.0,88.9,12.3,2.8
2022-09-29 00:03:00,1.032,42.6,85.0,198.1,-34.9,-36.3,-35.6,90.0,74.4,18.6,5.5,-38.4,-55.0,-46.7,73.0,40.3,1.5,16.2,-56.5,-43.0,-49.8,92.0,88.4,0.7,13.8,-46.3,-46.3,100.0,88.8,12.3,2.6
2022-09-29 00:04:00,1.052,42.5,85.0,198.1,-34.9,-36.3,-35.6,90.0,74.5,18.6,5.5,-38.3,-54.8,-46.6,73.0,40.4,1.6,16.2,-56.6,-43.1,-49.8,92.0,88.5,0.7,13.7,-46.3,-46.3,100.0,89.3,12.3,2.6
2022-09-29 00:05:00,1.065,42.5,85.0,198.9,-34.9,-36.3,-35.6,90.0,74.4,18.7,5.6,-38.4,-54.8,-46.6,73.0,40.3,1.5,16.1,-56.5,-43.1,-49.8,92.0,88.5,0.7,13.7,-46.3,-46.3,100.0,89.0,12.3,2.6
2022-09-29 00:06:00,1.07,42.4,85.0,198.2,-34.9,-36.3,-35.6,90.0,74.5,18.6,5.5,-38.3,-54.9,-46.6,73.0,40.4,1.6,16.1,-56.5,-43.0,-49.7,92.0,89.0,0.7,13.6,-46.3,-46.3,100.0,89.2,12.3,2.6
2022-09-29 00:07:00,1.063,42.4,69.0,197.1,-34.9,-36.3,-35.6,90.0,74.7,18.5,5.5,-38.3,-54.9,-46.6,73.0,40.4,1.6,16.4,-56.5,-43.0,-49.8,92.0,88.5,0.7,13.7,-46.3,-46.3,100.0,89.0,12.3,2.5
2022-09-29 00:08:00,1.048,42.4,69.0,197.8,-35.0,-36.3,-35.6,90.0,74.7,18.6,5.5,-38.4,-54.9,-46.6,73.0,40.4,1.6,16.1,-56.6,-43.1,-49.8,92.0,88.5,0.7,13.7,-46.3,-46.3,100.0,88.7,12.3,2.5
2022-09-29 00:09:00,1.047,42.3,165.0,198.2,-35.1,-36.3,-35.7,90.0,74.8,18.6,5.6,-38.3,-54.9,-46.6,73.0,40.3,1.5,16.1,-56.6,-43.1,-49.8,92.0,88.7,0.7,13.7,-46.3,-46.3,100.0,89.1,12.3,2.6
2022-09-29 00:10:00,1.046,42.3,165.0,197.6,-35.1,-36.3,-35.7,90.0,74.2,18.6,5.5,-38.4,-54.9,-46.6,73.0,40.3,1.6,16.9,-56.6,-43.1,-49.8,92.0,88.4,0.7,13.8,-46.3,-46.3,100.0,88.8,12.3,2.6
2022-09-29 00:11:00,1.053,42.3,165.0,198.2,-35.2,-36.3,-35.8,90.0,74.1,18.6,5.5,-38.4,-54.9,-46.7,73.0,40.3,1.6,16.4,-56.5,-43.0,-49.8,92.0,88.6,0.7,13.7,-46.3,-46.3,100.0,89.4,12.3,2.7
2022-09-29 00:12:00,1.057,42.2,165.0,197.4,-35.2,-36.2,-35.7,90.0,74.1,18.6,5.5,-38.4,-54.8,-46.6,73.0,40.3,1.5,16.3,-56.5,-43.0,-49.8,92.0,88.7,0.7,13.6,-46.3,-46.3,100.0,89.2,12.3,3.0
2022-09-29 00:13:00,1.06,42.2,174.0,196.3,-35.2,-36.3,-35.8,90.0,74.2,18.6,5.5,-38.4,-54.9,-46.6,73.0,40.4,1.5,16.4,-56.5,-43.1,-49.8,92.0,89.1,0.7,13.8,-46.3,-46.3,100.0,89.1,12.3,2.6
2022-09-29 00:14:00,1.075,42.2,180.0,195.0,-35.3,-36.3,-35.8,90.0,74.4,18.6,5.5,-38.4,-54.9,-46.6,73.0,40.4,1.6,16.1,-56.6,-43.1,-49.8,92.0,89.1,0.7,13.7,-46.3,-46.3,100.0,89.4,12.3,2.5
2022-09-29 00:15:00,1.043,42.1,181.0,194.6,-35.3,-36.3,-35.8,90.0,74.4,18.6,5.5,-38.4,-54.9,-46.6,73.0,40.4,1.6,16.1,-56.5,-43.1,-49.8,92.0,88.9,0.7,13.6,-46.3,-46.3,100.0,89.3,12.3,2.6
