time,Gas_for_paper,Hourly_Production,Total_water,Quantitative_measurement_of_coiling_scan_frame,#1_Turbine_Motor_Side_Pressure,#1_Turbine_Free_Side_Pressure,#1_Turbine_Negative_Pressure,#1_Turbine_Negative_Pressure.1,#1_Turbine_Main_Motor_Current,#1_Vacuum_Pump_Motor_Side_Vibration,#1_Vacuum_Pump_Free_Side_Vibration,#2_Turbine_Motor_Side_Pressure,#2_Turbine_Free_Side_Pressure,#2_Turbine_Negative_Pressure,#2_Turbine_Negative_Pressure.1,#2_Turbine_Main_Motor_Current,#2_Vacuum_Pump_Motor_Side_Vibration,#2_Vacuum_Pump_Free_Side_Vibration,#3_Turbine_Motor_Side_Pressure,#3_Turbine_Free_Side_Pressure,#3_Turbine_Negative_Pressure,#3_Turbine_Negative_Pressure.1,#3_Turbine_Main_Motor_Current,#3_Vacuum_Pump_Motor_Side_Vibration,#3_Vacuum_Pump_Free_Side_Vibration,#4_Turbine_Free_Side_Pressure,#4_Turbine_Negative_Pressure,#4_Turbine_Negative_Pressure.1,#4_Turbine_Main_Motor_Current,#4_Vacuum_Pump_Motor_Side_Vibration,#4_Vacuum_Pump_Free_Side_Vibration
2022-08-08 00:01:00,1.049,38.7,148.0,116.4,-40.9,-37.4,-39.1,93.0,63.3,16.7,5.9,-49.8,-62.7,-56.2,89.0,58.6,1.6,22.8,-53.3,-41.8,-47.5,90.0,87.3,0.6,14.7,-47.1,-47.1,100.0,82.4,13.2,2.4
2022-08-08 00:02:00,1.106,38.7,131.0,116.4,-41.1,-37.4,-39.2,93.0,63.1,16.6,5.4,-49.7,-62.5,-56.1,89.0,59.1,1.5,22.7,-53.3,-41.7,-47.5,90.0,87.0,0.6,14.7,-47.0,-47.0,100.0,82.9,13.2,2.4
2022-08-08 00:03:00,1.126,38.7,0.0,116.8,-40.8,-37.2,-39.0,93.0,64.1,16.7,5.4,-49.7,-62.5,-56.1,89.0,59.3,1.5,22.7,-53.3,-41.7,-47.5,90.0,87.4,0.6,14.7,-47.0,-47.0,100.0,82.7,13.2,2.4
2022-08-08 00:04:00,1.117,38.7,0.0,115.6,-40.7,-37.2,-38.9,93.0,65.3,16.8,5.4,-49.7,-62.6,-56.2,89.0,59.0,1.6,22.6,-53.3,-41.8,-47.5,90.0,87.2,0.6,14.5,-47.1,-47.1,100.0,82.6,13.3,2.4
2022-08-08 00:05:00,1.103,38.7,0.0,113.6,-40.6,-37.2,-38.9,93.0,66.0,16.6,5.5,-49.6,-62.5,-56.1,89.0,59.7,1.6,22.7,-53.4,-41.8,-47.6,90.0,87.5,0.6,14.6,-47.1,-47.1,100.0,82.6,13.2,2.4
2022-08-08 00:06:00,1.12,38.6,0.0,113.6,-40.6,-37.3,-38.9,93.0,66.4,16.7,5.5,-49.7,-62.6,-56.1,89.0,59.2,1.5,22.6,-53.2,-41.7,-47.5,90.0,87.7,0.6,14.7,-47.1,-47.1,100.0,82.9,13.2,2.4
2022-08-08 00:07:00,1.117,38.6,0.0,114.0,-40.5,-37.1,-38.8,93.0,67.8,16.6,5.5,-49.6,-62.4,-56.0,89.0,59.6,1.5,22.5,-53.1,-41.6,-47.4,90.0,88.1,0.6,14.7,-47.1,-47.1,100.0,83.0,13.2,2.4
2022-08-08 00:08:00,1.11,38.6,0.0,114.2,-40.5,-37.1,-38.8,93.0,67.8,16.6,5.4,-49.5,-62.4,-55.9,89.0,59.9,1.5,22.9,-53.2,-41.7,-47.5,90.0,88.1,0.6,14.6,-47.1,-47.1,100.0,82.6,13.2,2.4
2022-08-08 00:09:00,1.08,38.5,0.0,115.3,-40.5,-37.0,-38.8,93.0,67.2,16.6,5.5,-49.6,-62.6,-56.1,89.0,59.2,1.5,22.8,-53.2,-41.7,-47.4,90.0,88.4,0.6,14.6,-47.1,-47.1,100.0,82.6,13.2,2.4
2022-08-08 00:10:00,1.041,38.5,0.0,116.0,-40.6,-37.1,-38.9,93.0,67.2,16.6,5.4,-49.6,-62.6,-56.1,89.0,59.2,1.5,22.8,-53.3,-41.8,-47.5,90.0,87.8,0.6,14.7,-47.2,-47.2,100.0,82.7,13.2,2.4
2022-08-08 00:11:00,1.032,38.5,0.0,116.0,-40.4,-36.8,-38.6,93.0,67.9,16.6,5.4,-49.5,-62.4,-55.9,89.0,59.8,1.5,22.9,-53.1,-41.6,-47.3,90.0,88.2,0.6,14.8,-47.1,-47.1,100.0,82.8,13.2,2.4
2022-08-08 00:12:00,1.019,38.5,0.0,115.9,-40.5,-37.0,-38.7,93.0,67.9,16.6,5.4,-49.6,-62.7,-56.2,89.0,59.1,1.5,22.6,-53.2,-41.7,-47.4,90.0,88.0,0.6,14.7,-47.1,-47.1,100.0,82.8,13.2,2.4
2022-08-08 00:13:00,1.011,38.6,0.0,116.6,-40.5,-36.9,-38.7,93.0,68.0,16.7,5.4,-49.5,-62.5,-56.0,89.0,59.5,1.5,22.9,-53.2,-41.7,-47.4,90.0,88.0,0.6,14.7,-47.2,-47.2,100.0,82.7,13.2,2.4
2022-08-08 00:14:00,1.013,38.6,0.0,116.0,-40.7,-37.1,-38.9,93.0,66.5,16.6,5.5,-49.6,-62.7,-56.2,89.0,59.2,1.5,22.8,-53.3,-41.7,-47.5,90.0,87.8,0.6,14.7,-47.2,-47.2,100.0,82.7,13.2,2.4
