time,Gas_for_paper,Hourly_Production,Total_water,Quantitative_measurement_of_coiling_scan_frame,#1_Turbine_Motor_Side_Pressure,#1_Turbine_Free_Side_Pressure,#1_Turbine_Negative_Pressure,#1_Turbine_Negative_Pressure.1,#1_Turbine_Main_Motor_Current,#1_Vacuum_Pump_Motor_Side_Vibration,#1_Vacuum_Pump_Free_Side_Vibration,#2_Turbine_Motor_Side_Pressure,#2_Turbine_Free_Side_Pressure,#2_Turbine_Negative_Pressure,#2_Turbine_Negative_Pressure.1,#2_Turbine_Main_Motor_Current,#2_Vacuum_Pump_Motor_Side_Vibration,#2_Vacuum_Pump_Free_Side_Vibration,#3_Turbine_Motor_Side_Pressure,#3_Turbine_Free_Side_Pressure,#3_Turbine_Negative_Pressure,#3_Turbine_Negative_Pressure.1,#3_Turbine_Main_Motor_Current,#3_Vacuum_Pump_Motor_Side_Vibration,#3_Vacuum_Pump_Free_Side_Vibration,#4_Turbine_Free_Side_Pressure,#4_Turbine_Negative_Pressure,#4_Turbine_Negative_Pressure.1,#4_Turbine_Main_Motor_Current,#4_Vacuum_Pump_Motor_Side_Vibration,#4_Vacuum_Pump_Free_Side_Vibration
2022-08-16 12:08:00,1.002,37.7,106.0,127.7,-37.7,-30.9,-34.3,87.0,65.1,17.5,10.1,-35.6,-50.2,-42.9,70.0,44.7,1.6,15.6,-56.8,-41.1,-48.9,89.0,85.2,0.7,14.8,-51.0,-51.0,100.0,74.6,12.4,2.5
2022-08-16 12:09:00,1.008,37.7,106.0,127.4,-37.7,-31.0,-34.4,87.0,65.0,17.4,10.1,-35.7,-50.2,-42.9,70.0,44.8,1.6,15.7,-56.8,-41.1,-48.9,89.0,85.3,0.7,14.7,-51.0,-51.0,100.0,74.7,12.6,2.5
2022-08-16 12:10:00,1.0,37.7,106.0,127.5,-37.7,-30.8,-34.3,87.0,65.2,17.6,10.1,-35.6,-50.2,-42.9,70.0,44.8,1.6,15.6,-56.8,-41.1,-49.0,89.0,85.2,0.7,14.8,-50.9,-50.9,100.0,74.7,12.4,2.5
2022-08-16 12:11:00,1.002,37.7,106.0,126.2,-37.6,-30.8,-34.2,87.0,65.6,17.5,9.8,-35.6,-50.0,-42.8,70.0,44.9,1.6,15.7,-56.8,-41.0,-48.9,89.0,85.3,0.7,14.7,-50.9,-50.9,100.0,74.6,12.5,2.5
2022-08-16 12:12:00,1.016,37.7,105.0,125.8,-37.7,-30.8,-34.3,87.0,65.7,17.2,10.1,-35.6,-50.0,-42.8,70.0,44.9,1.6,16.1,-56.8,-41.1,-48.9,89.0,85.6,0.7,14.8,-50.9,-50.9,100.0,74.7,12.6,2.5
2022-08-16 12:13:00,1.008,37.7,105.0,126.0,-37.7,-30.9,-34.3,87.0,65.2,17.5,10.0,-35.6,-50.1,-42.8,70.0,44.9,1.6,15.9,-56.9,-41.1,-49.0,89.0,85.3,0.7,14.6,-50.9,-50.9,100.0,74.6,13.0,2.5
2022-08-16 12:14:00,1.007,37.7,105.0,126.4,-37.8,-31.1,-34.4,87.0,64.9,17.4,9.6,-35.6,-50.2,-42.9,70.0,44.6,1.6,16.1,-57.0,-41.2,-49.1,89.0,84.6,0.7,14.7,-50.9,-50.9,100.0,74.7,12.9,2.5
2022-08-16 12:15:00,1.017,37.7,105.0,127.9,-37.9,-31.2,-34.5,87.0,64.4,17.5,10.2,-35.7,-50.4,-43.0,70.0,44.2,1.6,15.9,-57.1,-41.2,-49.1,89.0,84.6,0.7,14.7,-50.9,-50.9,100.0,75.0,13.1,2.5
2022-08-16 12:16:00,1.033,37.7,105.0,128.6,-37.9,-31.3,-34.6,87.0,64.2,17.5,10.2,-35.7,-50.4,-43.0,70.0,44.1,1.6,15.5,-57.0,-41.2,-49.1,89.0,84.6,0.7,14.7,-50.9,-50.9,100.0,74.9,13.0,2.5
2022-08-16 12:17:00,1.018,37.7,107.0,128.9,-37.8,-31.1,-34.5,87.0,64.9,17.5,10.1,-35.7,-50.3,-43.0,70.0,44.1,1.7,15.8,-57.0,-41.1,-49.1,89.0,84.6,0.7,14.7,-50.9,-50.9,100.0,74.8,12.9,2.5
2022-08-16 12:18:00,0.97,37.7,106.0,128.5,-37.8,-31.2,-34.5,87.0,64.9,17.5,10.0,-35.7,-50.3,-43.0,70.0,44.2,1.6,16.1,-57.2,-41.2,-49.2,89.0,84.4,0.7,14.7,-50.9,-50.9,100.0,74.8,13.1,2.5
2022-08-16 12:19:00,0.926,37.7,107.0,128.5,-37.8,-31.2,-34.5,87.0,64.8,17.2,9.8,-35.7,-50.4,-43.0,70.0,44.3,1.6,15.6,-57.2,-41.2,-49.2,89.0,83.9,0.7,14.8,-50.8,-50.8,100.0,74.9,13.1,2.5
2022-08-16 12:20:00,0.872,37.7,106.0,125.3,-37.7,-31.0,-34.4,87.0,64.9,17.1,10.0,-35.6,-50.3,-42.9,70.0,44.4,1.6,15.9,-57.1,-41.2,-49.1,89.0,84.4,0.7,14.7,-50.9,-50.9,100.0,74.9,12.8,2.5
2022-08-16 12:21:00,0.804,37.7,106.0,125.1,-37.7,-30.9,-34.3,87.0,65.6,17.5,9.6,-35.6,-50.1,-42.8,70.0,44.9,1.6,15.8,-56.9,-41.1,-49.0,89.0,85.3,0.7,14.6,-50.9,-50.9,100.0,75.0,13.0,2.5
