D,120,2022-06-28,14:20:00,台北標準時間,-54.5,-41.7,-48.1,91.0,86.1,,0.7,14.7
D,120,2022-06-28,14:21:00,台北標準時間,-54.5,-41.7,-48.1,91.0,86.2,,0.7,14.6
D,120,2022-06-28,14:22:00,台北標準時間,-54.6,-41.7,-48.2,91.0,86.0,,0.7,14.6
D,120,2022-06-28,14:23:00,台北標準時間,-54.4,-41.6,-48.0,91.0,86.3,,0.7,14.7
D,120,2022-06-28,14:24:00,台北標準時間,-54.5,-41.7,-48.1,91.0,86.2,,0.7,14.7
D,120,2022-06-28,14:25:00,台北標準時間,-54.4,-41.7,-48.0,91.0,86.2,,0.7,14.7
D,120,2022-06-28,14:26:00,台北標準時間,-54.5,-41.6,-48.0,91.0,86.1,,0.7,14.8
D,120,2022-06-28,14:27:00,台北標準時間,-54.4,-41.7,-48.1,91.0,86.4,,0.7,14.7
D,120,2022-06-28,14:28:00,台北標準時間,-54.4,-41.6,-48.0,91.0,86.4,,0.7,14.7
D,120,2022-06-28,14:29:00,台北標準時間,-54.7,-41.8,-48.2,91.0,86.1,,0.7,14.8
D,120,2022-06-28,14:30:00,台北標準時間,-54.5,-41.7,-48.1,91.0,86.2,,0.7,14.8
D,120,2022-06-28,14:31:00,台北標準時間,-54.7,-41.7,-48.2,91.0,85.9,,0.7,14.7
D,120,2022-06-28,14:32:00,台北標準時間,-54.5,-41.7,-48.1,91.0,86.1,,0.7,14.7
D,120,2022-06-28,14:33:00,台北標準時間,-54.4,-41.7,-48.0,91.0,86.5,,0.7,14.8
D,120,2022-06-28,14:34:00,台北標準時間,-54.5,-41.7,-48.1,91.0,86.3,,0.7,14.8
D,120,2022-06-28,14:35:00,台北標準時間,-54.3,-41.6,-47.9,91.0,86.7,,0.7,14.7
D,120,2022-06-28,14:36:00,台北標準時間,-54.3,-41.6,-48.0,91.0,86.6,,0.7,14.8
D,120,2022-06-28,14:37:00,台北標準時間,-54.1,-41.5,-47.8,91.0,86.9,,0.7,14.7
D,120,2022-06-28,14:38:00,台北標準時間,-54.3,-41.6,-48.0,91.0,86.6,,0.7,14.8
D,120,2022-06-28,14:39:00,台北標準時間,-54.5,-41.7,-48.1,91.0,86.3,,0.7,14.7
D,120,2022-06-28,14:40:00,台北標準時間,-54.3,-41.7,-48.0,91.0,86.8,,0.7,14.7
D,120,2022-06-28,14:41:00,台北標準時間,-54.3,-41.6,-47.9,91.0,86.5,,0.7,14.7
D,120,2022-06-28,14:42:00,台北標準時間,-54.3,-41.6,-48.0,91.0,86.8,,0.7,14.7
D,120,2022-06-28,14:43:00,台北標準時間,-53.9,-41.6,-47.7,91.0,87.7,,0.7,14.7
D,120,2022-06-28,14:44:00,台北標準時間,-54.3,-41.7,-48.0,91.0,86.9,,0.7,14.7
D,120,2022-06-28,14:45:00,台北標準時間,-54.5,-41.7,-48.1,91.0,86.8,,0.7,14.7
D,120,2022-06-28,14:46:00,台北標準時間,-54.2,-41.6,-47.9,91.0,86.9,,0.7,14.8
D,120,2022-06-28,14:47:00,台北標準時間,-54.4,-41.7,-48.0,91.0,86.8,,0.7,14.6
D,120,2022-06-28,14:48:00,台北標準時間,-54.2,-41.6,-47.9,91.0,86.9,,0.7,14.9
D,120,2022-06-28,14:49:00,台北標準時間,-54.5,-41.7,-48.1,91.0,86.3,,0.7,14.7
D,120,2022-06-28,14:50:00,台北標準時間,-54.4,-41.6,-48.0,91.0,86.3,,0.7,14.7
D,120,2022-06-28,14:51:00,台北標準時間,-54.6,-41.7,-48.2,91.0,86.5,,0.7,14.8
D,120,2022-06-28,14:52:00,台北標準時間,-54.6,-41.6,-48.1,91.0,86.1,,0.7,14.7
D,120,2022-06-28,14:53:00,台北標準時間,-54.4,-41.6,-48.0,91.0,86.8,,0.7,14.7
D,120,2022-06-28,14:54:00,台北標準時間,-54.4,-41.6,-48.0,91.0,86.7,,0.7,14.8
D,120,2022-06-28,14:55:00,台北標準時間,-54.4,-41.6,-48.0,91.0,86.8,,0.7,14.7
D,120,2022-06-28,14:56:00,台北標準時間,-54.3,-41.6,-47.9,91.0,86.8,,0.7,14.6
D,120,2022-06-28,14:57:00,台北標準時間,-54.7,-41.8,-48.2,91.0,86.1,,0.7,14.8
D,120,2022-06-28,14:58:00,台北標準時間,-54.5,-41.7,-48.1,91.0,86.1,,0.7,14.7
D,120,2022-06-28,14:59:00,台北標準時間,-54.2,-41.6,-47.9,91.0,86.7,,0.7,14.8
D,120,2022-06-28,15:00:00,台北標準時間,-54.4,-41.7,-48.1,91.0,86.5,,0.7,14.7
D,120,2022-06-28,15:01:00,台北標準時間,-54.5,-41.7,-48.1,91.0,86.1,,0.7,14.8
D,120,2022-06-28,15:02:00,台北標準時間,-54.5,-41.6,-48.1,91.0,86.1,,0.7,14.7
D,120,2022-06-28,15:03:00,台北標準時間,-54.3,-41.6,-48.0,91.0,86.8,,0.7,14.8
D,120,2022-06-28,15:04:00,台北標準時間,-54.2,-41.5,-47.8,91.0,86.8,,0.7,14.7
D,120,2022-06-28,15:05:00,台北標準時間,-54.2,-41.6,-47.9,91.0,86.7,,0.7,14.8
D,120,2022-06-28,15:06:00,台北標準時間,-54.3,-41.6,-48.0,91.0,86.2,,0.7,14.7
D,120,2022-06-28,15:07:00,台北標準時間,-54.2,-41.6,-47.9,91.0,86.6,,0.7,14.7
D,120,2022-06-28,15:08:00,台北標準時間,-54.6,-41.7,-48.2,91.0,86.1,,0.7,14.7
D,120,2022-06-28,15:09:00,台北標準時間,-54.3,-41.6,-47.9,91.0,86.8,,0.7,14.7
D,120,2022-06-28,15:10:00,台北標準時間,-54.2,-41.6,-47.9,91.0,87.0,,0.7,14.7
D,120,2022-06-28,15:11:00,台北標準時間,-54.6,-41.7,-48.2,91.0,86.4,,0.7,14.6
D,120,2022-06-28,15:12:00,台北標準時間,-54.3,-41.6,-48.0,91.0,87.1,,0.7,14.7
D,120,2022-06-28,15:13:00,台北標準時間,-54.4,-41.6,-48.0,91.0,86.9,,0.7,14.6
D,120,2022-06-28,15:14:00,台北標準時間,-54.4,-41.7,-48.0,91.0,86.9,,0.7,14.7
D,120,2022-06-28,15:15:00,台北標準時間,-54.2,-41.6,-47.9,91.0,87.0,,0.7,14.7
D,120,2022-06-28,15:16:00,台北標準時間,-54.1,-41.5,-47.8,91.0,87.1,,0.7,14.8
D,120,2022-06-28,15:17:00,台北標準時間,-54.4,-41.6,-48.0,91.0,86.7,,0.7,14.8
D,120,2022-06-28,15:18:00,台北標準時間,-54.4,-41.6,-48.0,91.0,86.9,,0.7,14.7
D,120,2022-06-28,15:19:00,台北標準時間,-54.2,-41.6,-47.9,91.0,87.0,,0.7,14.7
D,120,2022-06-28,15:20:00,台北標準時間,-54.4,-41.6,-48.0,91.0,86.8,,0.7,14.8
D,120,2022-06-28,15:21:00,台北標準時間,-54.3,-41.6,-47.9,91.0,86.9,,0.7,14.7
D,120,2022-06-28,15:22:00,台北標準時間,-54.3,-41.6,-48.0,91.0,87.0,,0.7,14.7
D,120,2022-06-28,15:23:00,台北標準時間,-54.1,-41.6,-47.8,91.0,87.5,,0.7,14.7
D,120,2022-06-28,15:24:00,台北標準時間,-54.4,-41.6,-48.0,91.0,86.7,,0.7,14.5
D,120,2022-06-28,15:25:00,台北標準時間,-54.1,-41.5,-47.8,91.0,87.3,,0.7,14.7
D,120,2022-06-28,15:26:00,台北標準時間,-54.5,-41.6,-48.1,91.0,86.7,,0.7,14.7
D,120,2022-06-28,15:27:00,台北標準時間,-54.2,-41.6,-47.9,91.0,87.4,,0.7,14.7
D,120,2022-06-28,15:28:00,台北標準時間,-54.2,-41.5,-47.9,91.0,87.4,,0.7,14.7
D,120,2022-06-28,15:29:00,台北標準時間,-54.4,-41.7,-48.0,91.0,87.1,,0.7,14.7
D,120,2022-06-28,15:30:00,台北標準時間,-54.5,-41.7,-48.1,91.0,86.8,,0.7,14.9
D,120,2022-06-28,15:31:00,台北標準時間,-54.4,-41.6,-48.0,91.0,87.1,,0.7,14.8
D,120,2022-06-28,15:32:00,台北標準時間,-54.4,-41.6,-48.0,91.0,86.8,,0.7,14.7
D,120,2022-06-28,15:33:00,台北標準時間,-54.6,-41.7,-48.1,91.0,86.9,,0.7,14.8
D,120,2022-06-28,15:34:00,台北標準時間,-54.3,-41.6,-48.0,91.0,87.1,,0.7,14.8
D,120,2022-06-28,15:35:00,台北標準時間,-54.5,-41.7,-48.1,91.0,87.0,,0.7,14.7
D,120,2022-06-28,15:36:00,台北標準時間,-54.7,-41.7,-48.2,91.0,86.3,,0.7,14.8
D,120,2022-06-28,15:37:00,台北標準時間,-54.5,-41.7,-48.1,91.0,86.7,,0.7,14.7
D,120,2022-06-28,15:38:00,台北標準時間,-54.5,-41.7,-48.1,91.0,86.9,,0.7,14.7
D,120,2022-06-28,15:39:00,台北標準時間,-54.6,-41.7,-48.1,91.0,86.6,,0.7,14.7
D,120,2022-06-28,15:40:00,台北標準時間,-54.3,-41.5,-47.9,91.0,87.0,,0.7,14.7
D,120,2022-06-28,15:41:00,台北標準時間,-54.3,-41.6,-48.0,91.0,87.2,,0.7,14.7
D,120,2022-06-28,15:42:00,台北標準時間,-54.1,-41.5,-47.8,91.0,87.7,,0.7,14.8
D,120,2022-06-28,15:43:00,台北標準時間,-53.8,-41.4,-47.6,91.0,88.4,,0.7,14.8
D,120,2022-06-28,15:44:00,台北標準時間,-53.6,-41.4,-47.5,91.0,88.9,,0.7,14.7
D,120,2022-06-28,15:45:00,台北標準時間,-53.8,-41.4,-47.6,91.0,88.3,,0.7,14.7
D,120,2022-06-28,15:46:00,台北標準時間,-53.9,-41.5,-47.7,91.0,87.9,,0.7,14.7
D,120,2022-06-28,15:47:00,台北標準時間,-53.4,-41.4,-47.4,91.0,89.1,,0.7,14.8
D,120,2022-06-28,15:48:00,台北標準時間,-53.7,-41.6,-47.6,91.0,88.5,,0.7,14.8
D,120,2022-06-28,15:49:00,台北標準時間,-53.7,-41.5,-47.6,91.0,88.4,,0.7,14.9
D,120,2022-06-28,15:50:00,台北標準時間,-53.6,-41.5,-47.6,91.0,88.8,,0.7,14.8
D,120,2022-06-28,15:51:00,台北標準時間,-52.8,-41.4,-47.1,91.0,90.2,,0.7,14.9
D,120,2022-06-28,15:52:00,台北標準時間,-52.9,-41.2,-47.1,91.0,89.4,,0.7,14.7
D,120,2022-06-28,15:53:00,台北標準時間,-54.3,-41.8,-48.0,91.0,87.2,,0.7,14.9
D,120,2022-06-28,15:54:00,台北標準時間,-53.6,-41.7,-47.7,91.0,89.4,,0.7,14.7
D,120,2022-06-28,15:55:00,台北標準時間,-52.5,-41.2,-46.8,91.0,90.8,,0.7,14.8
D,120,2022-06-28,15:56:00,台北標準時間,-53.5,-41.5,-47.5,91.0,88.4,,0.7,14.8
D,120,2022-06-28,15:57:00,台北標準時間,-53.5,-41.5,-47.5,91.0,88.5,,0.7,14.9
D,120,2022-06-28,15:58:00,台北標準時間,-53.5,-41.6,-47.6,91.0,88.9,,0.7,14.8
D,120,2022-06-28,15:59:00,台北標準時間,-52.5,-41.2,-46.9,91.0,90.4,,0.7,14.9
D,120,2022-06-28,16:00:00,台北標準時間,-53.2,-41.4,-47.3,91.0,89.1,,0.7,14.9
D,120,2022-06-28,16:01:00,台北標準時間,-53.4,-41.6,-47.5,91.0,89.3,,0.7,14.8
D,120,2022-06-28,16:02:00,台北標準時間,-51.8,-41.0,-46.4,91.0,91.8,,0.7,14.9
D,120,2022-06-28,16:03:00,台北標準時間,-53.2,-41.4,-47.3,91.0,89.0,,0.7,14.7
D,120,2022-06-28,16:04:00,台北標準時間,-53.8,-41.8,-47.8,91.0,88.5,,0.7,14.7
D,120,2022-06-28,16:05:00,台北標準時間,-51.3,-40.8,-46.1,91.0,92.6,,0.7,15.1
D,120,2022-06-28,16:06:00,台北標準時間,-53.0,-41.3,-47.1,91.0,89.1,,0.7,14.8
D,120,2022-06-28,16:07:00,台北標準時間,-53.7,-41.7,-47.7,91.0,88.6,,0.7,14.8
D,120,2022-06-28,16:08:00,台北標準時間,-52.6,-41.2,-46.9,91.0,90.4,,0.7,14.9
D,120,2022-06-28,16:09:00,台北標準時間,-52.8,-41.3,-47.1,91.0,90.1,,0.7,14.6
D,120,2022-06-28,16:10:00,台北標準時間,-53.1,-41.4,-47.3,91.0,89.6,,0.7,14.7
D,120,2022-06-28,16:11:00,台北標準時間,-52.7,-41.4,-47.0,91.0,90.6,,0.7,14.8
D,120,2022-06-28,16:12:00,台北標準時間,-52.6,-41.3,-46.9,91.0,90.2,,0.7,14.8
D,120,2022-06-28,16:13:00,台北標準時間,-53.1,-41.5,-47.3,91.0,89.2,,0.7,14.7
D,120,2022-06-28,16:14:00,台北標準時間,-53.3,-41.6,-47.5,91.0,89.1,,0.7,14.8
D,120,2022-06-28,16:15:00,台北標準時間,-51.3,-40.9,-46.1,91.0,93.1,,0.7,14.9
D,120,2022-06-28,16:16:00,台北標準時間,-50.6,-40.5,-45.5,91.0,94.3,,0.7,15.5
D,120,2022-06-28,16:17:00,台北標準時間,-54.8,-41.8,-48.3,91.0,86.7,,0.7,14.7
D,120,2022-06-28,16:18:00,台北標準時間,-54.0,-41.8,-47.9,91.0,88.9,,0.7,14.7
D,120,2022-06-28,16:19:00,台北標準時間,-52.6,-41.2,-46.9,91.0,90.9,,0.7,15.0
D,120,2022-06-28,16:20:00,台北標準時間,-53.6,-41.6,-47.6,91.0,87.6,,0.7,14.8
D,120,2022-06-28,16:21:00,台北標準時間,-53.2,-41.5,-47.4,91.0,87.9,,0.7,14.8
D,120,2022-06-28,16:22:00,台北標準時間,-53.2,-41.4,-47.3,91.0,87.7,,0.7,14.7
D,120,2022-06-28,16:23:00,台北標準時間,-53.1,-41.5,-47.3,91.0,88.3,,0.7,14.7
D,120,2022-06-28,16:24:00,台北標準時間,-53.1,-41.4,-47.3,91.0,88.1,,0.7,14.7
D,120,2022-06-28,16:25:00,台北標準時間,-52.8,-41.4,-47.1,91.0,88.7,,0.7,14.8
D,120,2022-06-28,16:26:00,台北標準時間,-52.8,-41.3,-47.0,91.0,88.4,,0.7,14.8
D,120,2022-06-28,16:27:00,台北標準時間,-52.9,-41.4,-47.1,91.0,88.3,,0.7,14.7
D,120,2022-06-28,16:28:00,台北標準時間,-51.1,-40.7,-45.9,91.0,92.1,,0.7,15.0
D,120,2022-06-28,16:29:00,台北標準時間,-53.2,-41.4,-47.3,91.0,88.3,,0.7,14.7
D,120,2022-06-28,16:30:00,台北標準時間,-56.4,-42.8,-49.6,91.0,83.9,,0.7,14.3
D,120,2022-06-28,16:31:00,台北標準時間,-52.2,-41.1,-46.6,91.0,90.2,,0.7,15.1
D,120,2022-06-28,16:32:00,台北標準時間,-53.4,-41.4,-47.4,91.0,88.0,,0.7,14.8
D,120,2022-06-28,16:33:00,台北標準時間,-53.8,-41.6,-47.7,91.0,87.1,,0.7,14.8
D,120,2022-06-28,16:34:00,台北標準時間,-53.1,-41.4,-47.3,91.0,88.4,,0.7,14.9
D,120,2022-06-28,16:35:00,台北標準時間,-52.7,-41.2,-47.0,91.0,89.3,,0.7,15.2
D,120,2022-06-28,16:36:00,台北標準時間,-53.7,-41.6,-47.6,91.0,87.8,,0.7,14.8
D,120,2022-06-28,16:37:00,台北標準時間,-53.5,-41.5,-47.5,91.0,87.7,,0.7,14.7
D,120,2022-06-28,16:38:00,台北標準時間,-53.6,-41.5,-47.6,91.0,87.5,,0.7,14.8
D,120,2022-06-28,16:39:00,台北標準時間,-54.0,-41.6,-47.8,91.0,86.9,,0.7,14.7
D,120,2022-06-28,16:40:00,台北標準時間,-53.7,-41.5,-47.6,91.0,87.6,,0.7,14.8
D,120,2022-06-28,16:41:00,台北標準時間,-53.9,-41.6,-47.8,91.0,87.0,,0.7,14.8
D,120,2022-06-28,16:42:00,台北標準時間,-54.1,-41.7,-47.9,91.0,86.9,,0.7,14.7
D,120,2022-06-28,16:43:00,台北標準時間,-53.7,-41.5,-47.6,91.0,87.6,,0.7,14.9
D,120,2022-06-28,16:44:00,台北標準時間,-53.6,-41.5,-47.5,91.0,87.7,,0.7,14.8
D,120,2022-06-28,16:45:00,台北標準時間,-53.1,-41.4,-47.3,91.0,88.5,,0.7,14.8
D,120,2022-06-28,16:46:00,台北標準時間,-53.3,-41.4,-47.3,91.0,88.3,,0.7,14.8
D,120,2022-06-28,16:47:00,台北標準時間,-53.4,-41.4,-47.4,91.0,88.2,,0.7,14.8
D,120,2022-06-28,16:48:00,台北標準時間,-53.7,-41.6,-47.6,91.0,87.6,,0.7,14.7
D,120,2022-06-28,16:49:00,台北標準時間,-53.5,-41.5,-47.5,91.0,88.1,,0.7,14.8
D,120,2022-06-28,16:50:00,台北標準時間,-53.1,-41.4,-47.2,91.0,88.4,,0.7,14.9
D,120,2022-06-28,16:51:00,台北標準時間,-53.6,-41.6,-47.6,91.0,87.9,,0.7,14.9
D,120,2022-06-28,16:52:00,台北標準時間,-53.3,-41.5,-47.4,91.0,88.5,,0.7,14.9
D,120,2022-06-28,16:53:00,台北標準時間,-53.8,-41.6,-47.7,91.0,87.7,,0.7,14.9
D,120,2022-06-28,16:54:00,台北標準時間,-53.7,-41.6,-47.7,91.0,88.3,,0.7,14.7
D,120,2022-06-28,16:55:00,台北標準時間,-53.0,-41.4,-47.2,91.0,89.2,,0.7,14.9
D,120,2022-06-28,16:56:00,台北標準時間,-53.6,-41.5,-47.5,91.0,88.1,,0.7,14.8
D,120,2022-06-28,16:57:00,台北標準時間,-53.9,-41.7,-47.8,91.0,87.3,,0.7,14.8
D,120,2022-06-28,16:58:00,台北標準時間,-53.2,-41.5,-47.4,91.0,88.5,,0.7,14.9
D,120,2022-06-28,16:59:00,台北標準時間,-53.3,-41.4,-47.4,91.0,88.3,,0.7,14.8
D,120,2022-06-28,17:00:00,台北標準時間,-53.4,-41.5,-47.5,91.0,88.0,,0.7,14.9
D,120,2022-06-28,17:01:00,台北標準時間,-54.0,-41.6,-47.8,91.0,87.1,,0.7,14.7
D,120,2022-06-28,17:02:00,台北標準時間,-53.6,-41.5,-47.6,91.0,87.7,,0.7,14.9
D,120,2022-06-28,17:03:00,台北標準時間,-53.6,-41.5,-47.6,91.0,87.7,,0.7,14.9
D,120,2022-06-28,17:04:00,台北標準時間,-53.3,-41.4,-47.4,91.0,88.4,,0.7,14.9
D,120,2022-06-28,17:05:00,台北標準時間,-53.7,-41.5,-47.6,91.0,87.2,,0.7,14.8
D,120,2022-06-28,17:06:00,台北標準時間,-53.7,-41.5,-47.6,91.0,87.4,,0.7,14.8
D,120,2022-06-28,17:07:00,台北標準時間,-53.5,-41.5,-47.5,91.0,88.1,,0.7,14.9
D,120,2022-06-28,17:08:00,台北標準時間,-54.2,-41.8,-48.0,91.0,87.0,,0.7,14.5
D,120,2022-06-28,17:09:00,台北標準時間,-54.1,-41.7,-47.9,91.0,86.8,,0.7,14.7
D,120,2022-06-28,17:10:00,台北標準時間,-53.9,-41.6,-47.7,91.0,87.1,,0.7,14.8
D,120,2022-06-28,17:11:00,台北標準時間,-53.8,-41.6,-47.7,91.0,87.4,,0.7,14.8
D,120,2022-06-28,17:12:00,台北標準時間,-54.0,-41.6,-47.8,91.0,86.9,,0.7,14.8
D,120,2022-06-28,17:13:00,台北標準時間,-53.8,-41.6,-47.7,91.0,87.7,,0.7,14.7
D,120,2022-06-28,17:14:00,台北標準時間,-53.9,-41.6,-47.8,91.0,87.2,,0.7,14.8
D,120,2022-06-28,17:15:00,台北標準時間,-53.9,-41.6,-47.7,91.0,87.6,,0.7,14.8
D,120,2022-06-28,17:16:00,台北標準時間,-53.9,-41.5,-47.7,91.0,87.4,,0.7,14.8
D,120,2022-06-28,17:17:00,台北標準時間,-53.8,-41.5,-47.7,91.0,87.5,,0.7,14.7
D,120,2022-06-28,17:18:00,台北標準時間,-53.9,-41.5,-47.7,91.0,87.1,,0.7,14.9
D,120,2022-06-28,17:19:00,台北標準時間,-53.8,-41.6,-47.7,91.0,87.8,,0.7,14.7
D,120,2022-06-28,17:20:00,台北標準時間,-53.8,-41.5,-47.6,91.0,87.6,,0.7,14.8
D,120,2022-06-28,17:21:00,台北標準時間,-53.4,-41.4,-47.4,91.0,88.1,,0.7,14.8
D,120,2022-06-28,17:22:00,台北標準時間,-53.6,-41.6,-47.6,91.0,87.7,,0.7,14.7
D,120,2022-06-28,17:23:00,台北標準時間,-53.2,-41.3,-47.3,91.0,88.4,,0.7,14.8
D,120,2022-06-28,17:24:00,台北標準時間,-53.9,-41.6,-47.8,91.0,87.1,,0.7,14.8
D,120,2022-06-28,17:25:00,台北標準時間,-53.6,-41.5,-47.6,91.0,87.6,,0.7,14.7
D,120,2022-06-28,17:26:00,台北標準時間,-53.7,-41.5,-47.6,91.0,87.3,,0.7,14.8
D,120,2022-06-28,17:27:00,台北標準時間,-54.0,-41.6,-47.8,91.0,86.7,,0.7,14.8
D,120,2022-06-28,17:28:00,台北標準時間,-53.8,-41.6,-47.7,91.0,87.0,,0.7,14.8
D,120,2022-06-28,17:29:00,台北標準時間,-53.9,-41.5,-47.7,91.0,87.0,,0.7,14.9
D,120,2022-06-28,17:30:00,台北標準時間,-53.5,-41.4,-47.4,91.0,87.8,,0.7,14.7
D,120,2022-06-28,17:31:00,台北標準時間,-54.3,-41.7,-48.0,91.0,86.2,,0.7,14.8
D,120,2022-06-28,17:32:00,台北標準時間,-54.2,-41.7,-48.0,91.0,86.5,,0.7,14.8
D,120,2022-06-28,17:33:00,台北標準時間,-54.3,-41.8,-48.0,91.0,86.3,,0.7,14.7
D,120,2022-06-28,17:34:00,台北標準時間,-54.1,-41.6,-47.8,91.0,86.8,,0.7,14.8
D,120,2022-06-28,17:35:00,台北標準時間,-54.2,-41.6,-47.9,91.0,86.5,,0.7,14.8
D,120,2022-06-28,17:36:00,台北標準時間,-53.9,-41.5,-47.7,91.0,86.9,,0.7,14.9
D,120,2022-06-28,17:37:00,台北標準時間,-54.0,-41.5,-47.7,91.0,86.8,,0.7,14.9
D,120,2022-06-28,17:38:00,台北標準時間,-54.2,-41.5,-47.9,91.0,86.2,,0.7,14.7
D,120,2022-06-28,17:39:00,台北標準時間,-54.5,-41.7,-48.1,91.0,85.8,,0.7,14.9
D,120,2022-06-28,17:40:00,台北標準時間,-54.2,-41.5,-47.8,91.0,86.4,,0.7,14.8
D,120,2022-06-28,17:41:00,台北標準時間,-54.5,-41.7,-48.1,91.0,86.0,,0.7,14.7
D,120,2022-06-28,17:42:00,台北標準時間,-54.3,-41.6,-48.0,91.0,86.1,,0.7,14.9
D,120,2022-06-28,17:43:00,台北標準時間,-54.4,-41.6,-48.0,91.0,86.1,,0.7,14.7
D,120,2022-06-28,17:44:00,台北標準時間,-54.5,-41.7,-48.1,91.0,86.0,,0.7,14.9
D,120,2022-06-28,17:45:00,台北標準時間,-54.6,-41.8,-48.2,91.0,86.1,,0.7,14.7
D,120,2022-06-28,17:46:00,台北標準時間,-54.4,-41.7,-48.0,91.0,86.3,,0.7,14.7
D,120,2022-06-28,17:47:00,台北標準時間,-54.3,-41.7,-48.0,91.0,86.1,,0.7,14.8
D,120,2022-06-28,17:48:00,台北標準時間,-54.3,-41.6,-47.9,91.0,86.2,,0.7,14.8
D,120,2022-06-28,17:49:00,台北標準時間,-54.5,-41.7,-48.1,91.0,86.5,,0.7,14.8
D,120,2022-06-28,17:50:00,台北標準時間,-54.0,-41.5,-47.7,91.0,87.2,,0.7,14.8
D,120,2022-06-28,17:51:00,台北標準時間,-54.3,-41.7,-48.0,91.0,86.3,,0.7,14.8
D,120,2022-06-28,17:52:00,台北標準時間,-54.4,-41.8,-48.1,91.0,86.6,,0.7,14.9
D,120,2022-06-28,17:53:00,台北標準時間,-53.9,-41.5,-47.7,91.0,87.1,,0.7,14.8
D,120,2022-06-28,17:54:00,台北標準時間,-54.3,-41.6,-48.0,91.0,86.3,,0.7,14.7
D,120,2022-06-28,17:55:00,台北標準時間,-54.3,-41.7,-48.0,91.0,86.5,,0.7,14.7
D,120,2022-06-28,17:56:00,台北標準時間,-54.3,-41.7,-48.0,91.0,86.9,,0.7,14.7
D,120,2022-06-28,17:57:00,台北標準時間,-54.2,-41.6,-47.9,91.0,86.7,,0.7,14.8
D,120,2022-06-28,17:58:00,台北標準時間,-54.3,-41.6,-48.0,91.0,86.1,,0.7,14.7
D,120,2022-06-28,17:59:00,台北標準時間,-54.3,-41.6,-47.9,91.0,86.2,,0.7,14.7
