D,121,2022-05-25,14:36:00,台北標準時間,-51.5,,-51.5,100.0,72.9,,13.3,2.5
D,121,2022-05-25,14:37:00,台北標準時間,-51.6,,-51.6,100.0,73.3,,13.3,2.5
D,121,2022-05-25,14:38:00,台北標準時間,-51.5,,-51.5,100.0,73.2,,13.3,2.5
D,121,2022-05-25,14:39:00,台北標準時間,-51.6,,-51.6,100.0,73.3,,13.3,2.4
D,121,2022-05-25,14:40:00,台北標準時間,-51.6,,-51.6,100.0,73.1,,13.3,2.4
D,121,2022-05-25,14:41:00,台北標準時間,-51.6,,-51.6,100.0,73.3,,13.3,2.4
D,121,2022-05-25,14:42:00,台北標準時間,-51.6,,-51.6,100.0,73.5,,13.3,2.4
D,121,2022-05-25,14:43:00,台北標準時間,-51.5,,-51.5,100.0,73.4,,13.3,2.4
D,121,2022-05-25,14:44:00,台北標準時間,-51.5,,-51.5,100.0,73.4,,13.3,2.4
D,121,2022-05-25,14:45:00,台北標準時間,-51.5,,-51.5,100.0,73.2,,13.3,2.4
D,121,2022-05-25,14:46:00,台北標準時間,-51.5,,-51.5,100.0,73.2,,13.3,2.4
D,121,2022-05-25,14:47:00,台北標準時間,-51.6,,-51.6,100.0,73.1,,13.3,2.4
D,121,2022-05-25,14:48:00,台北標準時間,-51.5,,-51.5,100.0,72.8,,13.3,2.5
D,121,2022-05-25,14:49:00,台北標準時間,-51.5,,-51.5,100.0,73.3,,13.3,2.4
D,121,2022-05-25,14:50:00,台北標準時間,-51.6,,-51.6,100.0,73.4,,13.3,2.4
D,121,2022-05-25,14:51:00,台北標準時間,-51.5,,-51.5,100.0,73.2,,13.3,2.4
D,121,2022-05-25,14:52:00,台北標準時間,-51.5,,-51.5,100.0,73.3,,13.3,2.4
D,121,2022-05-25,14:53:00,台北標準時間,-51.5,,-51.5,100.0,73.3,,13.3,2.5
D,121,2022-05-25,14:54:00,台北標準時間,-51.5,,-51.5,100.0,73.4,,13.3,2.4
D,121,2022-05-25,14:55:00,台北標準時間,-51.5,,-51.5,100.0,73.4,,13.3,2.4
D,121,2022-05-25,14:56:00,台北標準時間,-51.5,,-51.5,100.0,73.5,,13.3,2.5
D,121,2022-05-25,14:57:00,台北標準時間,-51.5,,-51.5,100.0,73.5,,13.3,2.4
D,121,2022-05-25,14:58:00,台北標準時間,-51.5,,-51.5,100.0,73.1,,13.3,2.5
D,121,2022-05-25,14:59:00,台北標準時間,-51.5,,-51.5,100.0,73.5,,13.3,2.4
D,121,2022-05-25,15:00:00,台北標準時間,-51.5,,-51.5,100.0,73.4,,13.3,2.4
D,121,2022-05-25,15:01:00,台北標準時間,-51.5,,-51.5,100.0,73.2,,13.3,2.4
D,121,2022-05-25,15:02:00,台北標準時間,-51.5,,-51.5,100.0,73.4,,13.3,2.5
D,121,2022-05-25,15:03:00,台北標準時間,-51.5,,-51.5,100.0,73.2,,13.3,2.4
D,121,2022-05-25,15:04:00,台北標準時間,-51.5,,-51.5,100.0,73.4,,13.3,2.4
D,121,2022-05-25,15:05:00,台北標準時間,-51.5,,-51.5,100.0,73.4,,13.3,2.5
D,121,2022-05-25,15:06:00,台北標準時間,-51.5,,-51.5,100.0,73.4,,13.3,2.5
D,121,2022-05-25,15:07:00,台北標準時間,-51.5,,-51.5,100.0,73.3,,13.3,2.5
D,121,2022-05-25,15:08:00,台北標準時間,-51.5,,-51.5,100.0,73.3,,13.3,2.4
D,121,2022-05-25,15:09:00,台北標準時間,-51.5,,-51.5,100.0,73.2,,13.3,2.4
D,121,2022-05-25,15:10:00,台北標準時間,-51.5,,-51.5,100.0,73.3,,13.3,2.5
D,121,2022-05-25,15:11:00,台北標準時間,-51.5,,-51.5,100.0,73.5,,13.3,2.4
D,121,2022-05-25,15:12:00,台北標準時間,-51.5,,-51.5,100.0,73.3,,13.3,2.4
D,121,2022-05-25,15:13:00,台北標準時間,-51.5,,-51.5,100.0,73.4,,13.3,2.5
D,121,2022-05-25,15:14:00,台北標準時間,-51.5,,-51.5,100.0,73.2,,13.3,2.5
D,121,2022-05-25,15:15:00,台北標準時間,-51.5,,-51.5,100.0,73.2,,13.3,2.4
D,121,2022-05-25,15:16:00,台北標準時間,-51.5,,-51.5,100.0,73.2,,13.3,2.4
D,121,2022-05-25,15:17:00,台北標準時間,-51.5,,-51.5,100.0,73.2,,13.3,2.4
D,121,2022-05-25,15:18:00,台北標準時間,-51.5,,-51.5,100.0,73.4,,13.3,2.5
D,121,2022-05-25,15:19:00,台北標準時間,-51.5,,-51.5,100.0,73.5,,13.3,2.4
D,121,2022-05-25,15:20:00,台北標準時間,-51.5,,-51.5,100.0,73.5,,13.3,2.4
D,121,2022-05-25,15:21:00,台北標準時間,-51.5,,-51.5,100.0,73.5,,13.3,2.4
D,121,2022-05-25,15:22:00,台北標準時間,-51.5,,-51.5,100.0,73.4,,13.3,2.5
D,121,2022-05-25,15:23:00,台北標準時間,-51.5,,-51.5,100.0,73.3,,13.3,2.4
D,121,2022-05-25,15:24:00,台北標準時間,-51.5,,-51.5,100.0,73.3,,13.3,2.4
D,121,2022-05-25,15:25:00,台北標準時間,-51.5,,-51.5,100.0,73.4,,13.3,2.4
D,121,2022-05-25,15:26:00,台北標準時間,-51.5,,-51.5,100.0,73.4,,13.3,2.4
D,121,2022-05-25,15:27:00,台北標準時間,-51.5,,-51.5,100.0,73.6,,13.3,2.5
D,121,2022-05-25,15:28:00,台北標準時間,-51.5,,-51.5,100.0,73.3,,13.3,2.4
D,121,2022-05-25,15:29:00,台北標準時間,-51.6,,-51.6,100.0,73.5,,13.3,2.4
D,121,2022-05-25,15:30:00,台北標準時間,-51.5,,-51.5,100.0,73.5,,13.3,2.4
D,121,2022-05-25,15:31:00,台北標準時間,-51.5,,-51.5,100.0,73.5,,13.3,2.5
D,121,2022-05-25,15:32:00,台北標準時間,-51.5,,-51.5,100.0,73.5,,13.3,2.4
D,121,2022-05-25,15:33:00,台北標準時間,-51.5,,-51.5,100.0,73.1,,13.3,2.4
D,121,2022-05-25,15:34:00,台北標準時間,-51.5,,-51.5,100.0,73.0,,13.3,2.4
D,121,2022-05-25,15:35:00,台北標準時間,-51.6,,-51.6,100.0,72.8,,13.3,2.4
D,121,2022-05-25,15:36:00,台北標準時間,-51.5,,-51.5,100.0,72.7,,13.3,2.5
D,121,2022-05-25,15:37:00,台北標準時間,-51.5,,-51.5,100.0,73.0,,13.3,2.5
D,121,2022-05-25,15:38:00,台北標準時間,-51.5,,-51.5,100.0,73.5,,13.3,2.4
D,121,2022-05-25,15:39:00,台北標準時間,-51.6,,-51.6,100.0,73.1,,13.3,2.5
D,121,2022-05-25,15:40:00,台北標準時間,-51.6,,-51.6,100.0,73.1,,13.3,2.4
D,121,2022-05-25,15:41:00,台北標準時間,-51.6,,-51.6,100.0,73.1,,13.3,2.4
D,121,2022-05-25,15:42:00,台北標準時間,-51.6,,-51.6,100.0,73.4,,13.3,2.4
D,121,2022-05-25,15:43:00,台北標準時間,-51.6,,-51.6,100.0,73.2,,13.3,2.5
D,121,2022-05-25,15:44:00,台北標準時間,-51.5,,-51.5,100.0,72.9,,13.3,2.4
D,121,2022-05-25,15:45:00,台北標準時間,-51.6,,-51.6,100.0,73.1,,13.3,2.5
D,121,2022-05-25,15:46:00,台北標準時間,-51.6,,-51.6,100.0,73.4,,13.3,2.4
D,121,2022-05-25,15:47:00,台北標準時間,-51.6,,-51.6,100.0,73.2,,13.3,2.4
D,121,2022-05-25,15:48:00,台北標準時間,-51.6,,-51.6,100.0,72.9,,13.3,2.4
D,121,2022-05-25,15:49:00,台北標準時間,-51.6,,-51.6,100.0,72.9,,13.3,2.5
D,121,2022-05-25,15:50:00,台北標準時間,-51.6,,-51.6,100.0,73.2,,13.3,2.4
D,121,2022-05-25,15:51:00,台北標準時間,-51.6,,-51.6,100.0,73.1,,13.3,2.4
D,121,2022-05-25,15:52:00,台北標準時間,-51.6,,-51.6,100.0,73.2,,13.3,2.4
D,121,2022-05-25,15:53:00,台北標準時間,-51.6,,-51.6,100.0,73.2,,13.3,2.5
D,121,2022-05-25,15:54:00,台北標準時間,-51.6,,-51.6,100.0,73.2,,13.3,2.4
D,121,2022-05-25,15:55:00,台北標準時間,-51.6,,-51.6,100.0,73.3,,13.3,2.4
D,121,2022-05-25,15:56:00,台北標準時間,-51.6,,-51.6,100.0,73.3,,13.3,2.4
D,121,2022-05-25,15:57:00,台北標準時間,-51.6,,-51.6,100.0,73.2,,13.3,2.5
D,121,2022-05-25,15:58:00,台北標準時間,-51.6,,-51.6,100.0,73.2,,13.3,2.5
D,121,2022-05-25,15:59:00,台北標準時間,-51.6,,-51.6,100.0,73.2,,13.3,2.4
D,121,2022-05-25,16:00:00,台北標準時間,-51.6,,-51.6,100.0,73.3,,13.3,2.5
D,121,2022-05-25,16:01:00,台北標準時間,-51.6,,-51.6,100.0,73.4,,13.3,2.4
D,121,2022-05-25,16:02:00,台北標準時間,-51.6,,-51.6,100.0,73.3,,13.3,2.5
D,121,2022-05-25,16:03:00,台北標準時間,-51.6,,-51.6,100.0,73.1,,13.3,2.5
D,121,2022-05-25,16:04:00,台北標準時間,-51.6,,-51.6,100.0,73.2,,13.3,2.4
D,121,2022-05-25,16:05:00,台北標準時間,-51.6,,-51.6,100.0,73.5,,13.2,2.4
D,121,2022-05-25,16:06:00,台北標準時間,-51.6,,-51.6,100.0,73.2,,13.2,2.4
D,121,2022-05-25,16:07:00,台北標準時間,-51.6,,-51.6,100.0,73.2,,13.3,2.4
D,121,2022-05-25,16:08:00,台北標準時間,-51.6,,-51.6,100.0,73.2,,13.2,2.4
D,121,2022-05-25,16:09:00,台北標準時間,-51.6,,-51.6,100.0,73.3,,13.2,2.4
D,121,2022-05-25,16:10:00,台北標準時間,-51.6,,-51.6,100.0,73.3,,13.3,2.4
D,121,2022-05-25,16:11:00,台北標準時間,-51.6,,-51.6,100.0,73.1,,13.3,2.4
D,121,2022-05-25,16:12:00,台北標準時間,-51.6,,-51.6,100.0,73.3,,13.2,2.5
D,121,2022-05-25,16:13:00,台北標準時間,-51.6,,-51.6,100.0,73.0,,13.2,2.4
D,121,2022-05-25,16:14:00,台北標準時間,-51.6,,-51.6,100.0,73.3,,13.2,2.4
D,121,2022-05-25,16:15:00,台北標準時間,-51.6,,-51.6,100.0,73.2,,13.2,2.4
D,121,2022-05-25,16:16:00,台北標準時間,-51.6,,-51.6,100.0,72.8,,13.2,2.4
D,121,2022-05-25,16:17:00,台北標準時間,-51.6,,-51.6,100.0,73.2,,13.2,2.5
D,121,2022-05-25,16:18:00,台北標準時間,-51.6,,-51.6,100.0,73.2,,13.2,2.4
D,121,2022-05-25,16:19:00,台北標準時間,-51.6,,-51.6,100.0,73.3,,13.3,2.5
D,121,2022-05-25,16:20:00,台北標準時間,-51.6,,-51.6,100.0,73.3,,13.3,2.4
D,121,2022-05-25,16:21:00,台北標準時間,-51.6,,-51.6,100.0,73.3,,13.2,2.5
D,121,2022-05-25,16:22:00,台北標準時間,-51.6,,-51.6,100.0,73.1,,13.2,2.4
D,121,2022-05-25,16:23:00,台北標準時間,-51.6,,-51.6,100.0,73.3,,13.2,2.4
D,121,2022-05-25,16:24:00,台北標準時間,-51.6,,-51.6,100.0,73.2,,13.2,2.4
D,121,2022-05-25,16:25:00,台北標準時間,-51.6,,-51.6,100.0,73.2,,13.2,2.5
D,121,2022-05-25,16:26:00,台北標準時間,-51.6,,-51.6,100.0,73.1,,13.2,2.5
D,121,2022-05-25,16:27:00,台北標準時間,-51.6,,-51.6,100.0,73.2,,13.2,2.4
D,121,2022-05-25,16:28:00,台北標準時間,-51.7,,-51.7,100.0,73.1,,13.2,2.5
D,121,2022-05-25,16:29:00,台北標準時間,-51.6,,-51.6,100.0,73.1,,13.2,2.6
D,121,2022-05-25,16:30:00,台北標準時間,-51.7,,-51.7,100.0,73.3,,13.2,2.5
D,121,2022-05-25,16:31:00,台北標準時間,-51.6,,-51.6,100.0,73.1,,13.3,2.5
D,121,2022-05-25,16:32:00,台北標準時間,-51.7,,-51.7,100.0,73.1,,13.2,2.4
D,121,2022-05-25,16:33:00,台北標準時間,-51.7,,-51.7,100.0,73.2,,13.3,2.6
D,121,2022-05-25,16:34:00,台北標準時間,-51.7,,-51.7,100.0,73.1,,13.2,2.5
D,121,2022-05-25,16:35:00,台北標準時間,-51.7,,-51.7,100.0,73.5,,13.2,2.5
D,121,2022-05-25,16:36:00,台北標準時間,-51.7,,-51.7,100.0,73.3,,13.2,2.4
D,121,2022-05-25,16:37:00,台北標準時間,-51.7,,-51.7,100.0,73.3,,13.2,2.5
D,121,2022-05-25,16:38:00,台北標準時間,-51.7,,-51.7,100.0,73.2,,13.2,2.5
D,121,2022-05-25,16:39:00,台北標準時間,-51.7,,-51.7,100.0,73.3,,13.2,2.4
D,121,2022-05-25,16:40:00,台北標準時間,-51.7,,-51.7,100.0,73.6,,13.2,2.4
D,121,2022-05-25,16:41:00,台北標準時間,-51.7,,-51.7,100.0,73.6,,13.2,2.4
D,121,2022-05-25,16:42:00,台北標準時間,-51.7,,-51.7,100.0,73.6,,13.2,2.4
D,121,2022-05-25,16:43:00,台北標準時間,-51.7,,-51.7,100.0,73.5,,13.2,2.4
D,121,2022-05-25,16:44:00,台北標準時間,-51.7,,-51.7,100.0,73.7,,13.2,2.4
D,121,2022-05-25,16:45:00,台北標準時間,-51.7,,-51.7,100.0,73.7,,13.2,2.5
D,121,2022-05-25,16:46:00,台北標準時間,-51.7,,-51.7,100.0,73.6,,13.2,2.5
D,121,2022-05-25,16:47:00,台北標準時間,-51.7,,-51.7,100.0,73.6,,13.2,2.4
D,121,2022-05-25,16:48:00,台北標準時間,-51.7,,-51.7,100.0,73.5,,13.3,2.4
D,121,2022-05-25,16:49:00,台北標準時間,-51.6,,-51.6,100.0,73.3,,13.2,2.4
D,121,2022-05-25,16:50:00,台北標準時間,-51.6,,-51.6,100.0,73.3,,13.2,2.5
D,121,2022-05-25,16:51:00,台北標準時間,-51.7,,-51.7,100.0,73.3,,13.2,2.5
D,121,2022-05-25,16:52:00,台北標準時間,-51.7,,-51.7,100.0,73.3,,13.2,2.4
D,121,2022-05-25,16:53:00,台北標準時間,-51.7,,-51.7,100.0,73.5,,13.3,2.4
D,121,2022-05-25,16:54:00,台北標準時間,-51.7,,-51.7,100.0,73.2,,13.2,2.4
D,121,2022-05-25,16:55:00,台北標準時間,-51.7,,-51.7,100.0,73.3,,13.2,2.4
D,121,2022-05-25,16:56:00,台北標準時間,-51.7,,-51.7,100.0,73.4,,13.2,2.5
D,121,2022-05-25,16:57:00,台北標準時間,-51.6,,-51.6,100.0,73.3,,13.2,2.5
D,121,2022-05-25,16:58:00,台北標準時間,-51.7,,-51.7,100.0,73.3,,13.3,2.4
D,121,2022-05-25,16:59:00,台北標準時間,-51.6,,-51.6,100.0,73.4,,13.2,2.5
D,121,2022-05-25,17:00:00,台北標準時間,-51.7,,-51.7,100.0,73.3,,13.2,2.5
D,121,2022-05-25,17:01:00,台北標準時間,-51.7,,-51.7,100.0,73.4,,13.2,2.4
D,121,2022-05-25,17:02:00,台北標準時間,-51.7,,-51.7,100.0,73.2,,13.2,2.5
D,121,2022-05-25,17:03:00,台北標準時間,-51.7,,-51.7,100.0,73.2,,13.2,2.4
D,121,2022-05-25,17:04:00,台北標準時間,-51.7,,-51.7,100.0,73.3,,13.3,2.4
D,121,2022-05-25,17:05:00,台北標準時間,-51.7,,-51.7,100.0,72.9,,13.2,2.6
D,121,2022-05-25,17:06:00,台北標準時間,-51.7,,-51.7,100.0,73.1,,13.2,2.4
D,121,2022-05-25,17:07:00,台北標準時間,-51.7,,-51.7,100.0,73.0,,13.2,2.5
D,121,2022-05-25,17:08:00,台北標準時間,-51.7,,-51.7,100.0,73.5,,13.2,2.5
D,121,2022-05-25,17:09:00,台北標準時間,-51.6,,-51.6,100.0,73.3,,13.2,2.4
D,121,2022-05-25,17:10:00,台北標準時間,-51.7,,-51.7,100.0,73.7,,13.2,2.4
D,121,2022-05-25,17:11:00,台北標準時間,-51.7,,-51.7,100.0,73.7,,13.2,2.4
D,121,2022-05-25,17:12:00,台北標準時間,-51.7,,-51.7,100.0,73.6,,13.2,2.5
D,121,2022-05-25,17:13:00,台北標準時間,-51.7,,-51.7,100.0,73.7,,13.2,2.4
D,121,2022-05-25,17:14:00,台北標準時間,-51.7,,-51.7,100.0,73.9,,13.3,2.5
D,121,2022-05-25,17:15:00,台北標準時間,-51.7,,-51.7,100.0,73.9,,13.2,2.5
D,121,2022-05-25,17:16:00,台北標準時間,-51.7,,-51.7,100.0,73.8,,13.3,2.4
D,121,2022-05-25,17:17:00,台北標準時間,-51.6,,-51.6,100.0,73.7,,13.3,2.4
D,121,2022-05-25,17:18:00,台北標準時間,-51.7,,-51.7,100.0,73.6,,13.2,2.5
D,121,2022-05-25,17:19:00,台北標準時間,-51.6,,-51.6,100.0,73.9,,13.2,2.5
D,121,2022-05-25,17:20:00,台北標準時間,-51.7,,-51.7,100.0,73.9,,13.2,2.4
D,121,2022-05-25,17:21:00,台北標準時間,-51.7,,-51.7,100.0,73.6,,13.2,2.5
D,121,2022-05-25,17:22:00,台北標準時間,-51.7,,-51.7,100.0,73.5,,13.2,2.4
D,121,2022-05-25,17:23:00,台北標準時間,-51.7,,-51.7,100.0,73.5,,13.2,2.4
D,121,2022-05-25,17:24:00,台北標準時間,-51.6,,-51.6,100.0,73.5,,13.3,2.6
D,121,2022-05-25,17:25:00,台北標準時間,-51.7,,-51.7,100.0,73.8,,13.2,2.4
D,121,2022-05-25,17:26:00,台北標準時間,-51.7,,-51.7,100.0,73.8,,13.2,2.5
D,121,2022-05-25,17:27:00,台北標準時間,-51.7,,-51.7,100.0,74.0,,13.2,2.6
D,121,2022-05-25,17:28:00,台北標準時間,-51.7,,-51.7,100.0,73.6,,13.2,2.4
D,121,2022-05-25,17:29:00,台北標準時間,-51.7,,-51.7,100.0,73.6,,13.2,2.5
D,121,2022-05-25,17:30:00,台北標準時間,-51.7,,-51.7,100.0,73.8,,13.2,2.5
D,121,2022-05-25,17:31:00,台北標準時間,-51.7,,-51.7,100.0,73.6,,13.2,2.4
D,121,2022-05-25,17:32:00,台北標準時間,-51.7,,-51.7,100.0,73.5,,13.2,2.5
D,121,2022-05-25,17:33:00,台北標準時間,-51.7,,-51.7,100.0,73.5,,13.2,2.5
D,121,2022-05-25,17:34:00,台北標準時間,-51.7,,-51.7,100.0,73.9,,13.2,2.5
D,121,2022-05-25,17:35:00,台北標準時間,-51.7,,-51.7,100.0,73.8,,13.3,2.4
D,121,2022-05-25,17:36:00,台北標準時間,-51.7,,-51.7,100.0,73.8,,13.2,2.5
D,121,2022-05-25,17:37:00,台北標準時間,-51.7,,-51.7,100.0,73.9,,13.2,2.4
D,121,2022-05-25,17:38:00,台北標準時間,-51.7,,-51.7,100.0,74.1,,13.2,2.4
D,121,2022-05-25,17:39:00,台北標準時間,-51.7,,-51.7,100.0,73.6,,13.2,2.4
D,121,2022-05-25,17:40:00,台北標準時間,-51.7,,-51.7,100.0,73.8,,13.3,2.5
D,121,2022-05-25,17:41:00,台北標準時間,-51.7,,-51.7,100.0,73.6,,13.3,2.4
D,121,2022-05-25,17:42:00,台北標準時間,-51.7,,-51.7,100.0,73.7,,13.3,2.5
D,121,2022-05-25,17:43:00,台北標準時間,-51.7,,-51.7,100.0,73.7,,13.2,2.4
D,121,2022-05-25,17:44:00,台北標準時間,-51.7,,-51.7,100.0,74.0,,13.2,2.5
D,121,2022-05-25,17:45:00,台北標準時間,-51.7,,-51.7,100.0,73.9,,13.2,2.4
D,121,2022-05-25,17:46:00,台北標準時間,-51.7,,-51.7,100.0,73.6,,13.3,2.5
D,121,2022-05-25,17:47:00,台北標準時間,-51.7,,-51.7,100.0,73.4,,13.2,2.9
D,121,2022-05-25,17:48:00,台北標準時間,-51.7,,-51.7,100.0,73.3,,13.2,2.5
D,121,2022-05-25,17:49:00,台北標準時間,-51.7,,-51.7,100.0,73.2,,13.3,2.5
D,121,2022-05-25,17:50:00,台北標準時間,-51.7,,-51.7,100.0,73.1,,13.2,2.5
D,121,2022-05-25,17:51:00,台北標準時間,-51.7,,-51.7,100.0,73.3,,13.3,2.4
D,121,2022-05-25,17:52:00,台北標準時間,-51.7,,-51.7,100.0,73.2,,13.3,2.4
D,121,2022-05-25,17:53:00,台北標準時間,-51.7,,-51.7,100.0,73.3,,13.2,2.5
D,121,2022-05-25,17:54:00,台北標準時間,-51.7,,-51.7,100.0,73.3,,13.2,2.4
D,121,2022-05-25,17:55:00,台北標準時間,-51.7,,-51.7,100.0,73.1,,13.2,2.5
D,121,2022-05-25,17:56:00,台北標準時間,-51.7,,-51.7,100.0,73.4,,13.2,2.4
D,121,2022-05-25,17:57:00,台北標準時間,-51.7,,-51.7,100.0,73.1,,13.3,2.4
D,121,2022-05-25,17:58:00,台北標準時間,-51.7,,-51.7,100.0,73.1,,13.3,2.7
D,121,2022-05-25,17:59:00,台北標準時間,-51.7,,-51.7,100.0,73.3,,13.3,2.5
D,121,2022-05-25,18:00:00,台北標準時間,-51.7,,-51.7,100.0,73.2,,13.2,2.5
D,121,2022-05-25,18:01:00,台北標準時間,-51.7,,-51.7,100.0,73.2,,13.3,2.5
D,121,2022-05-25,18:02:00,台北標準時間,-51.7,,-51.7,100.0,73.2,,13.3,2.4
D,121,2022-05-25,18:03:00,台北標準時間,-51.7,,-51.7,100.0,73.1,,13.3,2.5
D,121,2022-05-25,18:04:00,台北標準時間,-51.7,,-51.7,100.0,73.2,,13.2,2.4
D,121,2022-05-25,18:05:00,台北標準時間,-51.8,,-51.8,100.0,73.5,,13.2,2.4
D,121,2022-05-25,18:06:00,台北標準時間,-51.7,,-51.7,100.0,73.1,,13.2,2.5
D,121,2022-05-25,18:07:00,台北標準時間,-51.8,,-51.8,100.0,73.5,,13.3,2.4
D,121,2022-05-25,18:08:00,台北標準時間,-51.7,,-51.7,100.0,73.2,,13.2,2.9
D,121,2022-05-25,18:09:00,台北標準時間,-51.8,,-51.8,100.0,73.4,,13.2,2.5
D,121,2022-05-25,18:10:00,台北標準時間,-51.7,,-51.7,100.0,73.5,,13.3,2.4
D,121,2022-05-25,18:11:00,台北標準時間,-51.7,,-51.7,100.0,73.3,,13.3,2.4
D,121,2022-05-25,18:12:00,台北標準時間,-51.8,,-51.8,100.0,73.3,,13.3,2.6
D,121,2022-05-25,18:13:00,台北標準時間,-51.8,,-51.8,100.0,73.3,,13.2,2.4
D,121,2022-05-25,18:14:00,台北標準時間,-51.7,,-51.7,100.0,73.4,,13.2,2.4
D,121,2022-05-25,18:15:00,台北標準時間,-51.8,,-51.8,100.0,73.1,,13.2,2.5
D,121,2022-05-25,18:16:00,台北標準時間,-51.7,,-51.7,100.0,73.2,,13.3,2.5
D,121,2022-05-25,18:17:00,台北標準時間,-51.8,,-51.8,100.0,73.1,,13.2,2.4
D,121,2022-05-25,18:18:00,台北標準時間,-51.8,,-51.8,100.0,73.3,,13.3,2.4
D,121,2022-05-25,18:19:00,台北標準時間,-51.8,,-51.8,100.0,73.1,,13.2,2.4
D,121,2022-05-25,18:20:00,台北標準時間,-51.8,,-51.8,100.0,73.5,,13.2,2.5
D,121,2022-05-25,18:21:00,台北標準時間,-51.8,,-51.8,100.0,73.3,,13.2,2.4
D,121,2022-05-25,18:22:00,台北標準時間,-51.8,,-51.8,100.0,73.2,,13.3,2.5
D,121,2022-05-25,18:23:00,台北標準時間,-51.8,,-51.8,100.0,73.2,,13.2,2.4
