D,118,2022/5/31,00:47:00,台北標準時間,-32.4,-39.2,-35.8,93,80.1,13.4,6.6,
D,118,2022/5/31,00:48:00,台北標準時間,-32.4,-39.2,-35.8,93,79.6,13.6,6.8,
D,118,2022/5/31,00:49:00,台北標準時間,-32.4,-39.2,-35.8,93,80.2,13.6,7.1,
D,118,2022/5/31,00:50:00,台北標準時間,-32.4,-39.2,-35.8,93,80.3,13.7,6.7,
D,118,2022/5/31,00:51:00,台北標準時間,-32.3,-39.1,-35.7,93,80.7,13.2,6.5,
D,118,2022/5/31,00:52:00,台北標準時間,-32.2,-39.1,-35.7,93,80.5,13.5,6.4,
D,118,2022/5/31,00:53:00,台北標準時間,-32,-39.1,-35.6,93,81,13.6,6.5,
D,118,2022/5/31,00:54:00,台北標準時間,-31.8,-39.1,-35.4,93,81.4,13.5,6.5,
D,118,2022/5/31,00:55:00,台北標準時間,-31.9,-39.1,-35.5,93,81.2,13.6,6.5,
D,118,2022/5/31,00:56:00,台北標準時間,-32.1,-39.2,-35.6,93,81,13.6,6.6,
D,118,2022/5/31,00:57:00,台北標準時間,-32.1,-39.1,-35.6,93,80.9,13.6,6.4,
D,118,2022/5/31,00:58:00,台北標準時間,-32.2,-39.2,-35.7,93,80.4,13.6,6.6,
D,118,2022/5/31,00:59:00,台北標準時間,-32.5,-39.2,-35.8,93,80.3,13.6,7,
D,118,2022/5/31,01:00:00,台北標準時間,-32.6,-39.1,-35.8,93,80.3,13.6,6.5,
D,118,2022/5/31,01:01:00,台北標準時間,-32.5,-39.1,-35.8,93,80.7,13.6,6.5,
D,118,2022/5/31,01:02:00,台北標準時間,-32.6,-39.1,-35.8,93,80.6,13.6,7,
D,118,2022/5/31,01:03:00,台北標準時間,-32.4,-39,-35.7,93,81.5,13.6,6.5,
D,118,2022/5/31,01:04:00,台北標準時間,-32.3,-39,-35.7,93,81.3,13.6,6.5,
D,118,2022/5/31,01:05:00,台北標準時間,-31.9,-39,-35.5,93,81.7,13.6,6.7,
D,118,2022/5/31,01:06:00,台北標準時間,-31.8,-39,-35.4,93,81.9,13.6,6.8,
D,118,2022/5/31,01:07:00,台北標準時間,-31.9,-39.1,-35.5,93,81.9,13.6,6.5,
D,118,2022/5/31,01:08:00,台北標準時間,-32,-39.1,-35.5,93,82,13.6,6.5,
D,118,2022/5/31,01:09:00,台北標準時間,-32.1,-39.1,-35.6,93,81.9,13.6,7.2,
D,118,2022/5/31,01:10:00,台北標準時間,-32,-39.1,-35.5,93,81.9,13.6,6.5,
D,118,2022/5/31,01:11:00,台北標準時間,-32.1,-39.1,-35.6,93,82.1,13.6,6.5,
D,118,2022/5/31,01:12:00,台北標準時間,-32.2,-39.1,-35.7,93,82,13.6,6.6,
D,118,2022/5/31,01:13:00,台北標準時間,-32.4,-39.1,-35.8,93,81.6,13.6,6.5,
D,118,2022/5/31,01:14:00,台北標準時間,-32.5,-39.2,-35.8,93,81.6,13.6,6.5,
D,118,2022/5/31,01:15:00,台北標準時間,-32.3,-39.1,-35.7,93,82.5,13.7,6.6,
D,118,2022/5/31,01:16:00,台北標準時間,-31.6,-39,-35.3,93,83.4,13.7,6.8,
D,118,2022/5/31,01:17:00,台北標準時間,-32.3,-39.1,-35.7,93,83.3,13.8,7.3,
D,118,2022/5/31,01:18:00,台北標準時間,-32.9,-39.1,-36,93,83.4,13.6,6.7,
D,118,2022/5/31,01:19:00,台北標準時間,-33.2,-39.1,-36.2,93,84,13.9,6.8,
D,118,2022/5/31,01:20:00,台北標準時間,-33.4,-39.1,-36.3,93,83.4,14,6.9,
D,118,2022/5/31,01:21:00,台北標準時間,-33.5,-39,-36.3,93,84,13.9,6.9,
D,118,2022/5/31,01:22:00,台北標準時間,-33.7,-39,-36.4,93,83.5,13.7,6.7,
D,118,2022/5/31,01:23:00,台北標準時間,-33.9,-39.1,-36.5,93,83.2,13.8,6.7,
D,118,2022/5/31,01:24:00,台北標準時間,-33.9,-39.1,-36.5,93,83.3,13.8,6.8,
D,118,2022/5/31,01:25:00,台北標準時間,-34,-39.1,-36.6,93,83.2,13.6,6.5,
D,118,2022/5/31,01:26:00,台北標準時間,-34,-39.1,-36.6,93,83.2,13.5,6.8,
D,118,2022/5/31,01:27:00,台北標準時間,-34,-39.1,-36.6,93,83.3,13.6,6.7,
D,118,2022/5/31,01:28:00,台北標準時間,-34,-39.1,-36.6,93,83.2,13.8,6.9,
D,118,2022/5/31,01:29:00,台北標準時間,-34,-39.1,-36.6,93,83.1,13.6,6.7,
D,118,2022/5/31,01:30:00,台北標準時間,-33.7,-39.1,-36.4,93,83.9,13.6,7,
D,118,2022/5/31,01:31:00,台北標準時間,-33.7,-39.1,-36.4,93,83.4,13.6,6.6,
D,118,2022/5/31,01:32:00,台北標準時間,-33.5,-39.1,-36.3,93,83.8,13.6,6.5,
D,118,2022/5/31,01:33:00,台北標準時間,-33.4,-39.1,-36.2,93,84.1,13.6,6.6,
D,118,2022/5/31,01:34:00,台北標準時間,-33.3,-39.1,-36.2,93,84.1,13.6,6.5,
D,118,2022/5/31,01:35:00,台北標準時間,-33.3,-39.1,-36.2,93,84,13.6,7.2,
D,118,2022/5/31,01:36:00,台北標準時間,-33.4,-39.1,-36.3,93,83.8,13.6,6.8,
D,118,2022/5/31,01:37:00,台北標準時間,-33.4,-39.1,-36.2,93,83.7,13.6,6.5,
D,118,2022/5/31,01:38:00,台北標準時間,-33.3,-39.1,-36.2,93,83.6,13.5,7,
D,118,2022/5/31,01:39:00,台北標準時間,-33.1,-39,-36.1,93,84.5,13.5,6.6,
D,118,2022/5/31,01:40:00,台北標準時間,-32.9,-39.1,-36,93,85.2,13.5,7.2,
D,118,2022/5/31,01:41:00,台北標準時間,-33,-39.1,-36,93,84.9,13.6,6.5,
D,118,2022/5/31,01:42:00,台北標準時間,-33,-39.1,-36,93,84.9,13.6,6.4,
D,118,2022/5/31,01:43:00,台北標準時間,-32.8,-39.1,-36,93,85.4,13.6,6.4,
D,118,2022/5/31,01:44:00,台北標準時間,-32.6,-39.1,-35.9,93,85.4,13.6,6.4,
D,118,2022/5/31,01:45:00,台北標準時間,-32.7,-39.1,-35.9,93,85.6,13.5,6.2,
D,118,2022/5/31,01:46:00,台北標準時間,-32.7,-39.2,-35.9,93,85.2,13,5.9,
D,118,2022/5/31,01:47:00,台北標準時間,-32.7,-39.1,-35.9,93,85.7,12.9,6.4,
D,118,2022/5/31,01:48:00,台北標準時間,-32.8,-39.1,-36,93,85.4,13.5,6.1,
D,118,2022/5/31,01:49:00,台北標準時間,-32.8,-39.1,-35.9,93,85.5,13.4,6.3,
D,118,2022/5/31,01:50:00,台北標準時間,-33,-39.2,-36.1,93,84.8,13.5,6.4,
D,118,2022/5/31,01:51:00,台北標準時間,-32.8,-39.1,-35.9,93,85.7,13.2,6.4,
D,118,2022/5/31,01:52:00,台北標準時間,-32.9,-39.1,-36,93,85.3,12.9,6.4,
D,118,2022/5/31,01:53:00,台北標準時間,-32.6,-39.1,-35.9,93,85.6,12.7,6.4,
D,118,2022/5/31,01:54:00,台北標準時間,-32.4,-39,-35.7,93,85.8,12.5,5.5,
D,118,2022/5/31,01:55:00,台北標準時間,-32.4,-39.1,-35.7,93,85.7,12.8,6.4,
D,118,2022/5/31,01:56:00,台北標準時間,-32.4,-39.1,-35.8,93,85.7,12.5,7.4,
D,118,2022/5/31,01:57:00,台北標準時間,-32.4,-39.1,-35.8,93,85.6,13.1,7.4,
D,118,2022/5/31,01:58:00,台北標準時間,-32.4,-39.1,-35.7,93,85.7,13.1,7.4,
D,118,2022/5/31,01:59:00,台北標準時間,-32.4,-39.1,-35.8,93,85.3,13.3,7.5,
D,118,2022/5/31,02:00:00,台北標準時間,-32.5,-39.1,-35.8,93,85.5,13.4,6.8,
D,118,2022/5/31,02:01:00,台北標準時間,-32.5,-39.1,-35.8,93,85.8,13.5,6.5,
D,118,2022/5/31,02:02:00,台北標準時間,-32.3,-39,-35.6,93,86.6,13.6,6.4,
D,118,2022/5/31,02:03:00,台北標準時間,-31.8,-39,-35.4,93,87.2,13.5,6.5,
D,118,2022/5/31,02:04:00,台北標準時間,-31.4,-39,-35.2,93,87.7,13.6,6.8,
D,118,2022/5/31,02:05:00,台北標準時間,-31.3,-39,-35.2,93,87.3,13.6,6.4,
D,118,2022/5/31,02:06:00,台北標準時間,-31.2,-39,-35.1,93,87.5,13.7,6.4,
D,118,2022/5/31,02:07:00,台北標準時間,-31.2,-39.1,-35.1,93,87.6,13.7,6.4,
D,118,2022/5/31,02:08:00,台北標準時間,-31.2,-39.1,-35.1,93,87.3,13.7,6.4,
D,118,2022/5/31,02:09:00,台北標準時間,-31.1,-39,-35.1,93,87.9,13.7,6.4,
D,118,2022/5/31,02:10:00,台北標準時間,-31.2,-39.1,-35.2,93,87.2,13.6,6.2,
D,118,2022/5/31,02:11:00,台北標準時間,-31.3,-39.1,-35.2,93,87.1,13.7,5.7,
D,118,2022/5/31,02:12:00,台北標準時間,-31.4,-39.1,-35.2,93,86.6,13.7,6.1,
D,118,2022/5/31,02:13:00,台北標準時間,-31.5,-39,-35.3,93,87.1,13.6,6.3,
D,118,2022/5/31,02:14:00,台北標準時間,-31.5,-39,-35.3,93,86.9,13.7,6.2,
D,118,2022/5/31,02:15:00,台北標準時間,-31.4,-38.9,-35.2,93,87.4,13.7,6.3,
D,118,2022/5/31,02:16:00,台北標準時間,-31.5,-38.9,-35.2,93,87.6,13.6,5.9,
D,118,2022/5/31,02:17:00,台北標準時間,-31.3,-38.9,-35.1,93,88,13.6,6.1,
D,118,2022/5/31,02:18:00,台北標準時間,-31.2,-38.9,-35.1,93,88.2,13.8,5.5,
D,118,2022/5/31,02:19:00,台北標準時間,-31.3,-39,-35.1,93,88,13.6,5.6,
D,118,2022/5/31,02:20:00,台北標準時間,-31.3,-39,-35.2,93,87.8,13.8,5.8,
D,118,2022/5/31,02:21:00,台北標準時間,-31.4,-39,-35.2,93,88.3,13.9,5.7,
D,118,2022/5/31,02:22:00,台北標準時間,-31.4,-39,-35.2,93,87.9,13.6,6.2,
D,118,2022/5/31,02:23:00,台北標準時間,-31.4,-39,-35.2,93,87.9,13.7,5.8,
D,118,2022/5/31,02:24:00,台北標準時間,-31.4,-39,-35.2,93,87.9,13.7,6,
D,118,2022/5/31,02:25:00,台北標準時間,-31.3,-39,-35.1,93,88.5,13.9,5.5,
D,118,2022/5/31,02:26:00,台北標準時間,-31.4,-39,-35.2,93,88.3,13.6,6,
D,118,2022/5/31,02:27:00,台北標準時間,-31.2,-38.9,-35,93,89,13.8,5.5,
D,118,2022/5/31,02:28:00,台北標準時間,-31.3,-38.9,-35.1,93,89,14,5.7,
D,118,2022/5/31,02:29:00,台北標準時間,-31.3,-38.9,-35.1,93,89.1,13.7,5.5,
D,118,2022/5/31,02:30:00,台北標準時間,-31.2,-38.9,-35.1,93,88.8,13.7,5.5,
D,118,2022/5/31,02:31:00,台北標準時間,-31.3,-39,-35.1,93,88.4,13.7,5.9,
D,118,2022/5/31,02:32:00,台北標準時間,-31.3,-39,-35.1,93,88.7,13.6,6.2,
D,118,2022/5/31,02:33:00,台北標準時間,-31.3,-39,-35.1,93,88.4,13.7,5.8,
D,118,2022/5/31,02:34:00,台北標準時間,-31.3,-38.9,-35.1,93,88.5,13.6,6,
D,118,2022/5/31,02:35:00,台北標準時間,-31.4,-39,-35.2,93,88.1,13.6,5.6,
D,118,2022/5/31,02:36:00,台北標準時間,-31.3,-39,-35.1,93,88.5,13.6,5.6,
D,118,2022/5/31,02:37:00,台北標準時間,-31.3,-38.9,-35.1,93,88.7,13.6,5.5,
D,118,2022/5/31,02:38:00,台北標準時間,-31.5,-38.9,-35.2,93,88.1,13.8,5.6,
D,118,2022/5/31,02:39:00,台北標準時間,-31.3,-38.9,-35.1,93,88.3,13.7,5.5,
D,118,2022/5/31,02:40:00,台北標準時間,-31.3,-38.9,-35.1,93,88.6,13.8,5.6,
D,118,2022/5/31,02:41:00,台北標準時間,-30.8,-38.9,-34.8,93,89.3,13.6,5.6,
D,118,2022/5/31,02:42:00,台北標準時間,-30.9,-38.9,-34.9,93,89.2,13.7,5.9,
D,118,2022/5/31,02:43:00,台北標準時間,-31,-38.9,-35,93,88.8,13.7,5.5,
D,118,2022/5/31,02:44:00,台北標準時間,-31.1,-38.9,-35,93,89.1,13.7,5.6,
D,118,2022/5/31,02:45:00,台北標準時間,-31.2,-39,-35.1,93,88.5,13.7,5.5,
D,118,2022/5/31,02:46:00,台北標準時間,-31.1,-38.9,-35,93,88.5,13.7,5.5,
D,118,2022/5/31,02:47:00,台北標準時間,-31.2,-38.9,-35.1,93,88.1,13.6,5.1,
D,118,2022/5/31,02:48:00,台北標準時間,-31.3,-39,-35.1,93,88.1,13.7,5.4,
D,118,2022/5/31,02:49:00,台北標準時間,-31.4,-39,-35.2,93,87.9,13.6,5.3,
D,118,2022/5/31,02:50:00,台北標準時間,-31.4,-39,-35.2,93,87.9,13.6,5.3,
D,118,2022/5/31,02:51:00,台北標準時間,-31.2,-38.9,-35.1,93,88.5,13.6,5.3,
D,118,2022/5/31,02:52:00,台北標準時間,-31.2,-38.9,-35,93,88.4,13.7,5.2,
D,118,2022/5/31,02:53:00,台北標準時間,-31.3,-39,-35.1,93,88.4,13.6,5.3,
D,118,2022/5/31,02:54:00,台北標準時間,-31.2,-38.9,-35,93,88.3,13.6,5.4,
D,118,2022/5/31,02:55:00,台北標準時間,-31,-39,-35,93,88.2,13.6,5.4,
D,118,2022/5/31,02:56:00,台北標準時間,-31,-39,-35,93,88,13.6,5.4,
D,118,2022/5/31,02:57:00,台北標準時間,-31.1,-39,-35,93,87.9,13.9,4.7,
D,118,2022/5/31,02:58:00,台北標準時間,-31.1,-39,-35,93,87.6,13.6,4.9,
D,118,2022/5/31,02:59:00,台北標準時間,-31.1,-39,-35,93,87.8,13.7,5.3,
D,118,2022/5/31,03:00:00,台北標準時間,-31.1,-38.9,-35,93,87.6,13.9,5.2,
D,118,2022/5/31,03:01:00,台北標準時間,-31.2,-39,-35.1,93,87.7,13.6,5.2,
D,118,2022/5/31,03:02:00,台北標準時間,-31.2,-38.9,-35.1,93,87.9,13.7,5.2,
D,118,2022/5/31,03:03:00,台北標準時間,-31,-38.9,-34.9,93,88.5,13.7,5.3,
D,118,2022/5/31,03:04:00,台北標準時間,-31.1,-38.9,-35,93,88.6,13.7,5.2,
D,118,2022/5/31,03:05:00,台北標準時間,-31,-38.9,-34.9,93,88.4,13.6,5.1,
D,118,2022/5/31,03:06:00,台北標準時間,-31,-38.9,-35,93,88.2,13.6,5.4,
D,118,2022/5/31,03:07:00,台北標準時間,-31,-38.9,-35,93,88.2,13.7,5.4,
D,118,2022/5/31,03:08:00,台北標準時間,-31.1,-39,-35,93,87.6,13.6,5.3,
D,118,2022/5/31,03:09:00,台北標準時間,-31.1,-39,-35,93,87.7,13.6,5.4,
D,118,2022/5/31,03:10:00,台北標準時間,-31.2,-38.9,-35.1,93,87.7,13.6,5.4,
D,118,2022/5/31,03:11:00,台北標準時間,-31.4,-39,-35.2,93,87.5,13.6,5.3,
D,118,2022/5/31,03:12:00,台北標準時間,-31.6,-39,-35.3,93,86.8,13.6,5.3,
D,118,2022/5/31,03:13:00,台北標準時間,-31.6,-39,-35.3,93,86.8,13.6,5.4,
D,118,2022/5/31,03:14:00,台北標準時間,-31.7,-39,-35.3,93,86.5,13.7,5.1,
D,118,2022/5/31,03:15:00,台北標準時間,-31.4,-38.9,-35.1,93,87.2,13.6,5.4,
D,118,2022/5/31,03:16:00,台北標準時間,-31.4,-38.9,-35.1,93,87.6,13.6,5.4,
D,118,2022/5/31,03:17:00,台北標準時間,-31.2,-39,-35.1,93,87.4,13.6,5.4,
D,118,2022/5/31,03:18:00,台北標準時間,-31.2,-39,-35.1,93,87.4,13.6,5.4,
D,118,2022/5/31,03:19:00,台北標準時間,-31.1,-38.9,-35,93,87.7,13.7,5.3,
D,118,2022/5/31,03:20:00,台北標準時間,-31.2,-39,-35.1,93,87,13.6,5.4,
D,118,2022/5/31,03:21:00,台北標準時間,-31.2,-39,-35.1,93,86.7,13.5,5.3,
D,118,2022/5/31,03:22:00,台北標準時間,-31.2,-39,-35.1,93,86.7,13.6,5.2,
D,118,2022/5/31,03:23:00,台北標準時間,-31.2,-39,-35.1,93,86.5,13.6,5.2,
D,118,2022/5/31,03:24:00,台北標準時間,-31.1,-38.9,-35,93,86.6,13.6,5.4,
D,118,2022/5/31,03:25:00,台北標準時間,-31.2,-38.9,-35.1,93,86.9,13.6,5.4,
D,118,2022/5/31,03:26:00,台北標準時間,-31.3,-38.9,-35.1,93,87.2,13.6,5.3,
D,118,2022/5/31,03:27:00,台北標準時間,-31.2,-38.9,-35,93,87.4,13.7,5.3,
D,118,2022/5/31,03:28:00,台北標準時間,-31.2,-38.9,-35.1,93,87.3,13.6,5.4,
D,118,2022/5/31,03:29:00,台北標準時間,-31.3,-39,-35.1,93,86.7,13.6,5.2,
D,118,2022/5/31,03:30:00,台北標準時間,-31.2,-39,-35.1,93,87,13.6,5.3,
D,118,2022/5/31,03:31:00,台北標準時間,-31.2,-38.9,-35.1,93,87.1,13.7,5.4,
D,118,2022/5/31,03:32:00,台北標準時間,-31.2,-39,-35.1,93,86.7,13.7,5.3,
D,118,2022/5/31,03:33:00,台北標準時間,-31.2,-39,-35.1,93,86.5,13.6,5.3,
D,118,2022/5/31,03:34:00,台北標準時間,-31.2,-39,-35.1,93,86.4,13.6,5.4,
D,118,2022/5/31,03:35:00,台北標準時間,-31.1,-39,-35.1,93,86.9,13.6,5.4,
D,118,2022/5/31,03:36:00,台北標準時間,-31.2,-39,-35.1,93,86.4,13.6,5.4,
D,118,2022/5/31,03:37:00,台北標準時間,-31.3,-39,-35.2,93,86.3,13.7,5.5,
D,118,2022/5/31,03:38:00,台北標準時間,-31.4,-39,-35.2,93,85.9,13.6,5.6,
D,118,2022/5/31,03:39:00,台北標準時間,-31.3,-39,-35.1,93,86.4,13.6,5.5,
D,118,2022/5/31,03:40:00,台北標準時間,-31.3,-39,-35.1,93,86.5,13.6,5.2,
D,118,2022/5/31,03:41:00,台北標準時間,-31.4,-39.1,-35.2,93,86.4,13.6,5.3,
D,118,2022/5/31,03:42:00,台北標準時間,-31.3,-39,-35.2,93,86.5,13.6,5.4,
D,118,2022/5/31,03:43:00,台北標準時間,-31.4,-39.1,-35.3,93,85.9,13.6,5.4,
D,118,2022/5/31,03:44:00,台北標準時間,-31.3,-39,-35.1,93,86.4,13.6,5.4,
D,118,2022/5/31,03:45:00,台北標準時間,-31.1,-39,-35.1,93,87,13.6,5.4,
D,118,2022/5/31,03:46:00,台北標準時間,-31.1,-39,-35,93,86.7,13.6,5.4,
D,118,2022/5/31,03:47:00,台北標準時間,-30.8,-38.9,-34.9,93,87.2,13.6,5.4,
D,118,2022/5/31,03:48:00,台北標準時間,-30.8,-38.9,-34.8,93,87.2,13.5,5.4,
D,118,2022/5/31,03:49:00,台北標準時間,-30.8,-38.9,-34.9,93,87.2,13.6,5.4,
D,118,2022/5/31,03:50:00,台北標準時間,-30.8,-38.9,-34.9,93,87.6,13.4,5.4,
D,118,2022/5/31,03:51:00,台北標準時間,-30.8,-38.9,-34.9,93,87.2,13.6,5.4,
D,118,2022/5/31,03:52:00,台北標準時間,-30.5,-38.9,-34.7,93,87.8,13.4,5.4,
D,118,2022/5/31,03:53:00,台北標準時間,-30.3,-38.9,-34.6,93,88,13.6,5.4,
D,118,2022/5/31,03:54:00,台北標準時間,-30.3,-38.9,-34.6,93,88.1,13.6,5.4,
D,118,2022/5/31,03:55:00,台北標準時間,-30.4,-38.9,-34.7,93,88.1,13.6,5.4,
D,118,2022/5/31,03:56:00,台北標準時間,-30.2,-39,-34.6,93,88,13.6,5.4,
D,118,2022/5/31,03:57:00,台北標準時間,-30.1,-38.9,-34.5,93,88.2,13.6,5.4,
D,118,2022/5/31,03:58:00,台北標準時間,-30.1,-38.9,-34.5,93,88.2,13.6,5.4,
D,118,2022/5/31,03:59:00,台北標準時間,-30.1,-38.9,-34.5,93,88,13.6,5.4,
D,118,2022/5/31,04:00:00,台北標準時間,-30.1,-39,-34.5,93,88.2,13.6,5.4,
D,118,2022/5/31,04:01:00,台北標準時間,-30.2,-39,-34.6,93,87.8,13.6,5.2,
D,118,2022/5/31,04:02:00,台北標準時間,-30.2,-39,-34.6,93,88,13.7,5.4,
D,118,2022/5/31,04:03:00,台北標準時間,-30.1,-39,-34.5,93,88.2,13.6,5.4,
D,118,2022/5/31,04:04:00,台北標準時間,-30.1,-39,-34.5,93,88.1,13.8,5.4,
D,118,2022/5/31,04:05:00,台北標準時間,-30.2,-39,-34.6,93,88.1,13.5,5.3,
D,118,2022/5/31,04:06:00,台北標準時間,-29.8,-39.1,-34.4,93,88,13.7,5.4,
D,118,2022/5/31,04:07:00,台北標準時間,-29.8,-39,-34.4,93,88,13.6,5.4,
D,118,2022/5/31,04:08:00,台北標準時間,-29.9,-39.1,-34.5,93,87.5,13.1,5.4,
D,118,2022/5/31,04:09:00,台北標準時間,-29.9,-39.1,-34.5,93,87.5,13.6,5.4,
D,118,2022/5/31,04:10:00,台北標準時間,-29.8,-39,-34.4,93,87.8,13.6,5.4,
D,118,2022/5/31,04:11:00,台北標準時間,-29.8,-39.1,-34.5,93,87.4,13.6,5.4,
D,118,2022/5/31,04:12:00,台北標準時間,-29.9,-39.1,-34.5,93,87.4,13.6,5.5,
D,118,2022/5/31,04:13:00,台北標準時間,-29.9,-39.1,-34.5,93,87.6,13.6,5.4,
D,118,2022/5/31,04:14:00,台北標準時間,-29.8,-39.1,-34.5,93,87.7,13.6,5.4,
D,118,2022/5/31,04:15:00,台北標準時間,-29.7,-39,-34.4,93,87.9,13.6,5.4,
