D,121,2022-08-13,05:04:00,台北標準時間,-49.6,,-49.6,100.0,86.8,,12.1,3.3
D,121,2022-08-13,05:05:00,台北標準時間,-49.5,,-49.5,100.0,86.9,,12.2,3.3
D,121,2022-08-13,05:06:00,台北標準時間,-49.6,,-49.6,100.0,86.8,,12.2,3.3
D,121,2022-08-13,05:07:00,台北標準時間,-49.6,,-49.6,100.0,86.6,,12.1,3.3
D,121,2022-08-13,05:08:00,台北標準時間,-49.6,,-49.6,100.0,86.6,,12.1,3.3
D,121,2022-08-13,05:09:00,台北標準時間,-49.6,,-49.6,100.0,86.7,,12.1,3.3
D,121,2022-08-13,05:10:00,台北標準時間,-49.6,,-49.6,100.0,86.9,,12.2,3.3
D,121,2022-08-13,05:11:00,台北標準時間,-49.6,,-49.6,100.0,86.8,,12.2,3.3
D,121,2022-08-13,05:12:00,台北標準時間,-49.6,,-49.6,100.0,86.9,,12.2,3.3
D,121,2022-08-13,05:13:00,台北標準時間,-49.7,,-49.7,100.0,86.4,,12.1,3.3
D,121,2022-08-13,05:14:00,台北標準時間,-49.6,,-49.6,100.0,86.6,,12.2,3.3
D,121,2022-08-13,05:15:00,台北標準時間,-49.6,,-49.6,100.0,87.0,,12.2,3.2
D,121,2022-08-13,05:16:00,台北標準時間,-49.6,,-49.6,100.0,86.7,,12.2,3.2
D,121,2022-08-13,05:17:00,台北標準時間,-49.8,,-49.8,100.0,86.1,,12.2,3.3
D,121,2022-08-13,05:18:00,台北標準時間,-49.7,,-49.7,100.0,86.3,,12.3,3.3
D,121,2022-08-13,05:19:00,台北標準時間,-49.5,,-49.5,100.0,87.1,,12.2,3.4
D,121,2022-08-13,05:20:00,台北標準時間,-49.5,,-49.5,100.0,87.0,,12.3,3.3
D,121,2022-08-13,05:21:00,台北標準時間,-49.6,,-49.6,100.0,86.4,,12.2,3.3
D,121,2022-08-13,05:22:00,台北標準時間,-49.4,,-49.4,100.0,86.9,,12.2,3.4
D,121,2022-08-13,05:23:00,台北標準時間,-49.4,,-49.4,100.0,87.0,,12.2,3.2
D,121,2022-08-13,05:24:00,台北標準時間,-49.4,,-49.4,100.0,87.4,,12.1,3.3
D,121,2022-08-13,05:25:00,台北標準時間,-49.5,,-49.5,100.0,87.4,,12.2,3.1
D,121,2022-08-13,05:26:00,台北標準時間,-49.5,,-49.5,100.0,86.7,,12.2,3.3
D,121,2022-08-13,05:27:00,台北標準時間,-49.5,,-49.5,100.0,87.0,,12.2,3.3
D,121,2022-08-13,05:28:00,台北標準時間,-49.4,,-49.4,100.0,86.7,,12.2,3.3
D,121,2022-08-13,05:29:00,台北標準時間,-49.4,,-49.4,100.0,87.4,,12.2,3.1
D,121,2022-08-13,05:30:00,台北標準時間,-49.3,,-49.3,100.0,87.0,,12.2,3.0
D,121,2022-08-13,05:31:00,台北標準時間,-30.0,,-30.0,60.0,92.4,,13.3,4.3
D,121,2022-08-13,05:32:00,台北標準時間,-25.1,,-25.1,60.0,69.4,,13.2,5.3
D,121,2022-08-13,05:33:00,台北標準時間,-19.3,,-19.3,60.0,50.9,,14.1,6.6
D,121,2022-08-13,05:34:00,台北標準時間,-18.4,,-18.4,60.0,50.3,,13.7,6.4
D,121,2022-08-13,05:35:00,台北標準時間,-17.5,,-17.5,60.0,50.8,,13.6,6.7
D,121,2022-08-13,05:36:00,台北標準時間,-15.6,,-15.6,60.0,52.3,,14.1,6.6
D,121,2022-08-13,05:37:00,台北標準時間,-12.7,,-12.7,60.0,53.6,,14.1,6.5
D,121,2022-08-13,05:38:00,台北標準時間,-12.2,,-12.2,60.0,53.2,,14.2,6.6
D,121,2022-08-13,05:39:00,台北標準時間,-11.9,,-11.9,60.0,53.7,,13.8,6.5
D,121,2022-08-13,05:40:00,台北標準時間,-11.9,,-11.9,60.0,54.1,,13.6,6.4
D,121,2022-08-13,05:41:00,台北標準時間,-11.9,,-11.9,60.0,53.9,,14.3,6.9
D,121,2022-08-13,05:42:00,台北標準時間,-11.9,,-11.9,60.0,53.7,,14.2,6.5
D,121,2022-08-13,05:43:00,台北標準時間,-11.9,,-11.9,60.0,54.1,,14.1,6.5
D,121,2022-08-13,05:44:00,台北標準時間,-11.9,,-11.9,60.0,54.3,,14.1,6.5
D,121,2022-08-13,05:45:00,台北標準時間,-11.9,,-11.9,60.0,54.1,,13.9,6.5
D,121,2022-08-13,05:46:00,台北標準時間,-11.9,,-11.9,60.0,53.8,,14.2,6.5
D,121,2022-08-13,05:47:00,台北標準時間,-11.9,,-11.9,60.0,54.1,,13.8,6.3
D,121,2022-08-13,05:48:00,台北標準時間,-11.9,,-11.9,60.0,54.3,,14.2,6.8
D,121,2022-08-13,05:49:00,台北標準時間,-11.9,,-11.9,60.0,54.2,,13.8,6.6
D,121,2022-08-13,05:50:00,台北標準時間,-11.9,,-11.9,60.0,54.0,,14.4,7.1
D,121,2022-08-13,05:51:00,台北標準時間,-12.0,,-12.0,60.0,54.2,,14.2,6.9
D,121,2022-08-13,05:52:00,台北標準時間,-11.6,,-11.6,60.0,54.6,,14.2,6.7
D,121,2022-08-13,05:53:00,台北標準時間,-10.9,,-10.9,60.0,54.7,,14.1,6.4
D,121,2022-08-13,05:54:00,台北標準時間,-10.9,,-10.9,60.0,54.3,,14.2,6.4
D,121,2022-08-13,05:55:00,台北標準時間,-10.9,,-10.9,60.0,54.3,,14.0,6.8
D,121,2022-08-13,05:56:00,台北標準時間,-10.9,,-10.9,60.0,54.9,,14.4,6.6
D,121,2022-08-13,05:57:00,台北標準時間,-10.9,,-10.9,60.0,54.6,,14.1,6.8
D,121,2022-08-13,05:58:00,台北標準時間,-10.9,,-10.9,60.0,54.2,,14.2,6.7
D,121,2022-08-13,05:59:00,台北標準時間,-10.9,,-10.9,60.0,54.6,,14.2,6.8
D,121,2022-08-13,06:00:00,台北標準時間,-13.5,,-13.5,60.0,54.3,,14.0,6.4
D,121,2022-08-13,06:01:00,台北標準時間,-13.7,,-13.7,60.0,54.1,,13.8,6.6
D,121,2022-08-13,06:02:00,台北標準時間,-13.8,,-13.8,60.0,53.6,,14.4,6.8
D,121,2022-08-13,06:03:00,台北標準時間,-13.8,,-13.8,60.0,53.7,,14.2,7.2
D,121,2022-08-13,06:04:00,台北標準時間,-13.7,,-13.7,60.0,54.1,,14.0,6.5
D,121,2022-08-13,06:05:00,台北標準時間,-15.2,,-15.2,60.0,53.1,,13.6,6.4
D,121,2022-08-13,06:06:00,台北標準時間,-15.0,,-15.0,60.0,52.9,,13.7,6.6
D,121,2022-08-13,06:07:00,台北標準時間,-14.9,,-14.9,60.0,53.2,,14.2,6.9
D,121,2022-08-13,06:08:00,台北標準時間,-15.1,,-15.1,60.0,53.3,,13.8,6.4
D,121,2022-08-13,06:09:00,台北標準時間,-15.1,,-15.1,60.0,53.3,,14.1,6.4
D,121,2022-08-13,06:10:00,台北標準時間,-14.9,,-14.9,60.0,53.0,,13.8,6.6
D,121,2022-08-13,06:11:00,台北標準時間,-14.8,,-14.8,60.0,53.3,,14.1,6.6
D,121,2022-08-13,06:12:00,台北標準時間,-14.7,,-14.7,60.0,53.7,,13.8,6.5
D,121,2022-08-13,06:13:00,台北標準時間,-14.8,,-14.8,60.0,53.4,,14.2,7.2
D,121,2022-08-13,06:14:00,台北標準時間,-15.0,,-15.0,60.0,52.5,,14.2,6.6
D,121,2022-08-13,06:15:00,台北標準時間,-16.4,,-16.4,60.0,52.8,,14.1,7.0
D,121,2022-08-13,06:16:00,台北標準時間,-17.1,,-17.1,60.0,52.1,,13.5,6.4
D,121,2022-08-13,06:17:00,台北標準時間,-17.3,,-17.3,60.0,51.9,,13.9,6.5
D,121,2022-08-13,06:18:00,台北標準時間,-17.4,,-17.4,60.0,51.5,,13.7,6.4
D,121,2022-08-13,06:19:00,台北標準時間,-17.4,,-17.4,60.0,52.0,,14.0,6.4
D,121,2022-08-13,06:20:00,台北標準時間,-17.4,,-17.4,60.0,51.6,,14.1,6.9
D,121,2022-08-13,06:21:00,台北標準時間,-16.8,,-16.8,60.0,51.9,,13.9,6.7
D,121,2022-08-13,06:22:00,台北標準時間,-18.5,,-18.5,60.0,51.5,,14.0,7.1
D,121,2022-08-13,06:23:00,台北標準時間,-18.6,,-18.6,60.0,50.8,,13.6,6.4
D,121,2022-08-13,06:24:00,台北標準時間,-18.6,,-18.6,60.0,51.0,,13.8,6.5
D,121,2022-08-13,06:25:00,台北標準時間,-18.6,,-18.6,60.0,51.2,,13.7,6.9
D,121,2022-08-13,06:26:00,台北標準時間,-28.3,,-28.3,60.0,70.0,,14.1,5.8
D,121,2022-08-13,06:27:00,台北標準時間,-19.7,,-19.7,60.0,52.1,,14.8,6.4
D,121,2022-08-13,06:28:00,台北標準時間,-18.7,,-18.7,60.0,50.8,,14.1,6.6
D,121,2022-08-13,06:29:00,台北標準時間,-18.7,,-18.7,60.0,50.8,,13.9,6.5
D,121,2022-08-13,06:30:00,台北標準時間,-18.7,,-18.7,60.0,50.5,,14.1,6.3
D,121,2022-08-13,06:31:00,台北標準時間,-41.0,,-41.0,100.0,70.7,,13.2,3.5
D,121,2022-08-13,06:32:00,台北標準時間,-49.8,,-49.8,100.0,87.2,,12.2,3.3
D,121,2022-08-13,06:33:00,台北標準時間,-49.8,,-49.8,100.0,86.5,,12.1,3.3
D,121,2022-08-13,06:34:00,台北標準時間,-49.7,,-49.7,100.0,86.9,,12.1,3.3
D,121,2022-08-13,06:35:00,台北標準時間,-49.6,,-49.6,100.0,87.5,,12.1,3.3
D,121,2022-08-13,06:36:00,台北標準時間,-49.6,,-49.6,100.0,87.6,,12.2,3.3
D,121,2022-08-13,06:37:00,台北標準時間,-49.6,,-49.6,100.0,87.9,,12.2,3.3
D,121,2022-08-13,06:38:00,台北標準時間,-49.7,,-49.7,100.0,88.1,,12.2,3.3
D,121,2022-08-13,06:39:00,台北標準時間,-49.7,,-49.7,100.0,88.1,,12.1,3.3
D,121,2022-08-13,06:40:00,台北標準時間,-49.8,,-49.8,100.0,88.3,,12.1,3.3
D,121,2022-08-13,06:41:00,台北標準時間,-49.7,,-49.7,100.0,88.1,,12.1,3.3
D,121,2022-08-13,06:42:00,台北標準時間,-49.7,,-49.7,100.0,88.2,,12.1,3.3
D,121,2022-08-13,06:43:00,台北標準時間,-49.7,,-49.7,100.0,88.4,,12.1,3.3
D,121,2022-08-13,06:44:00,台北標準時間,-49.6,,-49.6,100.0,88.7,,12.1,3.2
D,121,2022-08-13,06:45:00,台北標準時間,-49.6,,-49.6,100.0,88.9,,12.1,3.3
D,121,2022-08-13,06:46:00,台北標準時間,-49.8,,-49.8,100.0,88.4,,12.1,3.3
D,121,2022-08-13,06:47:00,台北標準時間,-49.6,,-49.6,100.0,88.9,,12.1,3.3
D,121,2022-08-13,06:48:00,台北標準時間,-49.5,,-49.5,100.0,88.7,,12.1,3.3
D,121,2022-08-13,06:49:00,台北標準時間,-49.5,,-49.5,100.0,89.0,,12.1,3.3
D,121,2022-08-13,06:50:00,台北標準時間,-49.7,,-49.7,100.0,88.5,,12.1,3.1
D,121,2022-08-13,06:51:00,台北標準時間,-49.7,,-49.7,100.0,88.9,,12.1,3.2
D,121,2022-08-13,06:52:00,台北標準時間,-49.9,,-49.9,100.0,88.3,,12.1,3.3
D,121,2022-08-13,06:53:00,台北標準時間,-49.7,,-49.7,100.0,88.5,,12.1,2.9
D,121,2022-08-13,06:54:00,台北標準時間,-49.5,,-49.5,100.0,88.6,,12.1,3.2
D,121,2022-08-13,06:55:00,台北標準時間,-49.5,,-49.5,100.0,88.6,,12.1,3.3
D,121,2022-08-13,06:56:00,台北標準時間,-49.4,,-49.4,100.0,88.8,,12.1,3.3
D,121,2022-08-13,06:57:00,台北標準時間,-49.4,,-49.4,100.0,88.7,,12.1,3.3
D,121,2022-08-13,06:58:00,台北標準時間,-49.4,,-49.4,100.0,88.7,,12.1,3.3
D,121,2022-08-13,06:59:00,台北標準時間,-49.4,,-49.4,100.0,88.7,,12.1,3.3
D,121,2022-08-13,07:00:00,台北標準時間,-49.4,,-49.4,100.0,88.8,,12.1,3.3
D,121,2022-08-13,07:01:00,台北標準時間,-49.4,,-49.4,100.0,89.0,,12.1,3.3
D,121,2022-08-13,07:02:00,台北標準時間,-49.5,,-49.5,100.0,89.0,,12.1,3.2
D,121,2022-08-13,07:03:00,台北標準時間,-49.6,,-49.6,100.0,88.6,,12.1,3.3
D,121,2022-08-13,07:04:00,台北標準時間,-49.5,,-49.5,100.0,88.5,,12.2,3.3
D,121,2022-08-13,07:05:00,台北標準時間,-49.5,,-49.5,100.0,88.4,,12.1,3.3
D,121,2022-08-13,07:06:00,台北標準時間,-49.5,,-49.5,100.0,88.3,,12.1,3.3
D,121,2022-08-13,07:07:00,台北標準時間,-49.5,,-49.5,100.0,88.3,,12.1,3.3
D,121,2022-08-13,07:08:00,台北標準時間,-49.5,,-49.5,100.0,88.1,,12.2,3.3
D,121,2022-08-13,07:09:00,台北標準時間,-49.4,,-49.4,100.0,88.5,,12.1,3.3
D,121,2022-08-13,07:10:00,台北標準時間,-49.4,,-49.4,100.0,88.5,,12.1,3.3
D,121,2022-08-13,07:11:00,台北標準時間,-49.4,,-49.4,100.0,88.0,,12.1,3.3
D,121,2022-08-13,07:12:00,台北標準時間,-49.5,,-49.5,100.0,87.5,,12.1,3.3
D,121,2022-08-13,07:13:00,台北標準時間,-49.5,,-49.5,100.0,87.9,,12.1,3.3
D,121,2022-08-13,07:14:00,台北標準時間,-49.4,,-49.4,100.0,88.2,,12.1,3.2
D,121,2022-08-13,07:15:00,台北標準時間,-49.4,,-49.4,100.0,88.6,,12.1,3.3
D,121,2022-08-13,07:16:00,台北標準時間,-49.4,,-49.4,100.0,88.4,,12.1,3.3
D,121,2022-08-13,07:17:00,台北標準時間,-49.3,,-49.3,100.0,88.2,,12.1,3.3
D,121,2022-08-13,07:18:00,台北標準時間,-49.4,,-49.4,100.0,88.2,,12.1,3.3
D,121,2022-08-13,07:19:00,台北標準時間,-49.4,,-49.4,100.0,88.6,,12.1,3.3
D,121,2022-08-13,07:20:00,台北標準時間,-49.3,,-49.3,100.0,88.7,,12.1,3.2
D,121,2022-08-13,07:21:00,台北標準時間,-49.3,,-49.3,100.0,88.7,,12.2,3.2
D,121,2022-08-13,07:22:00,台北標準時間,-49.3,,-49.3,100.0,88.5,,12.1,3.2
D,121,2022-08-13,07:23:00,台北標準時間,-49.1,,-49.1,100.0,88.9,,12.1,3.3
D,121,2022-08-13,07:24:00,台北標準時間,-49.1,,-49.1,100.0,89.7,,12.1,3.3
D,121,2022-08-13,07:25:00,台北標準時間,-48.9,,-48.9,100.0,89.7,,12.1,3.3
D,121,2022-08-13,07:26:00,台北標準時間,-48.8,,-48.8,100.0,89.8,,12.2,3.3
D,121,2022-08-13,07:27:00,台北標準時間,-48.7,,-48.7,100.0,90.3,,12.1,3.3
D,121,2022-08-13,07:28:00,台北標準時間,-48.7,,-48.7,100.0,90.3,,12.1,3.3
D,121,2022-08-13,07:29:00,台北標準時間,-48.7,,-48.7,100.0,90.1,,12.1,3.3
D,121,2022-08-13,07:30:00,台北標準時間,-48.7,,-48.7,100.0,90.1,,12.1,3.1
D,121,2022-08-13,07:31:00,台北標準時間,-48.8,,-48.8,100.0,89.7,,12.1,3.3
D,121,2022-08-13,07:32:00,台北標準時間,-48.8,,-48.8,100.0,89.7,,12.1,3.3
D,121,2022-08-13,07:33:00,台北標準時間,-48.7,,-48.7,100.0,89.7,,12.1,3.3
D,121,2022-08-13,07:34:00,台北標準時間,-48.6,,-48.6,100.0,89.9,,12.1,3.3
D,121,2022-08-13,07:35:00,台北標準時間,-28.6,,-28.6,60.0,86.4,,13.1,3.6
D,121,2022-08-13,07:36:00,台北標準時間,-22.2,,-22.2,60.0,61.8,,14.4,6.3
D,121,2022-08-13,07:37:00,台北標準時間,-17.4,,-17.4,60.0,25.7,,20.0,13.8
D,121,2022-08-13,07:38:00,台北標準時間,0.1,,0.1,60.0,0.3,,16.1,3.4
D,121,2022-08-13,07:39:00,台北標準時間,0.1,,0.1,60.0,0.3,,8.6,1.2
D,121,2022-08-13,07:40:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,07:41:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,07:42:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,07:43:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,07:44:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,07:45:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,07:46:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,07:47:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,07:48:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,07:49:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,07:50:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,07:51:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,07:52:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,07:53:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,07:54:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,07:55:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,07:56:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,07:57:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,07:58:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,07:59:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:00:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:01:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:02:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:03:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:04:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:05:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:06:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:07:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:08:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:09:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:10:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:11:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:12:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:13:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:14:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:15:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:16:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:17:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:18:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:19:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:20:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:21:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:22:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:23:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:24:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:25:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:26:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:27:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:28:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:29:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:30:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:31:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:32:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:33:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:34:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:35:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:36:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:37:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:38:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.2,0.4
D,121,2022-08-13,08:39:00,台北標準時間,0.1,,0.1,60.0,0.3,,1.1,0.4
D,121,2022-08-13,08:40:00,台北標準時間,-0.1,,-0.1,60.0,22.9,,18.4,4.5
D,121,2022-08-13,08:41:00,台北標準時間,-9.1,,-9.1,60.0,32.4,,16.1,3.4
D,121,2022-08-13,08:42:00,台北標準時間,-17.8,,-17.8,60.0,50.0,,15.3,5.1
D,121,2022-08-13,08:43:00,台北標準時間,-18.9,,-18.9,60.0,50.0,,14.1,4.4
D,121,2022-08-13,08:44:00,台北標準時間,-19.2,,-19.2,60.0,50.4,,14.1,4.6
D,121,2022-08-13,08:45:00,台北標準時間,-19.2,,-19.2,60.0,50.5,,14.1,4.6
D,121,2022-08-13,08:46:00,台北標準時間,-19.2,,-19.2,60.0,50.4,,14.4,4.8
D,121,2022-08-13,08:47:00,台北標準時間,-19.1,,-19.1,60.0,50.3,,14.6,4.8
D,121,2022-08-13,08:48:00,台北標準時間,-18.7,,-18.7,60.0,50.2,,14.1,4.6
D,121,2022-08-13,08:49:00,台北標準時間,-18.7,,-18.7,60.0,50.4,,14.2,4.5
D,121,2022-08-13,08:50:00,台北標準時間,-18.6,,-18.6,60.0,50.7,,14.1,4.6
D,121,2022-08-13,08:51:00,台北標準時間,-37.7,,-37.7,100.0,64.9,,14.2,5.1
D,121,2022-08-13,08:52:00,台北標準時間,-49.2,,-49.2,100.0,86.9,,12.2,3.3
D,121,2022-08-13,08:53:00,台北標準時間,-49.4,,-49.4,100.0,86.7,,12.2,3.2
D,121,2022-08-13,08:54:00,台北標準時間,-49.4,,-49.4,100.0,87.5,,12.2,3.3
