D,120,2022-08-13,04:53:00,台北標準時間,-30.4,-20.2,-25.3,65.0,72.0,,0.5,17.3
D,120,2022-08-13,04:54:00,台北標準時間,-30.7,-20.4,-25.6,65.0,71.5,,0.5,17.6
D,120,2022-08-13,04:55:00,台北標準時間,-30.8,-20.4,-25.6,65.0,71.5,,0.5,17.0
D,120,2022-08-13,04:56:00,台北標準時間,-30.8,-20.4,-25.6,65.0,71.5,,0.5,17.1
D,120,2022-08-13,04:57:00,台北標準時間,-30.9,-20.5,-25.7,65.0,71.7,,0.5,16.9
D,120,2022-08-13,04:58:00,台北標準時間,-30.9,-20.5,-25.7,65.0,71.5,,0.5,17.1
D,120,2022-08-13,04:59:00,台北標準時間,-31.9,-21.1,-26.5,65.0,70.8,,0.5,16.7
D,120,2022-08-13,05:00:00,台北標準時間,-37.0,-27.8,-32.4,85.0,84.9,,0.5,14.4
D,120,2022-08-13,05:01:00,台北標準時間,-50.7,-38.1,-44.4,85.0,89.0,,0.5,17.5
D,120,2022-08-13,05:02:00,台北標準時間,-50.5,-38.1,-44.3,85.0,89.2,,0.5,17.6
D,120,2022-08-13,05:03:00,台北標準時間,-50.4,-38.0,-44.2,85.0,88.8,,0.5,17.8
D,120,2022-08-13,05:04:00,台北標準時間,-50.5,-38.2,-44.3,85.0,88.5,,0.5,17.7
D,120,2022-08-13,05:05:00,台北標準時間,-50.4,-38.1,-44.2,85.0,89.0,,0.5,17.6
D,120,2022-08-13,05:06:00,台北標準時間,-50.2,-38.0,-44.1,85.0,89.0,,0.5,17.7
D,120,2022-08-13,05:07:00,台北標準時間,-50.9,-38.4,-44.7,85.0,88.1,,0.5,17.6
D,120,2022-08-13,05:08:00,台北標準時間,-50.6,-38.1,-44.3,85.0,87.8,,0.5,17.6
D,120,2022-08-13,05:09:00,台北標準時間,-50.7,-38.2,-44.4,85.0,87.9,,0.5,17.6
D,120,2022-08-13,05:10:00,台北標準時間,-50.7,-38.3,-44.5,85.0,87.7,,0.5,17.6
D,120,2022-08-13,05:11:00,台北標準時間,-50.6,-38.1,-44.4,85.0,87.5,,0.5,17.7
D,120,2022-08-13,05:12:00,台北標準時間,-50.5,-38.1,-44.3,85.0,87.6,,0.5,17.5
D,120,2022-08-13,05:13:00,台北標準時間,-50.6,-38.1,-44.4,85.0,87.6,,0.5,17.4
D,120,2022-08-13,05:14:00,台北標準時間,-50.8,-38.2,-44.5,85.0,86.9,,0.5,17.7
D,120,2022-08-13,05:15:00,台北標準時間,-51.0,-38.4,-44.7,85.0,86.6,,0.5,17.6
D,120,2022-08-13,05:16:00,台北標準時間,-51.4,-38.6,-45.0,85.0,85.6,,0.5,17.6
D,120,2022-08-13,05:17:00,台北標準時間,-51.6,-38.7,-45.2,85.0,85.0,,0.5,17.6
D,120,2022-08-13,05:18:00,台北標準時間,-51.7,-38.7,-45.2,85.0,84.7,,0.5,17.5
D,120,2022-08-13,05:19:00,台北標準時間,-51.7,-38.7,-45.2,85.0,84.7,,0.5,17.5
D,120,2022-08-13,05:20:00,台北標準時間,-51.7,-38.7,-45.2,85.0,84.5,,0.5,17.5
D,120,2022-08-13,05:21:00,台北標準時間,-51.7,-38.8,-45.2,85.0,84.6,,0.5,17.3
D,120,2022-08-13,05:22:00,台北標準時間,-53.6,-40.2,-46.9,87.0,86.0,,0.5,15.6
D,120,2022-08-13,05:23:00,台北標準時間,-53.5,-40.1,-46.8,87.0,86.0,,0.5,15.7
D,120,2022-08-13,05:24:00,台北標準時間,-53.4,-40.1,-46.8,87.0,86.1,,0.5,15.6
D,120,2022-08-13,05:25:00,台北標準時間,-53.4,-40.0,-46.7,87.0,86.4,,0.5,15.7
D,120,2022-08-13,05:26:00,台北標準時間,-53.4,-40.0,-46.7,87.0,86.3,,0.5,15.7
D,120,2022-08-13,05:27:00,台北標準時間,-53.3,-39.8,-46.6,87.0,86.9,,0.5,15.8
D,120,2022-08-13,05:28:00,台北標準時間,-53.4,-40.0,-46.7,87.0,85.7,,0.5,15.7
D,120,2022-08-13,05:29:00,台北標準時間,-53.0,-39.5,-46.2,87.0,87.8,,0.5,15.8
D,120,2022-08-13,05:30:00,台北標準時間,-52.1,-39.1,-45.6,87.0,91.0,,0.5,16.0
D,120,2022-08-13,05:31:00,台北標準時間,-39.5,-27.4,-33.4,65.0,88.0,,0.5,19.0
D,120,2022-08-13,05:32:00,台北標準時間,-30.8,-20.4,-25.6,65.0,71.5,,0.5,16.0
D,120,2022-08-13,05:33:00,台北標準時間,-31.7,-21.1,-26.4,65.0,70.0,,0.5,17.2
D,120,2022-08-13,05:34:00,台北標準時間,-29.4,-19.6,-24.5,65.0,72.3,,0.5,17.6
D,120,2022-08-13,05:35:00,台北標準時間,-27.6,-18.5,-23.0,65.0,73.8,,0.5,17.7
D,120,2022-08-13,05:36:00,台北標準時間,-23.6,-16.3,-19.9,65.0,76.8,,0.5,17.6
D,120,2022-08-13,05:37:00,台北標準時間,-21.2,-14.7,-17.9,65.0,79.2,,0.5,17.6
D,120,2022-08-13,05:38:00,台北標準時間,-20.9,-14.4,-17.6,65.0,79.5,,0.5,17.5
D,120,2022-08-13,05:39:00,台北標準時間,-20.7,-14.3,-17.5,65.0,79.9,,0.5,17.5
D,120,2022-08-13,05:40:00,台北標準時間,-20.7,-14.3,-17.5,65.0,80.2,,0.5,17.1
D,120,2022-08-13,05:41:00,台北標準時間,-20.6,-14.3,-17.5,65.0,80.6,,0.5,17.4
D,120,2022-08-13,05:42:00,台北標準時間,-20.7,-14.3,-17.5,65.0,80.4,,0.5,16.8
D,120,2022-08-13,05:43:00,台北標準時間,-20.9,-14.2,-17.6,65.0,80.9,,0.5,17.2
D,120,2022-08-13,05:44:00,台北標準時間,-21.1,-14.3,-17.7,65.0,81.9,,0.5,16.6
D,120,2022-08-13,05:45:00,台北標準時間,-21.3,-14.4,-17.8,65.0,82.4,,0.5,16.6
D,120,2022-08-13,05:46:00,台北標準時間,-21.3,-14.5,-17.9,65.0,82.4,,0.5,16.0
D,120,2022-08-13,05:47:00,台北標準時間,-21.5,-14.6,-18.0,65.0,82.8,,0.5,15.9
D,120,2022-08-13,05:48:00,台北標準時間,-21.5,-14.6,-18.0,65.0,83.0,,0.5,16.3
D,120,2022-08-13,05:49:00,台北標準時間,-21.5,-14.5,-18.0,65.0,82.9,,0.5,16.0
D,120,2022-08-13,05:50:00,台北標準時間,-21.5,-14.6,-18.1,65.0,83.1,,0.5,16.5
D,120,2022-08-13,05:51:00,台北標準時間,-21.5,-14.6,-18.1,65.0,83.1,,0.5,16.4
D,120,2022-08-13,05:52:00,台北標準時間,-21.2,-14.5,-17.8,65.0,82.9,,0.5,16.4
D,120,2022-08-13,05:53:00,台北標準時間,-15.8,-11.8,-13.8,65.0,86.9,,0.5,16.6
D,120,2022-08-13,05:54:00,台北標準時間,-16.3,-12.5,-14.4,65.0,86.8,,0.5,15.7
D,120,2022-08-13,05:55:00,台北標準時間,-16.3,-12.2,-14.2,65.0,86.7,,0.5,15.8
D,120,2022-08-13,05:56:00,台北標準時間,-16.3,-12.1,-14.2,65.0,86.4,,0.5,16.6
D,120,2022-08-13,05:57:00,台北標準時間,-16.2,-11.9,-14.1,65.0,86.6,,0.5,16.6
D,120,2022-08-13,05:58:00,台北標準時間,-16.3,-11.9,-14.1,65.0,86.0,,0.5,16.7
D,120,2022-08-13,05:59:00,台北標準時間,-16.2,-11.8,-14.0,65.0,85.9,,0.5,16.7
D,120,2022-08-13,06:00:00,台北標準時間,-16.3,-11.9,-14.1,65.0,86.0,,0.5,16.7
D,120,2022-08-13,06:01:00,台北標準時間,-16.2,-11.8,-14.0,65.0,85.4,,0.5,16.9
D,120,2022-08-13,06:02:00,台北標準時間,-16.2,-11.8,-14.0,65.0,85.9,,0.5,17.3
D,120,2022-08-13,06:03:00,台北標準時間,-16.2,-11.7,-14.0,65.0,85.4,,0.5,17.5
D,120,2022-08-13,06:04:00,台北標準時間,-16.2,-11.7,-13.9,65.0,85.4,,0.5,17.6
D,120,2022-08-13,06:05:00,台北標準時間,-19.3,-13.6,-16.4,65.0,83.9,,0.5,17.5
D,120,2022-08-13,06:06:00,台北標準時間,-19.1,-13.4,-16.2,65.0,84.0,,0.5,17.4
D,120,2022-08-13,06:07:00,台北標準時間,-19.3,-13.5,-16.4,65.0,83.8,,0.5,17.5
D,120,2022-08-13,06:08:00,台北標準時間,-19.1,-13.2,-16.1,65.0,83.9,,0.5,17.7
D,120,2022-08-13,06:09:00,台北標準時間,-19.3,-13.4,-16.4,65.0,84.0,,0.5,17.6
D,120,2022-08-13,06:10:00,台北標準時間,-19.4,-13.4,-16.4,65.0,83.5,,0.5,18.1
D,120,2022-08-13,06:11:00,台北標準時間,-19.3,-13.4,-16.3,65.0,83.9,,0.5,18.1
D,120,2022-08-13,06:12:00,台北標準時間,-19.2,-13.3,-16.3,65.0,83.8,,0.5,18.4
D,120,2022-08-13,06:13:00,台北標準時間,-19.2,-13.3,-16.3,65.0,83.8,,0.5,18.2
D,120,2022-08-13,06:14:00,台北標準時間,-19.5,-13.4,-16.5,65.0,83.8,,0.5,17.6
D,120,2022-08-13,06:15:00,台北標準時間,-20.3,-14.0,-17.2,65.0,83.1,,0.5,17.6
D,120,2022-08-13,06:16:00,台北標準時間,-22.2,-15.6,-18.9,65.0,81.7,,0.5,17.6
D,120,2022-08-13,06:17:00,台北標準時間,-23.1,-16.2,-19.6,65.0,80.9,,0.5,17.4
D,120,2022-08-13,06:18:00,台北標準時間,-23.2,-16.4,-19.8,65.0,80.9,,0.5,17.2
D,120,2022-08-13,06:19:00,台北標準時間,-23.4,-16.5,-19.9,65.0,80.7,,0.5,17.4
D,120,2022-08-13,06:20:00,台北標準時間,-23.5,-16.5,-20.0,65.0,80.4,,0.5,17.5
D,120,2022-08-13,06:21:00,台北標準時間,-24.3,-16.9,-20.6,65.0,80.0,,0.5,17.5
D,120,2022-08-13,06:22:00,台北標準時間,-35.5,-23.0,-29.2,65.0,71.5,,0.5,16.6
D,120,2022-08-13,06:23:00,台北標準時間,-34.9,-22.6,-28.8,65.0,70.8,,0.5,16.7
D,120,2022-08-13,06:24:00,台北標準時間,-34.9,-22.6,-28.7,65.0,70.8,,0.5,16.7
D,120,2022-08-13,06:25:00,台北標準時間,-34.8,-22.5,-28.7,65.0,70.8,,0.5,17.1
D,120,2022-08-13,06:26:00,台北標準時間,-43.1,-29.0,-36.0,65.0,100.3,,0.5,20.8
D,120,2022-08-13,06:27:00,台北標準時間,-34.6,-22.2,-28.4,65.0,72.6,,0.5,17.4
D,120,2022-08-13,06:28:00,台北標準時間,-34.6,-22.1,-28.4,65.0,71.3,,0.5,17.3
D,120,2022-08-13,06:29:00,台北標準時間,-34.8,-22.4,-28.6,65.0,70.8,,0.5,17.4
D,120,2022-08-13,06:30:00,台北標準時間,-34.4,-21.9,-28.1,65.0,71.4,,0.5,17.0
D,120,2022-08-13,06:31:00,台北標準時間,-54.7,-40.5,-47.6,87.0,90.1,,0.5,16.2
D,120,2022-08-13,06:32:00,台北標準時間,-55.0,-40.3,-47.6,87.0,90.1,,0.5,16.6
D,120,2022-08-13,06:33:00,台北標準時間,-54.3,-39.9,-47.1,87.0,90.6,,0.5,16.8
D,120,2022-08-13,06:34:00,台北標準時間,-47.9,-36.0,-42.0,87.0,99.9,,0.5,18.2
D,120,2022-08-13,06:35:00,台北標準時間,-37.3,-28.0,-32.6,87.0,100.7,,0.5,18.6
D,120,2022-08-13,06:36:00,台北標準時間,-46.5,-34.0,-40.2,87.0,100.7,,0.5,17.5
D,120,2022-08-13,06:37:00,台北標準時間,-43.3,-30.7,-37.0,83.0,100.7,,0.5,18.7
D,120,2022-08-13,06:38:00,台北標準時間,-37.2,-26.0,-31.6,75.0,99.7,,0.5,19.8
D,120,2022-08-13,06:39:00,台北標準時間,-32.5,-22.5,-27.5,75.0,95.5,,0.5,19.5
D,120,2022-08-13,06:40:00,台北標準時間,-32.1,-22.1,-27.1,75.0,95.4,,0.5,19.5
D,120,2022-08-13,06:41:00,台北標準時間,-31.9,-21.9,-26.9,75.0,95.9,,0.5,19.6
D,120,2022-08-13,06:42:00,台北標準時間,-32.1,-22.1,-27.1,75.0,95.9,,0.5,19.6
D,120,2022-08-13,06:43:00,台北標準時間,-31.8,-21.8,-26.8,75.0,96.0,,0.5,19.6
D,120,2022-08-13,06:44:00,台北標準時間,-33.7,-23.3,-28.5,75.0,94.2,,0.5,19.5
D,120,2022-08-13,06:45:00,台北標準時間,-33.9,-23.5,-28.7,75.0,93.8,,0.5,19.6
D,120,2022-08-13,06:46:00,台北標準時間,-36.1,-25.1,-30.6,75.0,91.5,,0.5,19.7
D,120,2022-08-13,06:47:00,台北標準時間,-36.7,-25.7,-31.2,75.0,90.0,,0.5,19.5
D,120,2022-08-13,06:48:00,台北標準時間,-37.2,-26.1,-31.7,75.0,89.6,,0.5,19.5
D,120,2022-08-13,06:49:00,台北標準時間,-37.4,-26.2,-31.8,75.0,89.4,,0.5,19.6
D,120,2022-08-13,06:50:00,台北標準時間,-37.4,-26.2,-31.8,75.0,89.5,,0.5,19.5
D,120,2022-08-13,06:51:00,台北標準時間,-37.3,-26.2,-31.7,75.0,89.7,,0.5,19.5
D,120,2022-08-13,06:52:00,台北標準時間,-37.4,-26.3,-31.8,75.0,89.3,,0.5,19.5
D,120,2022-08-13,06:53:00,台北標準時間,-37.4,-26.2,-31.8,75.0,89.7,,0.5,19.5
D,120,2022-08-13,06:54:00,台北標準時間,-37.6,-26.4,-32.0,75.0,89.2,,0.5,19.5
D,120,2022-08-13,06:55:00,台北標準時間,-37.8,-26.5,-32.2,75.0,88.6,,0.5,19.6
D,120,2022-08-13,06:56:00,台北標準時間,-38.6,-27.1,-32.8,76.0,90.2,,0.5,19.6
D,120,2022-08-13,06:57:00,台北標準時間,-38.5,-27.0,-32.8,76.0,90.7,,0.5,19.6
D,120,2022-08-13,06:58:00,台北標準時間,-38.3,-26.9,-32.6,76.0,90.7,,0.5,19.7
D,120,2022-08-13,06:59:00,台北標準時間,-37.9,-26.6,-32.2,76.0,91.0,,0.5,19.7
D,120,2022-08-13,07:00:00,台北標準時間,-38.6,-27.2,-32.9,76.0,90.4,,0.5,19.7
D,120,2022-08-13,07:01:00,台北標準時間,-38.6,-27.2,-32.9,76.0,90.7,,0.5,19.6
D,120,2022-08-13,07:02:00,台北標準時間,-40.2,-28.4,-34.3,76.0,88.3,,0.5,19.7
D,120,2022-08-13,07:03:00,台北標準時間,-40.9,-29.0,-35.0,76.0,86.9,,0.5,19.6
D,120,2022-08-13,07:04:00,台北標準時間,-40.9,-29.0,-34.9,76.0,86.8,,0.5,19.6
D,120,2022-08-13,07:05:00,台北標準時間,-41.2,-29.2,-35.2,76.0,86.1,,0.5,19.7
D,120,2022-08-13,07:06:00,台北標準時間,-41.1,-29.0,-35.0,76.0,86.2,,0.5,19.6
D,120,2022-08-13,07:07:00,台北標準時間,-41.0,-29.1,-35.0,76.0,86.7,,0.5,19.7
D,120,2022-08-13,07:08:00,台北標準時間,-40.6,-28.6,-34.6,76.0,86.9,,0.5,19.6
D,120,2022-08-13,07:09:00,台北標準時間,-39.9,-28.2,-34.0,76.0,87.8,,0.5,19.7
D,120,2022-08-13,07:10:00,台北標準時間,-40.1,-28.3,-34.2,76.0,87.9,,0.5,19.6
D,120,2022-08-13,07:11:00,台北標準時間,-38.5,-26.9,-32.7,76.0,90.0,,0.5,19.7
D,120,2022-08-13,07:12:00,台北標準時間,-39.6,-27.8,-33.7,76.0,88.2,,0.5,19.6
D,120,2022-08-13,07:13:00,台北標準時間,-39.0,-27.4,-33.2,76.0,89.2,,0.5,19.6
D,120,2022-08-13,07:14:00,台北標準時間,-38.7,-27.1,-32.9,76.0,89.9,,0.5,19.6
D,120,2022-08-13,07:15:00,台北標準時間,-38.2,-26.8,-32.5,76.0,90.4,,0.5,19.8
D,120,2022-08-13,07:16:00,台北標準時間,-37.3,-26.3,-31.8,76.0,91.7,,0.5,19.6
D,120,2022-08-13,07:17:00,台北標準時間,-37.3,-26.3,-31.8,76.0,91.3,,0.5,19.6
D,120,2022-08-13,07:18:00,台北標準時間,-38.3,-26.9,-32.6,76.0,90.4,,0.5,19.6
D,120,2022-08-13,07:19:00,台北標準時間,-36.1,-25.3,-30.7,76.0,93.1,,0.5,19.6
D,120,2022-08-13,07:20:00,台北標準時間,-38.2,-26.8,-32.5,76.0,90.8,,0.5,19.6
D,120,2022-08-13,07:21:00,台北標準時間,-37.5,-26.3,-31.9,76.0,91.4,,0.5,19.7
D,120,2022-08-13,07:22:00,台北標準時間,-37.9,-26.6,-32.2,76.0,90.7,,0.5,19.7
D,120,2022-08-13,07:23:00,台北標準時間,-39.4,-27.7,-33.5,76.0,89.2,,0.5,19.6
D,120,2022-08-13,07:24:00,台北標準時間,-39.7,-28.0,-33.9,76.0,88.6,,0.5,19.6
D,120,2022-08-13,07:25:00,台北標準時間,-39.6,-27.9,-33.8,76.0,89.0,,0.5,19.8
D,120,2022-08-13,07:26:00,台北標準時間,-39.0,-27.3,-33.2,76.0,89.9,,0.5,19.7
D,120,2022-08-13,07:27:00,台北標準時間,-40.5,-28.7,-34.6,76.0,88.0,,0.5,19.7
D,120,2022-08-13,07:28:00,台北標準時間,-35.1,-24.6,-29.8,76.0,93.9,,0.5,19.5
D,120,2022-08-13,07:29:00,台北標準時間,-33.5,-23.3,-28.4,76.0,96.7,,0.5,19.7
D,120,2022-08-13,07:30:00,台北標準時間,-33.5,-23.4,-28.4,76.0,97.1,,0.5,19.6
D,120,2022-08-13,07:31:00,台北標準時間,-36.1,-25.4,-30.8,76.0,93.9,,0.5,19.5
D,120,2022-08-13,07:32:00,台北標準時間,-38.2,-26.8,-32.5,76.0,91.6,,0.5,19.7
D,120,2022-08-13,07:33:00,台北標準時間,-39.0,-27.7,-33.3,76.0,89.8,,0.5,19.6
D,120,2022-08-13,07:34:00,台北標準時間,-37.9,-26.6,-32.2,76.0,90.9,,0.5,19.6
D,120,2022-08-13,07:35:00,台北標準時間,-31.1,-19.6,-25.3,65.0,74.3,,0.5,16.7
D,120,2022-08-13,07:36:00,台北標準時間,-29.8,-18.8,-24.3,65.0,74.4,,0.5,17.1
D,120,2022-08-13,07:37:00,台北標準時間,-29.0,-18.3,-23.6,65.0,74.7,,0.5,16.7
D,120,2022-08-13,07:38:00,台北標準時間,-7.4,-4.3,-5.8,65.0,0.2,,0.5,19.1
D,120,2022-08-13,07:39:00,台北標準時間,-0.2,0.1,-0.0,65.0,0.1,,0.5,18.7
D,120,2022-08-13,07:40:00,台北標準時間,-0.0,0.1,0.0,65.0,0.1,,0.5,13.8
D,120,2022-08-13,07:41:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.8
D,120,2022-08-13,07:42:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,07:43:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,07:44:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,07:45:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,07:46:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,07:47:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,07:48:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,07:49:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,07:50:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,07:51:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,07:52:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.8
D,120,2022-08-13,07:53:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,07:54:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,07:55:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,07:56:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,07:57:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,07:58:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,07:59:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:00:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:01:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:02:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:03:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:04:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:05:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:06:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:07:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.8
D,120,2022-08-13,08:08:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:09:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:10:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:11:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:12:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:13:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:14:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:15:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:16:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:17:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:18:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:19:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:20:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:21:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.8
D,120,2022-08-13,08:22:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:23:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:24:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:25:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:26:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.8
D,120,2022-08-13,08:27:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:28:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:29:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:30:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:31:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:32:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:33:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
D,120,2022-08-13,08:34:00,台北標準時間,-0.1,0.1,0.0,65.0,0.1,,0.5,0.7
