time,Gas_for_paper,Hourly_Production,Total_water,Quantitative_measurement_of_coiling_scan_frame,#1_Turbine_Motor_Side_Pressure,#1_Turbine_Free_Side_Pressure,#1_Turbine_Negative_Pressure,#1_Turbine_Negative_Pressure.1,#1_Turbine_Main_Motor_Current,#1_Vacuum_Pump_Motor_Side_Vibration,#1_Vacuum_Pump_Free_Side_Vibration,#2_Turbine_Motor_Side_Pressure,#2_Turbine_Free_Side_Pressure,#2_Turbine_Negative_Pressure,#2_Turbine_Negative_Pressure.1,#2_Turbine_Main_Motor_Current,#2_Vacuum_Pump_Motor_Side_Vibration,#2_Vacuum_Pump_Free_Side_Vibration,#3_Turbine_Motor_Side_Pressure,#3_Turbine_Free_Side_Pressure,#3_Turbine_Negative_Pressure,#3_Turbine_Negative_Pressure.1,#3_Turbine_Main_Motor_Current,#3_Vacuum_Pump_Motor_Side_Vibration,#3_Vacuum_Pump_Free_Side_Vibration,#4_Turbine_Free_Side_Pressure,#4_Turbine_Negative_Pressure,#4_Turbine_Negative_Pressure.1,#4_Turbine_Main_Motor_Current,#4_Vacuum_Pump_Motor_Side_Vibration,#4_Vacuum_Pump_Free_Side_Vibration
2022-05-27 00:01:00,1.085,39.5,95.0,139.2,-22.2,-40.8,-31.5,94.0,94.0,13.9,5.5,-49.0,-61.8,-55.4,88.0,55.0,1.6,20.0,-45.2,-33.9,-39.6,80.0,83.9,0.5,19.7,-48.0,-48.0,100.0,84.5,13.1,3.3
2022-05-27 00:02:00,1.077,39.5,95.0,139.9,-21.8,-40.8,-31.3,94.0,94.6,13.7,5.5,-48.9,-61.7,-55.3,88.0,54.9,1.6,20.0,-45.1,-33.9,-39.5,80.0,84.2,0.5,19.8,-48.0,-48.0,100.0,84.7,13.1,3.2
2022-05-27 00:03:00,1.085,39.5,95.0,139.0,-21.7,-40.7,-31.2,94.0,95.1,14.0,5.5,-48.9,-61.7,-55.3,88.0,54.8,1.6,20.1,-45.2,-34.0,-39.6,80.0,84.4,0.5,19.6,-48.0,-48.0,100.0,84.0,13.1,3.2
2022-05-27 00:04:00,1.082,39.5,98.0,139.5,-21.8,-40.8,-31.3,94.0,94.6,13.7,5.4,-49.0,-61.8,-55.4,88.0,54.7,1.6,20.1,-45.2,-34.0,-39.6,80.0,84.0,0.5,19.7,-48.0,-48.0,100.0,84.6,13.1,3.3
2022-05-27 00:05:00,1.076,39.5,103.0,139.5,-22.0,-40.8,-31.4,94.0,94.1,13.7,5.5,-49.0,-61.9,-55.4,88.0,54.7,1.7,20.1,-45.3,-34.0,-39.6,80.0,84.0,0.5,19.6,-48.0,-48.0,100.0,84.3,13.1,3.2
2022-05-27 00:06:00,1.071,39.5,107.0,139.8,-21.9,-40.8,-31.4,94.0,94.2,13.7,5.5,-48.9,-61.8,-55.4,88.0,54.7,1.6,20.1,-45.1,-33.8,-39.4,80.0,84.0,0.5,19.7,-48.0,-48.0,100.0,84.3,13.1,3.3
2022-05-27 00:07:00,1.058,39.5,109.0,139.2,-21.9,-40.8,-31.3,94.0,94.2,13.7,5.5,-49.0,-61.9,-55.4,88.0,54.7,1.6,20.1,-45.1,-33.9,-39.5,80.0,83.9,0.5,19.6,-48.0,-48.0,100.0,84.6,13.1,3.3
2022-05-27 00:08:00,1.065,39.5,111.0,139.0,-21.9,-40.8,-31.4,94.0,94.5,13.8,5.5,-48.9,-61.8,-55.4,88.0,54.7,1.7,19.9,-45.1,-33.9,-39.5,80.0,84.4,0.5,19.7,-48.0,-48.0,100.0,84.3,13.1,3.3
2022-05-27 00:09:00,1.06,39.5,112.0,138.5,-21.9,-40.7,-31.3,94.0,94.6,13.8,5.5,-48.9,-61.8,-55.4,88.0,54.8,1.6,20.1,-45.0,-33.9,-39.4,80.0,84.6,0.5,19.7,-48.0,-48.0,100.0,84.4,13.1,3.2
2022-05-27 00:10:00,1.059,39.5,113.0,137.7,-22.0,-40.8,-31.4,94.0,94.2,13.7,5.5,-48.9,-61.8,-55.4,88.0,54.7,1.6,20.0,-45.0,-33.9,-39.4,80.0,84.5,0.5,19.6,-48.0,-48.0,100.0,84.5,13.1,3.2
